"txt","offensive"
"@Sumido_ ja vi um noia indo no balcão pedir pra trocar pq ele não gostava de cheddar hahahahahahahaha","1"
"temos beyonce e donald glover cantando ""can you feel the love tonight”? temos! estamos arrepiados? estamos! já choramos? já! ","0"
"o importante é salvar a bola! ","0"
"@euamoonamjoon obrigada mo❤️❤️","0"
"brasil não ide deixar elas se aproximarem","0"
">>59010op da pergunta aqui. você teria mais algum conselho pra me dar em relação a esse assunto, de forma a minimizar ou até mesmo evitar possíveis problemas e aproveitar melhor a coisa toda?","1"
"@JornalOGlobo será que tem algum filme feminista contra o FUNK ? https://t.co/TVFUInA1fi","1"
"Pq sapatao paga tanto pau pra kristen stewart???? Sinceramente acho ela bem sem gracinha","1"
"meudeus q dia lindo fodase","0"
"estamos esquecendo de comentar com a tag 😂😂😂","0"
"uns tem saco, nós temos culhões !!!!!!!!!!!!!!!!!!!","1"
"estou louco para fazer, faço 24 anos esse ano e pretendo ano que vem fazer essa merda.","1"
"Um objetivo na vida https://t.co/WxN5kuNysu","0"
">>40626cara sempre tive pensamentos do tipo ao ate de fazer um massacre mas sla,n sou falso ao ponto de te oferecer ajuda nem dizer que vai ficar tudo bem [dizer isso n muda nada(as pessoas já deveriam ter entendido isso)] mas dps de um tempo isso foi sumindo minha vida continuou a msm merda,so sumiu uma hr.","1"
"sabe aqueles lava-jatos irregulares na favela do metrô perto do maracanã? aquela galera que a prefeitura fez de tudo para tirar dali. tentou remover e multar os carros que parassem para usar o serviço. nada dava resultado. eles voltavam no dia seguinte. passei lá agora ","0"
"pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha","1"
"Toda mulher deve ser respeitada independente de ser ou não feminista
Só as feministas que dizem lutar pelas mulheres não entendem isso","0"
"isso é coisa de anti-sêmen edgy invejoso de judeus anão. judeus so cresceram e ficaram ricos pois foram os primeiros capitalistas da historia","1"
"nossa to agoniada de ficar em casa alguém me chama pra sair eu imploro","0"
"RT @o_antagonista: Os políticos que Moro conseguiu condenar https://t.co/1UiUjk2moShttps://t.co/8pTLqYbpTS","0"
">>60182perfeita observação, anão.o fato é que tocar um instrumento musical com o objetivo puro e simples de ""pegar depósitos"" é simplesmente desgostante. você, caro anão, será apenas mais um nerd mediano que sabe fazer algum barulho com timbre.aprenda a tocar apenas se gostar da porra, é isso que separa os poucos músicos encantadores anônimos dos pseudo dexcolados babacas e barulhentosagora pense na seguinte situação: madrugada, quase fim da festinha, quase todos já um pouco bêbados, música ambiente cada vez mais baixa, aleatória e sem importância. você despretensiosamente pega seu violão no porta malas do seu carro, senta calmamente e começa a tocar uma bela obra de arte, por exemplo ""poema"" de n matogrosso, ""segundo sol"" da c eller ou qualquer merda do legião urbana… desde que bem tocada/cantada qualquer música minimamente bela tende a funcionar como um imã de depósitos, principalmente em situações parecidas com essa. um violão na minha mãe é uma arma extremamente poderosa, já na mão de um amigo que ""toca para pegar depósitos"" é um desastre total.mas atente-se, eu tenho um bom emprego, um bom carro, moro só e toco violão com paixão e esmero. não seja uma projeção pífia da imagem que espera de si mesmo.depósitos em geral não se importam se você toca violão, cavaquinho ou chocalho. o que importa é, a partir do momento em que entra em contato com seu instrumento, você exalar auto confiança, envolvimento, sensualidade natural.","1"
">>23155>55getesse que foi eleito verificador na wikipédia em português a poucos dias é anão a anos, era administrador do primeiro 55 e hosteava aquela merda de chancast. mas também nunca vi esse aí editar em artigo político, estou na wikipédia em português a 11 anos.","1"
"eu só consigo atingir o orgasmo se tiver os mamilos acariciados enquanto fornico. achei que fosse só um fetiche horripilante que adquiri com o tempo, mas recentemente me veio uma memória reprimida de que fui abusado quando criança pelo filho mais velho do vizinho da época, que era viadão, e ele ficava justamente mexendo nos meus mamilos.","1"
"Viva o socialismo! Viva Chavez! Viva os amigos do PT! https://t.co/mQ9vpNEToR","1"
"@franmoraes2 @franmyself Cheirossssssssssssssssssss boa noite!","0"
"mesmo que esteja difícil, não pares, ele está vendo 😭🎶","0"
"Não precisamos de um dia da consciência negra, branca, parda, amarela, albina... Precisamos de 365 dias de consciência humana.","0"
"RT @Lemos3Nicolle: Beijo gay ou hetero acho que não devia aparecer nos desenhos animados... https://t.co/FMeBI1CSuv","1"
"O primeiro encontro de Jeff Sessions com o emb. russo foi organizado pelo governo Obama num programa educacional pa _ https://t.co/ao0IYrt7re","0"
"'No livro best-seller do New York Times “Má-feminista:  ensaios provocativos de uma ativista desastrosa”,... https://t.co/ZJiFNueXf5","0"
"E nesse dia da mulher confirmei o que eu já acreditava : TODA GENERALIZAÇÃO É BURRA !","1"
"esse post do cancro quase me fez trincar um dente de tão forte que eu mordi.nenhuma dessas putas sequer consegue imaginar que há alguém se fodendo pra pagar a pensão em primeiro lugar, e que essa puta que recebe provavelmente não a merece.sinto ódio tanto da vagabunda que recebe pensão, quanto do imbecil que paga e se colocou nessa posição sozinho, quanto desse monte de puta suja do caralho.mate um beta e sua esposa vagabunda hoje mesmo!","1"
"olha, o mundo precisa de amor. mas precisa de mta interpretação de texto tbm viu. 

o que tem de cara achando q a torcida está chorando a saída do jean lucas, é uma barbaridade. 

gente, aqui, o x da questão n é a saída do jogador, é sim como a negociação foi feita, bem bosta.","0"
"@mismuscaria ele quis dizer que o negro construiu a faculdade.","0"
"a tua palavra deus, que me fará vencer✝️","0"
"A SorosMídia tenta de todas as maneiras fazer o ocidente 'engolir' os refugiados.
Aqui não neném..... https://t.co/RrgarkZU6S","0"
"por que você se importa com a opinião de uma aberração? a própria imagem dele contradiz a sua opinião.","1"
">>23181você é burro, cara, nem chegou a ler ou pesquisar, só foi falar em eugenia que você já ficou louco, típico de gente que não gosta de aceitar visão contrária. para elucidar, em nenhum momento falei em racismo, só falei em melhorar o povo brasileira através da eugenia, sabe, não é questão de escolher fulano x porque é branco e não deixar o pardo y não reproduzir, eugenia simplesmente é escolher características que são boas para sociedade, ""pardo z é um sujeito esperto e trabalhador vamos incentivar ele a ter mais filhos! branco w é problemática, perigoso e estuprador, vamos impedir dele se reproduzir!"" isso é eugenia, no brasil, eugenia só iria funcionar se apenas prestar atenção mesmo nas características das pessoas, e não nas raças das pessoas. enfim, dá pra ver que você é típico cara que não gosta de opinião contrária, é aquele cara que só sabe gritar ""racista! facista! nazista!"" mas sem saber o que é que se está falando! você é burro e tem problema psicológico, procure ajudar, cara, chamar os outros de facista ou racista não é argumento, é choro e prova que você é imatura e não sabe lidar com realidade.","1"
"sempre que vejo mgtow, são homens de classe média para baixo. como funcionaria um homem com um determinado patrimônio acumulado? eu queria ter um herdeiro de meu sangue, um filho varão para continuar com meu legado, mas não é possível fazer isso sem se foder na mão de uma buseta. o que fazer, deixar meu patrimônio ser pulverizado nas mãos de parentes aleatórios que não dão a mínima ou dar o bilhete premiado para uma buseta aleatória e garantir que meu filho fique com uma parte?","1"
"RT @jpintocoelho60: Assim, sim. Um homem determinado e cumpridor. Força #TrumpPresident https://t.co/anW8LopFgs","0"
"rmxsuga vai pfvr meu deus pfvor eu lhe imploro de joelhos senhor jesus me da essa collab","0"
"se vc usa whats e usa o status pfr apague o whats ","0"
"aos que chegaram até aqui, vai um conselho realista.não caia nas idealizações desses gordões que defendem ""salvar minha raça"", arrume uma branquinha etc. são extremamente emotivos e a auto estima deles é dependente de feitos de seus antepassados.são tão sonhadores que sonham hoje um relacionamento ala anos 50 porém com mulheres atuais… muuhse você tem 50 de qi realmente irá falar que mgtow faz mal para a ""civilização""(como se ela se importasse contigo) mas tirando a parte de que não vale a pena ter relacionamentos hoje em dia. mgtow é uma estratégia e bem longo prazo, pois ao deixar de se relacionar com mulheres, continuaram endurecendo as leis para homens até um ponto em que terão que migrar para o mercado cinza, ficar a margem do estado, começarem a contratar apenas homens, deixarem de viver com mulheres. é uma verdadeira revolta de atlas, onde sem mulheres irão pagar menos impostos afim de que o governo não tenha mais recursos para bancar as mulheres e seus mimos ao ponto que terão que sentar na mesa com os homens e negociar de volta nossos direitos e posição nessa sociedade.não pense pelo ego de ter qualquer conservad pois se ela quiser acabar com sua vida ou você não servir mais pra ela, irá usar todas as armas do mundo moderno contra você.","1"
"#quintaelitedosdv   quando está satisfeito por ser simplesmente você mesmo e não se compara ou compete, todo mundo o respeitará.","0"
"@sousa_resende tá arrumando oq? era p gente ter ido p praia","0"
"deu ruim pro mc poze kkk ","0"
"@mariavitoriacr @natzinha092 olha a sobrancelha arqueada com botox que maravilhoso, queria a minha assim","0"
">>27223da mesma forma que há marxistas que choram porque ""deturparam marx"", pensando que seus conceitos não foram corretamente aplicados na prática, há neoliberaloides que choram dizendo que ""neoliberalismo nunca existiu"".quando falamos de neoliberalismo devemos pensar que trata-se de uma doutrina que gera uma tendência a reduzir os estados e expandir a liberdade econômica (o que eles não dizem é que essa liberdade vai para os banqueiros e para os oligopólios). simples assim. e isso não pode ser negado. só pode ser aceito  como um lixo de pensamento elaborado por potências economicamente independentes e que se dependem de outros países é só para importar mercadorias do setor primário.","1"
"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS.","1"
"Banir refugiados não é apenas cruel mas prejudicial economicamente. https://t.co/nviGRfgCjN","1"
"quando eu formar em jornalismo pretendo n fazer parte dessa decadência da mídia brasileira","0"
">>29726procure comprar viagra ou cialis, anão. no início dá vergonha, mas depois você encara de boa.veja seu pau como um ""cabo-de-guerra"". a paroxetina puxa para baixo, o viagra/cialis puxa para cima. você não está usando um cheat para mantê-lo ereto, está apenas compensando o efeito colateral de outro remédio.use esse mesmo argumento com a pitanga. traz conforto, e é um argumento verdadeiro.olhei o site drug interactions e comparei ""tadalafil"" (cialis), ""sildenafil"" (viagra) e ""paroxetine"". não há interações. então você pode tomar desde já.como dito no outro post, viagra e cialis vendem sem receita.recomendo o cialis, pois, com o efeito de 36 horas, você não fica com pressa para transar.","1"
"muito casal  ","0"
"@mariacpbruno esse não era bandido, para a Felgueiras, era meigo.","1"
"quando comecei a faculdade conheci uma depósito e desde então (estamos no 4º ano do curso) ainda sou apaixonado por ela.eu não sei que diabos aconteceu comigo pra ter uma atração tão forte por uma depósito. por diversas vezes já dei em cima dela (e ela percebe) e as vezes da a entender que tá afim, mas tem horas que não da nenhuma moralzinha. agora estamos fazendo estágio no mesmo lugar, vejo ela todo dia, e sempre que eu a vejo o meu mundo buga. eu não aguento mais gostar dela caralho. 4 fodendo anos e eu to na merda.é castigo, certeza.","1"
"Junte-se a mim ao vivo na @WhiteHouse (Casa Branca). https://t.co/cDkBFAR3Wu","0"
"RT @JhullyMelo79: [9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza","1"
"os escritores de dorama pensando em uma nova história só pro jongdae poder cantar a ost 
 ","0"
">>60801>boceta ou cufix'd","1"
">>49934teu problema não é o tamanho do pau, é a insegurança que sente por não se achar bom o suficiente. e lidar com essas inseguranças só vem com auto-conhecimento e discernimento do que é que, de fato, ela quis dizer com tudo isso. em outras palavras: precisa amadurecer, anão. não tem como ""forçar"" amadurecimento, então por enquanto apenas evite de ficar sofrendo à toa pensando no assunto.","1"
">>56649>mas elabore mais, eu preciso perder o medo de viver a vida de solteiro do jeito que ela deve ser vivida.pense no que te dá medo e encare. você no fundo sabe o que quer, só tem que aprender a lidar com si mesmo.","1"
"eu me preparando pra assistir toy story 4 nos cinemas  ","0"
">>28405já ouviu falar em trocas comerciais, macaco?quem faz isso que você está dizendo é os eua, não o brasil.puta merda, bicho. tu só pode ser leitor do 247 pra olhar dessa forma.","1"
"@skzblackpink acho bom tu comer tudinho","0"
"a @cmvm_pt congelou as ações do sporting quando circulou o rumor que estava prestes a assinar jj. 

hoje o benfas anda a negociar um jogador por 120 milhões segundo esses mesmo jornais e … nada.","0"
"@fgeovanelima mas ele jamais superará Cesar Romero","0"
"""se for pra ser, será 😍😍😍""

eu me perguntando pq não foi ","0"
"atualização - #choicerbhiphopartist

1. normani - 9.8k
2. nicki minaj - 5.6k
3. cardi b - 1k

votem barbz, falta pouco para passarmos o primeiro lugar! 

my #teenchoice for #choicerbhiphopartist is @nickiminaj","0"
"bom diaaaaa gente boa 😉😘😅 ","0"
">>61844>devemos lutar para que as leis de divórcios sejam mudadas e para que o estado pare de assistencializar mães solteiras, isso já seria o bastante para que as vadias largarem esse discurso de depósito de porra independente e irem correndo atras de homens tradicionalistas.>lutar>mgtowtá achando que mgtow é mra? vai lá ficar ""lutando"" para mudar as leis. estão não sei quanto tempo lutando e até hoje nunca conseguiram nada (e nem vão conseguir).entenda de uma vez por todas: não dá para vencer num jogo no qual às regras estão dispostas de tal maneira que o único resultado possível é a sua derrota. desista, espere a sociedade ir buraco abaixo e fique preparado para se defender.","1"
"RT @lucasmcml: Orgulho Hetero... show *w*","0"
">>54279tudo bem, vou dar algumas dicas que podem deixar seu instagrenn legal. eu sou o típico cara com cabelo relativamente grande, barbudo e com algumas tatuagens. bem, o meu público é muito fácil de conseguir, pois são as vadias que curtem esse tipo de cara, eu consegui 1,5k de seguidoras começando a seguir elas nos instagreem desses caras que são famosos por terem essa aparência.bem, você deve achar as pessoas que possuem o mesmo gosto e vadias que valorizam seu estilo e depois disso é só começar a seguí-la que provavelmente você vai conseguir seguidores rapidamente.bem, depois que você conseguir algo entre 500 seguidores e 10 fotos é o momento de começar a adicionar vadias da sua cidade. adiciona mesmo e vai na cara de pal a começar a curtir as fotos delas, faça isso com várias ao mesmo tempo e no final é certeza de uma transa com uma vadia diferente toda semana.eu demorei em médias 2 meses para começar a atacar as vadias da minha cidade, apenas tenha paciência e entre no mundo do gado, boa sorte.","1"
">>52845tome tadalafila e que se foda a dependência psicológica.quando uma mulher se tornar sua namorada pare de tomar esse estimulante. o que eu conheço de descolado pai de trovão que não sai de casa sem um tadalafila não está escrito em nenhum lugar da internet.","1"
"11 dicas de como fazer – e manter - amizade com outra mulher
https://t.co/UZPftQPubK","0"
"@ajulysantos nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil","1"
"duas juízas criminais trocaram mensagens com o mp nos eua. resultado: ambas demitidas e os promotores responsabilizados! isto porque tal conduta afeta o âmago do sistema em um país civilizado! já por !! ","0"
"o melhor da putapill é poder transar com uma depósito de porra, atraente ainda por cima, sendo você mesmo.para transar com uma civil, se você não for naturalmente um macho alfa agressivo e dominante, é necessário fingir ser uma pessoa que você não é. através de demonstrações verbais e não-verbais de dominância, da humilhação ritual de homens inferiores e outras maneiras de se mostrar alto status você se coloca de forma que seja atraente. acontece que eu não sirvo para isso. eu não tenho interesse em fingir ter uma personalidade que não é a minha, eu não tenho interesse em mascarar meus paus no meu cu para parecer menos fraco e emocionalmente frágil. por isso civis têm nojo de mim. prostitutas são diferentes. prostitutas estão tão acostumadas com clientes violentos, agressivos e estúpidos que quando veem um homem sensível e carinhoso elas dão valor. se eu pedisse para uma pitanga para eu deitar no colo dela e ela fazer cafuné em mim, ela sentiria nojo de mim e me trocaria imediatamente por um traficante que a espancasse durante o dota, mas a prostituta entende e aceita. com a prostituta você pode chorar a morte de sua mãe sem medo que ela vai ver nisso uma demonstração de betice e te largar por um bombado tatuado, com a prostituta você pode ser você mesmo e ainda assim transar. prostitutas são superiores.","1"
"@inesmorsantos diz uma socialista 😂","0"
"mãe lésbica e professora 3k ""casada"" com outra lésbica degenerada 20k que vendia equipamentos de segurança pra petrobrás, pai morando fora - não sei onde, muito provável portugal ou espanha levando em conta o código de área e uma foto numa loja com o preço em euro que ele me mandou - subempregado que vai abrir uma ""empresa de turismo"" que segundo ele dá muita grana. 19 anos e brainlet, nunca prestei sequer um bar mitzvah devido meu atual estado mental. minha mãe está pouco se fornicando pra mim e sempre que pode me chuta pra alguma espelunca, já morei com meus avós, morei com ela, morei no quarto da casa de um esquizofrênico cheirador de benzoilmetilecgonina que estava para alugar e atualmente moro numa pensão fodida - estou prestes a sair do país em 20 e poucas dias pra não sei onde porém com 0 probabilidade de não passar de mais um gado, não tenho capacidade de passar no vestibular de portugal - que é só para área que deseja cursar. o que fazer com minha vida? não sei estudar, meu futuro com meu pai é uma incógnita, insisti com a minha mãe pra pagar 1k da mensalidade de medicina no paraguai caso minha ""jornada"" com meu pai dê tudo errado. não sei nem a tabuada, já fui em mais de 10 psicólogos e todos chegaram a conclusão de que meu atual estado é consequência da degeneração da minha mãe e o pseudo homem com quem ela juntou os trapos.perdão por qualquer erro grotesco de português","1"
"almocei e tô só por um baseadinho","0"
"N sou racista pq racismo É CRIME e crime é coisa de pretokkkkkk","1"
"quase nos 30, fora de forma, sem expectativa de vida, não sei nem como é abraço de uma mulher, sem vontade pra nada, pobre, feio, casa pequena e quente, sem coragem pra churrasco. vai toma no cu.","1"
"comecei a novar com uma menina de igreja, que se diz virgem, com o passar do tempo fui fazendo uns carinhos nela, dando umas dedadas, tentava socar meus dois dedos nela. mas só conseguia colocar um. hoje eu fui ficar com ela, ela disse que não queria. que ia ficar só em mim (no caso bater uma pra mim) só que insisti e meti minha mão nas calças ela. a questão é que tive que insistir só um pouco, e entrou os dois dedos. o que isso significa? será que posso ter sido corno? não sou batata, eu perceberia algo. mas o que acham?","1"
"@_kaioaraujoo br zé","0"
">>59088com esse pessimismo todo, sem ao menos nem tentar, você estará caminhando em direção a se tornar um /mago/.cara, pelo menos tenta. pelo menos fale ao seu cunhado que achou sua sobrinha linda e não falou com ela por se achar feio e ela muita areia para seu caminhãozinho. pelo menos tente. e busque fazer isso jogando verde.roteiro:""cunhado, sabe aquela sua sobrinha que veio passar o natal com a gente? então, eu achei ela muito linda, mas fiquei com vergonha até de falar um oi pra ela porque ela parece ser muita areia pro meu caminhãozinho. será que se eu tentar, eu tenho chance?""é bem provável que ele te diga umas palavras de motivação e peça para você tentar. se depois que ele terminar de falar, ele não passar o número dela, peça. ( ""t-teria como v-você me p-passar o número d-d-dela?"" )pode parecer meio besta, mas fale isso e você vai ver como as pessoas querem te ajudar, mas seu pessimismo e isolação social só as impedem.agora eu acredito que você, não sabendo nem chegar numa mulher, possa enfrentar muita dificuldade para manter uma conversa com a mulher. posso te ajudar com isso, te ensinando a conversar, mas para isso eu preciso que você faça a sua parte e pegue o número dela e pelo menos fale um ""oi"".","1"
"coisas que importam para depósitos:>rostouma infinidade de cirurgias disponíveis, a maioria seguras.>bundacirurgia simples que resolve, mas não é estritamente necessário fazer, exercício resolve a maior parte também.>peitoscirurgia simples que resolve, mas não é estritamente necessário fazer, porque muitos homens gostam de flat chest.>alturaé só ela não nascer uma aberração de alta que está ok. mas mesmo sendo uma aberração de alta, sempre vai ter um homem mais alto que ela.>corpo malhadodesnecessário, é só ela não ser muito gorda que está ok. se quiser ficar fitness, é só fazer aeróbico e malhar pernas, pronto.>cabelomilhões de tratamentos diferentes e elas não ficam calvas.>inteligêncianinguém dá uma fornicação para isso, ela pode ser burra como uma porta que ainda assim encontrará um parceiro para sustentá-la.coisas que importam para homens:>pintonasceu com pinto pequeno, se fornicou. não existe cirurgia que funcione realmente.>alturanasceu manlet, se fornicou. a cirurgia para aumentar altura é extremamente perigosa, extremamente cara, não é possível fazer em todos, e fornique com o corpo de mil maneiras. só louco faz.>corpo malhadoé preciso ter uma dieta restritiva e malhar o corpo inteiro rigorosamente para ficar parecendo homem.>cabeloboa parte dos homens ficam carecas e não há soluções reais para o problema.>inteligênciahomem burro acaba preso ou trabalhando em sub-emprego.homens são o grupo mais oprimido de todos. feministas devem se calar.","1"
"@normose_ sim, mas mudam de ideias em vídeos que divulgam ideias. através do teu canal elas absorvem as ideias e então ou mudam de opinião ou não.

concordo com o propósito do debate ser showbussiness e que a dialética mudam as ideias. (+)","0"
"Não gosta de fazer compras. Faz porque a mulher força.","1"
">>59688obrigado pelo vídeo, anão.meu problema com o álcool não é tão grande assim, eu não tenho o costume de fazer muita merda bêbado e nem de exagerar nas doses diárias. o problema é usar isso como válvula de escape quando estou estressado e de passatempo para matar o tédio.vou me matricular numa academia hoje mesmo, tentar mudar minha rotina para melhor.","1"
"boa noite.descobri que minha namorada, quando estava com o ex-namorado há uns 2 anos atrás, estava em dúvida sobre o que ainda sentia por ele e se aproximou de um antigo cara que voltou a falar com ela que ela havia conhecido pela internet e que gostava antes de começar a namorar com o namorado, e mandou fotos dos pés pra ele quando ele pedia (ele tinha esse fetiche, obviamente). isso durou praticamente um mês, mandava apenas fotos dos pés e o pior que aconteceu foram fotos lambendo os pés. não chegou a mandar nudes, gemer no microfone e sequer conhecê-lo na vida real. ela disse que estava voltando a gostar dele e que achava que queria ter algo com ele. depois parece que ele deu um indício de que poderia contar pro namorado, ela disse tudo que tinha acontecido e parou de falar com ele. o namorado ficou chateado e perdoou porque eram só fotos dos pés.só que essa garota é completamente apaixonada por mim. nós namoramos antes disso tudo, durou menos de um ano porque ela era nova e a família descobriu que estávamos namorando pela internet e a obrigou a cortar relações comigo quando ficaram sabendo que eu havia viajado até a cidade dela para conhecê-la, porque ""eu poderia ser um estuprador"". ela perdeu o bv comigo, e depois disso voltamos a nos falar enquanto ela estava no fim do relacionamento com esse ex namorado e ela voltou a gostar de mim na mesma intensidade, e a ser minha melhor amiga. ela suportou uns 2 anos de foras meus porque eu não tinha certeza sobre meus sentimentos sobre ela e sentia que não gostava mais dela como antes, então ficava dizendo que não queria mais nada e que não em sentia igual sobre ela. ela ficou esses dois anos sem desistir de mim apesar disso. comecei até a namorar outra garota no lugar dela, e mesmo com tudo isso ela até engoliu a tristeza e me ajudou quando eu tive problemas com esse namoro, continuou firme e forte do meu lado esperando por mim e dizendo que ainda me amava, chegando ao cúmulo de escolher fazer faculdade na minha cidade (5h da cidade dela) só para que pudesse ficar perto de mim, mesmo comigo dizendo que não sabia se me apaixonaria por ela se ela estivesse aqui. e ela virá, no próximo mês vai se mudar pra minha cidade, mas agora eu sei que me sinto igual sobre ela e quero ficar com ela. ela é absolutamente obcecada por mim, parece até uma personagem de anime de tão caricato que é, é como se ela vivesse em função de mim e de me orbitar. eu sou 5/10, e ela é facilmente 8/10. é uma coisa tão maluca que eu nem sei o que a foda é, mas ninguém nunca me amou tanto assim. ela também é virgem, apesar do namorado. no caso dela eu acredito que seja verdade sim, já confirmei.ela mesma me contou toda essa história, disse que não queria ter mais segredo algum comigo antes de vir morar na minha cidade, mas estou com a cabeça cheia de fodas sobre essa história. o que vocês fariam?","1"
">>62346ok. existem algumas características que certamente facilitam na hora de paquerar uma depósito. se você, assim como eu, não nasceu abençoado pelos deuses do lookismo, qual a alternativa? encher o cu de cirurgias plásticas/estéticas, seguir uma dieta de esportista e uma rotina de exercícios, tudo isso para quê? agradar depósito? anão, não sei se você sabe, mas o lookismo surgiu do metrossexualismo. em teoria, você deveria preocupar-se com a sua aparência e saúde pelo seu próprio bem estar, para sentir-se bem consigo mesmo e em paz com você. não sei se de forma proposital ou não - julgo eu que foi pelo natural escravocetismo do homem para com a depósito - que o looks maxing virou basicamente uma receita de como ""pegar muié"" ou sobre como melhorar a própria aparência com esse objetivo final em mente.eu acho que você deveria, sim, procurar melhorar as suas características que te desagradam se isso for lhe trazer alguma paz de espírito, além de cuidar da sua saúde por questões óbvias. agora, dedicar-se a uma rotina de árdua, privar-se de certas coisas e passar por procedimentos cirúrgicos irreversíveis com o único propósito de agradar depósito é o cúmulo para mim.depósitos são vagabundas? são. a maioria é superficial e fútil? sim. mas e daí? é a natureza delas. o jogo é injusto com quem não nasceu bem de vida? sim. lide com isso ou simplesmente pare de colocar relacionamentos em um pedestal ou vai se tornar a verdadeira definição do que é um escravo de boceta. o que eu sinto na sua fala e que a sua frustração não é nem por não conseguir ficar com alguma garota porque ao que parece você tem as mínimas condições disso, o seu problema é querer agradar depósito rica, bonita, com alto status social e cujo círculo social partilha das mesmas características que ela. você está sempre na defensiva, sempre tirando algum argumento do bolso para justificar a sua falta de tentativa.agora, se você acha que foi injustiçado de alguma forma, seus genes o condenaram pelo resto da vida, se você acha que a sua natureza é essa que você está mostrando: um borra-botas que nunca terá chance na vida porque os ossinhos do rosto nasceram muito juntos ou afastados ou porque é puro lulz. tudo bem. é um direito seu e essa é a sua natureza e se tem algo que eu aprendi na vida é que não importa o quanto você tente ajudar uma pessoa a sair do fundo do poço, e ela não se esforçar pra isso, não querer mudar genuinamente, é porque ali, no fundo do poço, é que é o lugar dela de fato.","1"
"anões, estou preocupado pois não estou triste.tenho quase 30 anos. eu só tive relacionamentos mais duradouros dois que duraram um ano cada dentre meus 17 e 20 anos. depois disso eu tive raros contatos com depósitos.até há pouco tempo, eu sentia muita falta delas. hoje talvez não mais.eu nunca gostei de vagabundas cavalas. sempre preferi mulheres mais femininas e delicadas. minhas pitangas da década passada foram todas assim: meigas, silenciosas, frágeis.hoje eu resolvi assistir ready bazinga one, pois buscava um escape rápido e com ação que me prendesse por algumas horas. a personagem artemis pica relatada normalmente me faria ficar triste como a foda. isso porque ela representa todas as qualidades do meu tipo favorito de depósito, como relatei. me faria me lembrar das pitangas que tive.mas não. nada.meu cérebro ficava o tempo inteiro me forçando a querer fantasiar com ela, quem sabe até tentar fap desesperado, mas nada ocorreu.há pelo menos cinco anos que não soco meu pinto em alguém. muito aconteceu neste tempo, minha vida piorou imensamente. eu engordei monstruosamente, apesar de nos últimos dois anos ter perdido quase todo esse peso. será que isso tem alguma relação?eu quero me sentir mal, anões. mas só estou sentindo um vazio. eu sei o quão estou soando como o weeaboo batata que sou, mas a agonia da solidão era melhor do que o desespero do ""nada"".","1"
"a vibe desta música é tão nice!!!!","0"
"queria fazer algo hj 😢","0"
">>52738>>53250>terminei um relacionamento a uns 3 meses, e não achei mais ninguém, beleza, eu já esperava que fosse assim>53274>isso soa patético mas pra alguém que nunca teve um amor recíproco, eu acabei confundindo as coisas. ela me dizia várias coisas, fazia questão de passar horas conversando via skype, mas isso passou e ela me esqueceué por isso que eu não namoro. tenho uma garota interessante afim de mim. ela é bonitinha fisicamente e tem um bom papo. namoraria com ela, mas eu sei que sou fraco e uma hora ela perderia a admiração por mim. eu não quero alguém para me apoiar emocionalmente. relações boas não são assim. não consigo entender como as pessoas se submetem a viver numa relação mais ou menos. é indigno e humilhante. eu não suportaria a ideia de que a mulher está comigo porque não tem uma opção melhor ou que outro homem a pudesse fazer mais feliz. eu só aceitaria uma relação onde a mulher estivesse plena comigo e nem percebesse a existência de qualquer outro sujeito; e nem eu a de outra mulher. e isso não é romantismo ingênuo. não é sobre almas gêmeas. há várias mulheres capazes de me cativar e que eu - se estivesse de bem comigo mesmo - seria capaz de cativar. é sobre isso: cativar. quando você cativa uma pessoa, ela se encanta por você. cativar é tocar na alma. ela vai se apaixonar e admirar muito você. e nisso, você a preencherá naquilo que é mais importante, fazendo defeitos mais superficiais serem releváveis. uma vez que você cativa a mulher, os outros homens irão desaparecer aos seus olhos. a felicidade dela irá consistir em te fazer feliz; e você a ela. o problema é que a grande maioria das pessoas aceitam relações baratas. e nesse tipo de relação mais superficial, existe o ciúme, pois a pessoa sente que, como não cativou a parceira, corre o risco de alguém que cative. todas as inseguranças e problemas de relações medíocres vêm desse tipo de indivíduos carentes. por isso que não vou namorar com ninguém enquanto me considerar fraco. se eu não sentir que estou fazendo a pessoa plena, não compensa. e ideia de sua namorada achar um sujeito mais interessante que você é ultrajante. humilhante alguém se submeter a uma relação com um sentimento desse.os dois grandes termômetros de uma relação são admiração e tesão. se um desses for fraco, a coisa não vai dar certo. e é melhor nem começar.","1"
">>61342this.perdi.anões são arrogantes demais, ninguém liga pra sua experiência pessoal, as pessoas têm que viver a merda da vida delas.eu só não vivo a minha porque já sou velho e perdi tudo, agora só espero a morte, mas se você tem menos de 23 anos, corra atrás de uma vida normal igual pessoas normais, não tem nada de bom nesse site.","1"
