txt,offensive
">>62384>como se manter fielmantendo-se. ponto. é questão de escolha.>m-mas todo homem tem essa vontade, faz parte da nossa naturezasim, faz, mas você precisa alimentar isso? não importa o quão forte seja, é só questão de escolha. não é como se você fosse viciado em crack e não consegue controlar seu vício. isso, sim, é algo incontrolável. só tive um único namoro. durou pouco mais de 1 ano. tive inúmeras oportunidades de trair, mas não fiz isso. era algo que poderia ter ocorrido tantas vezes que até a preocupava. nesse nosso curso, onde nos conhecemos, tinha coisa de 10 depósitos que, com certeza, ficariam/dariam pra mim, sem nenhuma dificuldade. ela ficava triste/puta pra cacete ao ver aquelas depósitos dando mole pra mim. aliás, a grande maioria delas era melhor que a minha ex.tive vontade de sair comendo geral? sem dúvidas. me rendeu grandes punhetas, até. no entanto, nem ao menos cheguei perto de ficar de papinho malicioso com qualquer uma delas. era só imaginar sendo chifrado que concluía que seria muito errado fazer isso com ela.resumindo: a vontade é grande, mas não é, de forma alguma, incontrolável. questão de escolha, simplesmente.",1
rondolfe sujo conseguiu assinaturas pra votar e derrubar o decreto de revogação dos vistos. grifinorista maldito.,1
hitler ligou  o forno pqp,1
alô alô cristiano ❤,0
churrascada e piscina vertical vai fluir hj obg amigos,0
Só falta dizer que Angola não é nossa... ONDE ESTÁ O PATRIOTISMO CARALHO https://t.co/ixOzMvV6zY,0
@oooimanda hamanda não começa outra ao sem terminar as q vc já começou fdp,0
"perdi com esses fracassados fazendo todo esse malabarismo mental, kek.eu tenho certeza que sou muito mais feio de rosto que a maioria dos anões. dos atributos faciais, o que tenho de bom é barba e ""olhos de caçador"", mas que as não raramente dizem parecer ""olhos de psicopata"". pra fechar com chave de ouro, sou careca.eu já pesei aproximadamente 130 quilos, já amarguei uns 5 anos da minha vida nesse inferno. comecei a treinar, fiz uma reeducação alimentar, consegui o corpo razoável pouco volume, mas sem gordura e constantemente saio com mulheres do foguinho. tenho mais de 60 matches, não tenho fotos boas, até porque sou batata pra nisso. obviamente tem muitas mulheres que vocês iriam considerar 4/10, 5/10, mas já comi várias realmente gostosas, as famosas raimundas, uma ou outra muito bonita de rosto. já me dou ao luxo de não ficar com gordas, já não preciso nem utilizar pardoo.acho que vocês tentam arrumar desculpas demais pro fracasso mental. é impossível que com um corpo de sacrifício vocês não consigam arrumar nenhuma vagabunda pra enfiar a pica nesses apps, as mulheres não estão dando, estão distribuindo.",1
siga todos que fav e rt esse tweet. ☘,0
rapaziada o nosso menino poze tá na pista já!!🚩 liberdade sempre pro paizão 😤 @mcpozedorodo,0
>>60537essa porra é infinitamente pior que cigarro e não ajuda a largar nada. recomendo usar rapé.,1
"foi um episódio meio idiota e fiquei mal o resto do dia, porque achei que iria lidar com a situação como um alfa.>esperando amigo na rua no meio do carnaval>grupo de descolados passa e um deles goza comigo, perguntando se estou sozinho>digo que estou só de brincadeira>chegam e começam a se fazer de viados pra cima de mim>depósito do grupo chega do meu lado, passa a mão no meu cabelo, elogia meu alargador>começam a gozar que sou viado>finalmente conseguem e vão embora gritando que gosto de piroca>realizo depois que a depósito gostou de mim e que perdi uma boa oportunidadenão é nem pela opinião de descolados aleatórios. eu estou lendo material de puaria há meses, tentando acabar com meu jeito beta de ser e realizo que acabo betando mesmo assim, em situações de muita pressão. isso me deixou frustrado demais. não aguento mais ser assim, ser levado na onda de descolados aleatórios, me sentindo incapaz de ir atrás do que eu quero e de fazer o que gostaria de fazer. uma hora isso tem que acabar, é simplesmente um inferno viver assim.>>60796amigo, faço isso todo carnaval. ano passado também foi assim.",1
"fui traído cinco vezes, mas assim que descobri, fiz a vagabunda pagar. quebrei um dedo por traição e deixei ela com um olho roxo. ela morre de medo de mim e nunca faria nada, judicialmente",1
>>61384já tomei um remédio e passei pomadinha. espero que melhore. meu pinto tá branco de tanta pomada porque ao abrir acidentalmente a porra toda.,1
"a @cmvm_pt congelou as ações do sporting quando circulou o rumor que estava prestes a assinar jj. 

hoje o benfas anda a negociar um jogador por 120 milhões segundo esses mesmo jornais e … nada.",0
a inquisição da idade média resumida em um video ,0
"anões, como buscar outra coisa na vida que não seja depósitos?pode parecer idiota, mas nada na minha vida ou nada do que eu faça tem algum propósito que não seja ter uma namorada ou coisa assim.da maneira que falo parece que é simples, mas já virou uma obsessão, sempre tenho que estar falando com alguma menina, sempre tenho que estar me entregando em algum relacionamento, enquanto não faço isso minha vida parece um tédio sem fim e começo a ter crises de ansiedade e coisas do tipo, porém, quando essas depósitos começam a apresentar comportamentos diferentes e a se desinteressarem de mim, fico ainda pior, já cheguei a ter crises de ansiedade tão absurdas por causa de depósitos que acabei abandonando minha primeira graduação…eu tenho 21 anos, faço faculdade, tenho boas notas, vou fazer iniciação científica, não é lá grande coisa, mas já poderia pegar uma bolsa, ganhar meu próprio dinheiro e gastar com o que eu queira, além de estar fazendo algo que me interessa e que vai me ajudar no futuro. porém, nada disso faz sentido e minha vida parece um imenso vazio quando me imagino sem pitanga nos próximos anos da minha vida, não consigo aceitar…",1
"@lele2018alexand olha quem falaa, obrigada amg 💖",0
'Querem tirar filosofia pra q a gente não seja um ser pensante' https://t.co/zmK67ytyx7,1
'Trump diz que refugiados devem voltar a seus países. Por que essa não é uma opção' https://t.co/DkLthrpsvZ #informações #feedly,1
a real é que os estados são todos um lixo total. é o reflexo da liberação do voto feminino.,1
isso é coisa de anti-sêmen edgy invejoso de judeus anão. judeus so cresceram e ficaram ricos pois foram os primeiros capitalistas da historia,1
">>27424>vocês sabem que facilitar o acesso das armas aumenta os crimes violentos certo?belíssima fonte, anã. o brasil é um paraíso desarmamentista, mas curiosamente não querem assumir a paternidade da filha.",1
A esquerda em uma palavra? Sujeira. Defendem uma ideologia sanguinária e culpam um sistema que eles mesmo usam. São _ https://t.co/d44ggIe2zI,1
esse pretin aí 👀😛 ,0
"'Quem não conheça as fufas que as compre' foi a melhor frase que disse hoje, fds",1
">>21693essa merda toda é assustadora. o prédio ser a cabeça de uma cobra, os ouvintes ficarem de cara com uma fodendo cobra, o papa sentado onde ficaria a língua da cobra. vai tomar no cu, como que permitem que uma igreja tenha o formato do animal que propagou o pecado na criação divina? e que representação bizarra de cristo é aquela, como uma igreja não tem uma cruz? uma cruz? como? como caralho?",1
@leafar2016luis Infelizmente não Rafael. Estás a meio caminho entre Porto e Vila Real. Pega nos teus tropas e escolhe uma,0
">>61703cara, o único inconveniente é você ser forçado contra a sua vontade, mas você tem que ver qual lado que é mais benéfico: em namorar alguém que não tem a mesma intensidade amorosa ou ficar parado um tempo que pode ter um intervalo grande, em comparação de hoje com os tempos anteriores.a minha dica é você ser sincero, mesmo sendo grosso e fazer ela chorar por besteira que as 99% das pessoas acham ser pífio. não seja um amuleto emocional para ela fugir dos problemas dela, isto pode ser um ponto bem positivo para o seu psicológico chegar a uma conclusão.segue o >>61715, ninguém sabe na visão focada e depois na geral, qual foi o melhor é o pior para a sua vida.>>61711você dará o seu ""sim"" consciente para ser o marido dela ou fará nas coxas e tendo como pretexto alguém amarrado num matrimônio para dizer pros outros que não é sozinho mas traindo ela caso algum dia esteja vazio?>>61723queria ver o mundo que não usasse a beleza como fator principal para se relacionar com outras pessoas. depois do 10º relacionamento, a noção das merdas que destroem tudo que existe é mais visível e temidas no sentido em serem ignoradas.",1
meu amigo quer te pegar — bum né ,0
"@psol50 @glauber_braga meus queridos, deixem eu os explicar como funciona, se o bolsonaro autorizasse isso as empresas áreas iam aumentar o valor da passagem, e como consequência aí sim ninguém ia conseguir usar os aviões, afinal as empresas não iam sair perdendo.",0
">>62384eu costumo falar para minhas amigas depósitos de porra, se querem um relacionamento estável e tranquilo saibam que os homens pensam primeiro com a cabeça de baixo.acho que essa parte das tentações tem a ver com o autocontrole e o quanto você se expõe ao risco. autocontrole porque imagino que a libido seja um desejo como qualquer outro. por exemplo, tenho vontade de comer gordices todos os dias, porque é bom mas me controlo porque sei que isso fará mal. tem a ver com a exposição aos riscos. já tive conta no foguinho e vi como é fácil ter uma foda casual. tirei o app do meu celular porque não queria ficar me testando nisso. às vezes vejo sites de acompanhantes, fapo para algumas mas não fico bolando planos para dar um baile na mulher e ir me encontrar com putas. não sei até quando eu irei aguentar mas até hoje isso é o máximo que tenho me permitido. ""como diz o ditado: a ocasião é que faz o ladrão.""isso são situações ativas. coisas que não corro atrás mas confesso que se aparecer uma colega de trabalho querendo dar para mim, eu não iria resistir muito. é complicado.",1
@onlyforwver deixa eu morder a cabecinha do deu pau? 🥺,0
Não basta o RJ na escória..ainda vai causar confusão em São Paulo @misscaviar @FussballSehr @ajulysantos _ https://t.co/rg9144sSds,0
">>61381e se eu me sentir atraído pela personalidade? e se eu quiser um relacionamento? entendeu como a teoria lookista cuida apenas do princípio, mas perde o meio e o fim?acho que lookismo é apenas o início, por isso falta complementação no assunto. e depois que a depósito sacou o ouro genético? claro, se estamos querendo apenas meter a vara e virar a cara, estilo ubermensch piranha, então acho que basta.",1
a vibe desta música é tão nice!!!!,0
"geral entre no aplicativo premiere fc e vá nos detalhes da conta e confira o time do assinante=vasco.
ano q vem o ppv será dividido conforme número de assinantes de cada time.
há relatos de pessoas cadastradas em certos times sem nunca terem feito. ",0
aaaaaaa eu quero falar no meu trabalho sobre refugiados mas não sei se vou conseguir,0
">>41587pense sobre o que é pornografia. entenda o que é a masturbação. pense. você verá que são duas das coisas mais desprezíveis e nojentas que o ser humano já inventou.pornografia é absolutamente desgostante. você está vendo a gravação de um cara fodendo uma prostituta glorificada, e você está ficando excitado por olhar essa gravação, que na verdade não passa de um monte de pixels na sua tela. a vagabunda nem ao menos sabe da sua existência, e se te conhecesse, daria risada do seu fracasso.assistir pornografia é coisa de corno.a punheta então, é o ápice da miséria humana.  um fracassado, curvado como um gárgula, fazendo movimentos de vai e vem no próprio pau para ter prazer. crie uma imagem mental de você mesmo se masturbando. é absolutamente miserável, não é?pense nas consequências da masturbação e da pornografia. na vergonha, na consciência pesada. no medo de acharem alguma coisa no seu celular/pc. no terror de descobrirem que você é um punheteiro desvairado.odeie a masturbação. odeie a pornografia. odeie com todas as suas forças.",1
"@Crl_Lais  sapatão linda, mt maneira",1
">>27765enéas? o mesmo gênio que foi contra o plano real e que achava que achava que inflação não estava ligada aos problemas do governo se auto-financiar imprimindo dinheiro? que foi contra a privatização da telebrás porque achava que iam piorar os serviços? que foi contra a abertura comercial iniciada collor porque todo mundo ia ficar desempregado? o mesmo que achava que o brasil devia ter agricultura de subsistência, coisa que nem o pt foi tão idiota de propor?esse asno era praticamente um stalinista justamente no momento em que a união soviética acabou e estava liberalizando sua economia. se fosse seguir o que esse cara achava, o brasil estaria pior do que a porra da índia. enéas foi o último suspiro político do antigo establishment brasileiro.e tomara, por deus, que as reformas desse novo governo façam petistas gravarem vídeos indignados como ele fazia.",1
">>58040>>58041a única não puta que comi não demonstrava reação mesmo, mas ela encharcou a cama com aquele líquido que sai da boceta delas, não era mijo porque eu botei o nariz no colchão e cheirei, ela ficou implorando pra ir comer ela de novo falando que gozou demais mas eu não fui por motivos.",1
"Homem q pede representatividade não vai no quintal a noite ver oq é o tal barulho, ele vai só gritar q nem louca. F _ https://t.co/popnd5W4hh",1
"RT @editorahumanas: Antigamente tinha várias gostosas no carnaval
Agora parece encontro de sobreviventes de Chernobyl",1
">>62929>essa voz sem energia>misturando mgtow e red pill>""over and over"">""ah mas se chega o christian grey""até agora nunca vi nenhum canal brasileiro realmente red pill, que foque nas teorias das relações intrasexuais e busque motivar homens a realmente tirarem o máximo proveito do sistema para suas vidas. são sempre homens que não tem nada de diferente dos anões aqui do chan, não levam nenhuma vida particularmente interessante, não têm abundância de depósitos, não tem uma missão e adotam essa postura derrotista de ""vou seguir meu próprio caminho"". amigo, que caminho? você só está usando a comunidade como sua bolha ideológica alternativa para lidar com o fato de que não tem sucesso em nada. o propósito dessa comunidade não é ser mais um youtuber/blogueiro reclamando da conjuntura atual da sociedade, de que as coisas não estão indo do jeito que você gostaria, que depósitos são horríveis e tudo mais. caramba, tem algumas postagens realmente muito boas no ledit que eu gostaria de traduzir para os anões, mas às vezes nem sei se aqui é o lugar adequado.é muito fácil se sentir iluminado e querer culpar a sociedade pelos seus problemas, mas a red pill não é um culto: é um corpo de conhecimento, uma caixa de ferramentas para você tirar o melhor proveito da atual situação no mercado sexual.",1
gente pq vcs homens demoram tanto para amadurecer? kkkkkkk,0
@kittymates não aceito sofrer sozinha @hoseokway :(,0
">>63491infelizmente não sou eu quem quero, anão. ela fala que eu sou ""abusivo"" e ""dominador"" e que ela quer ser livre. me sinto como um tolete boiando na água-mijo.",1
"@_Ioen PARABÉNS IRMÃO, SAÚDE E #PAZ. AMÉM.",0
não brocha com calcinha bege,0
">>26413travecos são danificados, mas ainda possuem um cérebro de homem na cabeça. considere o seguinte: se teoricamente homens e depósitos de porra possuem a mesma capacidade intelectual de raciocínio lógico, porque é que no xadrez precisaram inventar uma liga feminina para as depósitos participarem, se oficialmente não há nada que as impeça de disputar com eles?precisam incentivar as trans no xadrez também. vai ser puro lulz as depósitos perdendo espaço até nesse esporte.",1
estamos esquecendo de comentar com a tag 😂😂😂,0
">>30216boa noite, anão.você é um bom anão. educado e entendedor do que diz.eu já fiz os mesmos questionamentos. ainda faço em outras áreas da vida. mas sou a favor dos antidepressivos. tomo para o toc, há uns 10 anos. eles melhoram muito minha vida.sua preocupação com o real e o artificial é legítima. tenho sentido isso em outras esferas. por exemplo, na tecnologia. estou assistindo black mirror e aquilo realmente me toca. as conexões interpessoais, hoje em dia, estão em um nível muito elevado. frequentemente, isso não é saudável.as coisas mais comuns em restaurantes e praças de alimentação são pessoas juntas numa mesa sem conversar, cada uma usando seu celular. isso não me parece bom.mas não critico isso por ser algo artificial, e sim por ser algo excessivo. pense nos video games. se você joga video game com os amigos, está interagindo, está conversando com eles. os video games são apenas uma diversão, como a tv. ver tv com a família também me parece uma coisa boa.video game e tv, em maior ou menor grau, também são simulações, coisas artificiais, tecnológicas, científicas, como o cancro, o (acho que há um bloqueio nessa palavra; por isso o ponto) e os antidepressivos.na medida certa, tudo isso é bom. amores se iniciam pelo cancro. pessoas que moram sozinhas mantêm calor humano com o ?avalio o seguinte: a vida já é artificial. por incrível que pareça, em torno de 1900 (há pouco mais de 100 anos), a expectativa de vida mundial era de cerca de 34 anos. pelo google você confirma isso rapidamente. eu já tenho mais do que isso. se vivesse nessa época, provavelmente estaria morto.imagine se você nunca tivesse tomado remédios, se só comesse coisas da natureza…enfim, a vida já é dependente da química, dependente de artifícios.inúmeras doenças, como hipertensão e diabetes, exigem medicação contínua. as doenças psiquiátricas são apenas um tipo dentre várias. nós nascemos com química cerebral diferente, o que piora nossas vidas. se temos um meio científico para melhorar isso, por que não adotá-lo?a filosofia, conforme o enfoque, pode justificar e valorizar os antidepressivos. refiro-me, principalmente, ao denominado ""utilitarismo"". como todas as filosofias, tem os seus críticos. mas é uma ética matemática, portanto próxima da natureza. pelo utilitarismo, a melhor coisa é aquela que traz mais bem estar ao maior número de pessoas. os antidepressivos fazem isso: trazem bem estar, no mínimo, a quem os toma.com eles, eu também me tornei um marido melhor, um filho melhor e um profissional melhor.por fim, anão, se black mirror mostra coisas artificiais feias (por serem excessivas), sugiro um filme que mostra coisas artificiais belas: vanilla sky. faltando uns 30 minutos para o fim do filme, há um plot twist, e você pode perceber isso: a beleza que se encontra em coisas artificiais.bom, anão… é isso. sua preocupação é legítima. mas avalie também essas razões que expus. podem ser importantes para sua vida. :3",1
"gente, capitão américa é muito booom! chris evans é um baita ator! só isso!",0
">>59112hack é uma merda. e se você está fazendo abdutora, por que não faz adutora também?",1
perdoa mas é pq sou aleatória mesmo 🥰 ,0
"anões, me ajudem! eu realmente estou chateado com essa dúvida. fiquei balançando meu pai enquanto via um vídeo de uma depósito se masturbando. eu já havia batido meu recorde de dias em nofap, terei que começar de novo?",1
">>27694quer que eu goze na sua boquinha também, filho da puta? não sou seu professor.apenas evite entrar em assuntos que desconhece, e se for tocado pela curiosidade, pesquise. você está na internet e não possui desculpa nenhuma para esperar uma iniciativa da outra parte, tição.>>27695>fique calmo, porra.estou em um imageboard, se quer educação e fresca brisa que vá para a missa.>>27696>procurei por menções ao slobodin e não encontrei nadaisso porque você possivelmente desconhece a história do movimento marxista, e mais, desconhece esta nos eua. você não vai encontrar referências diretas, pois marxistas nunca fazem isso ao criticar seus inimigos internos por razões obvias para qualquer individuo com dígitos de qi.>procurei em fontes alternativas pelo editorial ao qual você se refere…você não leu, se leu, acabou por não entender, não apenas por ser burro, mas por desconhecer o outro lado, tanto quanto o operar de um marxista.>, e não apenas isso, exemplo claro de seu ""conservadorismo"" conciliar as causas da revolução, exatamente o mesmo dos crioulos propagandistas da nr. o que não faltam são exemplos, mas eu não vou fazer seu dever de casa.>multipolaridadeposição extremamente deleonista, seu partido depois tentou transformá-lo em um internacionalista comum, encontrou resistência e acabou adotando uma posição intermediaria, reconhecendo a necessidade absoluta de um para o alcance do outro (inter-nacionalismo). no mais, ambas posições de ambas pessoas é pura lábia, sabemos bem, ao menos deveríamos, que nenhum deles deseja a permanência deste ponto, a posição de ambos assume a máscara de proteção aos conjuntos nacionais e ambas terminarão da mesma forma, ainda que imaginária, sendo um mundo de uma única servidão.>nacionalismo terceiro-mundistarazão de posição, o nacionalismo ""terceiro-mundista"" da nr é de situação; eu vou ignorar aqui toda carga mitologica nas atribuições de dugin neste ponto, isso retira parte integral do movimento, eu sei, mas assim é necessário, não há como transferir um ao outro, já que isto é claramente uma evolução puramente de matriz sincrética.de leon foi o primeiro marxista a promover verdadeiramente uma destruição de todos os elementos estrangeiros do movimento socialista nos eua, promovendo um pan-americanismo posteriormente com os chegados, emputecendo os tais alte genossen dos círculos comunistas alemães & cia, novamente entramos aqui no conflito entre ele com o slobodin e seus amigos degenerados na virada da década, tocada também nos recorte dos editoriais citados anteriormente, mas distantes da atenção dos incautos e aventureiros, a briga não era apenas aiin judeus. interessante notar que ele fora uma das vozes no deserto contra a presença dos judeus no movimento marxista, mas de maneira diferente dos movimentos de terceira via e direita. de leon era extremamente nacionalista a seu modo, sendo o primeiro a dar nacionalismo ao pensamento marxista, obviamente ele permanecia sendo um revolucionário marxista, sendo assim, ansiava pelo fim das nações, mas isso é debatível, já que ele via no americano algo além do comum, ponderando até mesmo a impossibilidade dos novos chegados em emulá-los plenamente.>etno-sociologiaeu sinceramente não posso dizer muita coisa quanto a isso, já que o dugin basicamente joga a bola para um alemão lá que eu esqueci o nome e eu não tenho a menor capacidade de ler algo desse porra, já que meu alemão é um lixo; no grosso de seu pensamento há uma dislexia muito grande, logo sinto que se faz necessário uma leitura das fontes das quais ele lega ter bebido.no mais, serve do que fora dito anteriormente, de leon venerava o ser americano, ao ponto de achar que apenas ele poderia alcançar a revolução; há um distanciamento entre o ""prediletismo"" de um e o de outro, principalmente quanto a questões biológicas e mitológicas, mas quem iniciou a base para este tipo de pensamento dentro do quadro marxista, qual se insere os crioulos da nr, fora ele, o pensamento deleonista é a fonte originaria de qualquer modo e ecoou por todos os movimentos marxistas, seja por adesão (minoritária) como por afastamento (majoritária). você pode não captar isso por estar distante dos círculos comunistas e pouco familiarizado com estes e seus modos e mecanismos de exposição, mas é isso; como eu disse, pode ser que estes nem ao menos o conheçam, mas o marxismo vive de viver dos outros, até dos que estes desconhecem, e falo em todos os sentidos possíveis.e foda-se, não quero mais falar desse arrombado de bosta, nem de lixo eu gosto.",1
"@PauloBotelho87 Ué, vai lá machão! Leva tua mulher pra galera ver!",1
"estou tentando sair da merda. falei com o meu pai e ele falou que me ajudaria. meu objetivo é sair dessa casa e procurar outro lugar para morar, mas onde? anões, sempre fui um manchild de bosta e que nunca fez nada sozinho; e apesar de sempre ter vontade de mudar eu nunca tive oportunidade. consegui ajuda e posso sair daqui, mas não sei para onde.moro em um estado de bosta (ac) e em uma cidade um tanto quanto pequena. eu gostaria de um lugar para ter paz e poder estudar para o enem e sair desta bosta de estado, mas não sei se ficar estudando por aqui é uma boa coisa. eu nunca pensei nisso pois nunca pensei que sairia dessa merda ou sequer daria o primeiro passo. os senhores tem alguma dica? morar em um lugar pequeno é uma boa? eu não sei de porra nenhuma; sou praticamente uma criança que não sabe de nada. como posso ter responsabilidade e perder a insegurança? ainda tenho 19, então acho que dá tempo de mudar, certo? também quero mudar o meu físico, mas deixarei como prioridade o mental e emocional.",1
">>60792mesmo sendo ela, não queria a sua presença por perto. e(ra) só comunicar uma vez que está afim dela e escutar a decisão dela: um sim ou um não. o resto é obra do inimigo.>>60786>não perdi a virgindade>pelo menos, recebi um boquete.defina a sua definição de ""virgindade"" primeiro.>>60774mantenha-se fiel. tem fio que trata sobre o tema na board. seja inteligente e analisa se os outros caminhos serão benéfico para vocês>>60779você quis dizer em como se parecer como um palhaço?",1
tem tanto negro nesse BBB q eles vão usar as estalecas pra comprar droga,1
">>26062drogas (depressão) : fume tabaco, libera serotonina rapidamente, para depressivos é bem conveniente.procure posteriormente, se tiver grana é claro, psiquiatra (antidepressivos),socialização: procure amigos virtuais.(sim amigos virtuais, isso ajuda você a voltar a se socializar aos poucos)anão você diz que gostaria de viver, então viva, devagar e sempre.não precisa achar um rumo, mas primeiramente, ache uma rotina.arrume atividades, vá trabalhar com organizações de caridade, vá para um curso de língua, vá trabalhar com algum familiar/conhecido, procure cursos artísticos.tente criar uma rotina aos poucos, não precisa sair por aí enfrentando a vida, trabalhando 8 horas por dia ou querendo fazer um curso de vestibular logo de cara.peça ajuda a quem puder e tente ir aos poucos.você consegue anão! se você diz que quer viver, certamente conseguirá!>isso é síndrome do pânico voltando com tudo.requisite urgentemente psicanalista e psiquiatra!bomba relógio todo mundo é, todos tem seus acessos de loucuras e suas obsessões,perdas de controle e etc.se cuide anão, pare de dizer para si mesmo que não é capaz e tenha calma.",1
meu tweet,0
">>57781mas que porra é essa, anão? 6 séries de peito?",1
verdade seja dita ,0
">>28235bicho, quanta ligação forçada. não atoa quem publicou isso já tirou do ar: , junto com outros policiais, em 2003 por causa de uma operação bem sucedida. e só começou a ser investigado em 2016. dois anos depois o flávio exonerou ambas parentes, provavelmente por terem um parente sujo e com medo que isso o suje. e as ligações do queiroz com o adriano são sem nenhuma prova. o depósito da raimunda na conta do queiroz foi um valor de 6 mil reais uma única vez, e já que trabalhavam no mesmo lugar não tem nada ://? ninguém conhecia essa marielle até sua morte.>>28236tráfico e milícia sempre estiveram de mãos juntas. a milícia deve ter falado pro cv que uma deputada estava investigando eles e pediu pra darem um jeito nela, apenas como aviso.",1
"#LittleMix VC q por  acaso acha q Jesy é feia, gorda, se parece com a mulher do Chuck VC esta cego com problemas me _ https://t.co/oiIN74x12O",0
"o bolsonaro acabou de abalar meu voto, que era solido como carbonato de tungstênio, falando que vai abrir o país para caça, se com proibição já é foda, imagine com a liberação. se o brasil, fosse como os estados unidos, com uma forte cultura sobre a caça, eu entenderia, mas aqui? ninguém liga. assistindo a uma entrevista do augusto nunes ontem, ele previu uma coisa que aconteceu comigo 12 horas depois, que o bolsonaro estagnou no número de votos, e para ganhar mais ele precisa ir para setores da sociedade e corre o risco de desagradar os votos que já tem. aí ele tem que escolher, eu se sou ele, iria na contra mão da caça e dos maus tratos a animais, de qualquer forma, tem o congresso aí, que deve servir como contrapeso para essas coisas. outro ponto que ninguém parece entender é que as eleições para quem vai estar na câmara de deputados são tão importantes quanto, e ninguém fala em deputados, esse coeficiente eleitoral ferra com tudo acaba com esse país e ninguém parece ligar ao ponto de pedir o fim dessa merda, mudar essa caralha para voto distrital misto. podemos discutir mais isso? podemos abrir um fio só sobre essas eleições?",1
"Bicicleta Infanto Juvenil Aro 20' Cindy Magento Fosco - Track Bikes
DE: R$ 363,78 POR: R$ 134,55 _ https://t.co/mgdcv9XMfn",0
">>62488e por quê te incomoda ela ter mais parceiros que você? é uma fodendo competição por acaso?larga de ser frouxo e aproveite o fato de estar com uma carambola experiente: além de te dar uma canseira na cama (no bom sentido), não vai ficar de cu doce e nem cheia de não-me-toques.",1
"clown pepe é a síntese do observador austro-libertário ou criptolibertário, como o assange ou simplesmente de quem entende o absurdo sendo como albert camus, um absurdista, talvez e defende a liberdade do indivíduo.essa é a melhor explicação, vá por mim, sou branco e participei de extensivas discussões sobre isso com outros anons.note que nesse oc, o palhaço ri dos antifas, apesar de não defender os fascistas, ele somente defende o indivíduo, visto que é um. um palhaço não segue hierarquias artificiais políticos, líderes nacionais, legisladores, somente os sorrisos, a demanda, a liberdade individual de rir sobre qualquer coisa, não importa o quê.por isso ele pode ser considerado um austro-libertário, ou absurdista. não é lindo?ma o que é o absurdismo:essa filosofia advém do paradoxo entre a busca individual por sentido e a falta de sentido provida pelo universo. como seres que buscam significado para a vida em um mundo sem sentido, humanos possuem três maneiras de solucionar este dilema. kierkegaard e camus descrevem as soluções em seus trabalhos, o desespero humano (1849) e o mito de sísifo (1941), respectivamente:>churrasco no banheiro (ou, ""escapar da existência"")a solução em que um cessa sua própria vida. ambos, kierkegaard e camus, desconsideram esta opção. camus a interpreta como uma ilusão de liberdade que não resolve o conflito do absurdo.>religião e espiritualidadesolução em que se acredita na existência de uma realidade fora de alcance, além, do absurdo, e, logo, possui significado. kierkegaard declara que a crença em algo além do absurdo requer uma abordagem irracional e talvez uma necessária receptividade religiosa sobre questões intangíveis e empiricamente improváveis (hoje em dia referida como ""salto da fé""). entretanto, camus considera esta solução um ""churrasco no banheiro filosófico"".>aceitar o absurdoé a solução em que aceita-se a ideia do absurdo e vive-se apesar dela, sem resignação. camus endossou esta solução, pois, ao negar qualquer crença e amarras morais, revoltando-se contra o absurdo e, simultaneamente, aceitando-o como inevitável, o indivíduo conseguiria aproveitar a liberdade em sua totalidade e contentar-se com as próprias decisões. kierkegaard, ao contrário, tratou tal solução como uma ""loucura demoníaca"": ""he rages most of all at the thought that eternity might get it into its head to take his misery from him! - ele se revolta com a idéia de que a eternidade poderia entrar em sua mente e retira-lo de sua miséria!"".camus era levemente libertário, apesar de negar qualquer ideário político, após ter desenvolvido sua filosofia.ah, e ""absurdo"" não significa ""logicamente impossível"", mas ""humanamente impossível"". o absurdo não é um produto do espírito humano, tampouco algo existente de maneira independente do homem, é, ao contrário, resultado da contrariedade inerente ao convívio do espírito com o mundo.trata-se de uma filosofia está relacionada ao existencialismo e ao niilismo, ainda que não deva ser confundida com estes.espero ter deixado claro pra você e para os outros, op.",1
"Um novo dia é uma página em branco na sua vida. 
Escreva apenas o que vale a pena. 
Bom dia! https://t.co/7929FzzDuc",0
@kianscrack @samandcolby @samgolbach @colbybrock osksksksk iconic,0
@5gu @caiquepala esse gordo pedante se sentindo,1
@sra_mins2 vc conversa com sua amg ou desiste da pessoa,0
"@xsmaluxs óbvio né,,,, tava c o peso da perfeição todin em cima de você",0
"onde transar? sinceramente ser virgem por falta de casa é uma merda. eu até acho as garotas mas elas não aceitam motel por ser coisa de ""prostituta"". o problema é que eu não tenho casa, e elas também não, onde arranjar um lugar confortável? pensei no airbnb, ou algo do tipo, alguém aqui conhece algo pra alugar casas por um preço acessível? eu não aguento mais, já estou sentindo a magia no meu corpo.>''tenta um amigo seu anão""que amigo?",1
">>58171esse caralho desse tadalafia só é vendido online em caixas de várias unidades por trinta e poucos reais.puta merda, vou ter que comprar ao vivo, que merda.",1
seu perfil foi visto por 3 pessoas nas últimas 2 horas ,0
"na @xunta estamos  preparados para o reto da galicia da próxima década :familiar,moza,innovadora verde.@feijoogalicia : non son obxectivos dunha ideoloxía, dunha corrente ou dun goberno concreto, son e teñen que ser os obxectivos de toda unha comunidade autónoma #galiciacalidade ",0
"@JuMagalhaesBH Para as mulheres de direita, a comemoração será sempre essa ! @misscaviar @AnaPaulaVolei _ https://t.co/CO5y76zThS",1
