text,hatespeech_comb
Quem será meu vice? Oh dúvida cruel... https://t.co/XPNPvrmiNu,0
"pra que tirar meu wpp? 
tem que tirar é a dilma logo porra",1
"RT @_carmeloneto: @TPJaros não. A lei da imigração abre as fronteiras do Brasil para refugiados, e libera a ONU para emitir vistos, tirando _",0
"Após 10 anos de IVG (Interrupção Voluntária da Gravidez), os números de abortos diminuíram, e o índice de... https://t.co/Eh8jtfefYg",0
@AlineBorel É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...,0
DISTRIBUÍ NO PROTESTO ONTEM KKKK A CULPA NÃO É MINHA HEIN http://t.co/at193MaRgK,0
RT @alexismrr11: A minha casa não aceita refugiados aka Mónica,1
"RT @CarlosBolsonaro: Homem é esfaqueado e morto em saída de bloco em Ipanema. Que banam-se as facas, beatifique o criminoso e chame Bolsona _",0
Só sofrendo na pele de cobra deles que essa turma vai sentir o real socialismo/comunismo. Não é nada disso que tem na cabeça de anta deles.,1
RT @padre_paulo: O Abortoduto: https://t.co/4uHj85wUcu #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão,0
"RT @brupls: vai se fude os cara quer retratar jesus e retrata o cara branco, de cabelo sedoso olho azul etc o cara nasceu no oriente médio _",1
"Bom dia, sapatão!",1
"@UniGEmpath Sim, mas sabes que no islão isto é sinal de submissão e de inferioridade face ao homem, quer as mulheres usem porque querem ou n",0
"feministas deveriam passar 18 horas por dia lavando louça, sem descanso!",1
RT @K_prishe: @NAOKAHLO realizei o sonho dá minha esposa e levei ela pra NYC e é claro não podia faltar o yellow umbrella  https://t.co/ _,0
Queria saber pq todo mundo acha que eu sou sapatão,1
"O #PNR apresenta-se pela primeira vez em #SantaMariaFeira em autárquicas.
Força #AnselmoOliveira
@Lusa_noticias _ https://t.co/6Ot13kpoXX",0
"RT @ajulysantos: Não concordo em usar familiares para atacar adversários políticos, porém uma bandeira da @mariadorosario é a educação dos _",1
DEU CERTO O IMPITIMA? EU QUE ASSUMO HOJE????,0
"Birras da partidocracia só prejudicam a Nação @ppdpsd.
É bom que haja redução na #TSU. Todos ganham com isso!
@govpt
https://t.co/uRyZhme2L6",0
"@HelderRocha16 @ChagaLuccas caras, foi bom falar com vcs, mas eu preciso sair... Valeu pela conversa",0
Ansioso para o comício na Flórida amanhã. Grande multidão à vista! https://t.co/o1dNXUmImW,0
"RT @thiagolv: Dica: antes de dar uma de politicamente correto nas redes sociais, vasculhe o seu passado, pq o @Justiceiro_Sujo acha mesmo v _",0
Pra que horas ficou marcado o panelaço? https://t.co/YqyvR0JWLS,0
"@morgannavalente vc tem prova que eu já matei alguém?
Ta me chamando de assassino?",1
"RT @2much4hoes: É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!",1
"RT @BolsonaroSP: Eis o vale-tudo para nos tacharem até de nazista. Em seu blog @Rconstantino Rodrigo Constantino desvenda a farsa:
https:/ _",1
RT @joaomhenrique: João Braga esclarece que houve uma troca de envelopes e que afinal adora pretos e paneleiros.,1
@UOL Lugar de ralação po!!!  Qual era a fantasia mesmo??? Burca (com todo respeito se não alguém vai querer me processar) é que não era!,1
Abertas as inscrições III Festival de Dança que acontecerá em abril na Estação Cabo Branco https://t.co/q2WbjEvwap,0
Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,0
A feminazi @lolaescreva tem a cara de pau de pedir dinheiro em seu blog - mesmo ganhando uma boquinha de 11 mil - v _ https://t.co/XH24MvyqxB,1
RT @pedrohenri_lf: Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-',1
"'IMAGINA SE TODO MUNDO SÓ COMESSE ALFACE?' man, a mulher era tão burra que achava que os vegetarianos só comem alface
comazim",1
Os portugueses hoje já vão conseguir dormir https://t.co/JcC87G4QtF,0
"RT @OdeCarvalho: Já notaram? Nunca, jamais um terrorista, ditador ou genocida foi chamado, na nossa mídia, de 'extremista de esquerda'.",1
ashsahashsahdsas melhor meme,0
RT @editorahumanas: Amor e Sexo é um Encontro com Fátima Bernardes um pouco mais ligth...,0
se nós viemos dos macacos pq ainda existem macacos??? isso a ciência nao explica,1
RT @igald_: gente sigam o @direitafalando ele mostra a realidade tenebrosa do marxismo cultural comunista feminista socialista q o PT quer _,1
ÁS VEZES O SALÁRIO POUCO IMPORTA QUANDO A GENTE TRABALHA SENTINDO PRAZER https://t.co/JguY8eeq7n,0
"Nem mais! Não gostam, não comam. Façam boa viagem!
#ForçaTrump https://t.co/KVuoX5XC9e",0
"eu mandei argumentos baseados em fatos, lógica e verdades!
Ela reponde com isso! hahahaha putz!!! https://t.co/prFqBrxi1R",0
"Partido Nacional Renovador PNR-TV
https://t.co/OY7VONESXd",0
@paulogarcia1970 Já só falta o Grimaldo,0
Meu Deus!!! Que absurdo e humilhante dizer que a mulher veio da costela de Adão!!!!!! https://t.co/8GfTzszjr9,0
"Se os países muçulmanos não acolhem os refugiados muçulmanos (mesma língua e religião), por que o ocidente que é... https://t.co/1LQa2Nmaqr",0
RT @_azevedonicolas: O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk,0
O Eduardo Lourenço é um daqueles pensadores que parece ter descoberto tarde o unicórnio de conciliar Deus com... https://t.co/plc4Y6mQB0,1
encontrar os infiltrados no próprio FBI. Informação confidencial que pode ter um efeito devastador nos EUA é entregue a mídia. ACHE-OS AGORA,0
"@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais",1
@Curate_Angola os desenhos com casais hetero são os certos para incluir casais homo.  Não estou a dizer para o Bob constructor ser gay,0
"RT @jpintocoelho60: Assim, sim. Um homem determinado e cumpridor. Força #TrumpPresident https://t.co/anW8LopFgs",0
"@danvilarj 
Perante o humor há sempre lugar a um sorriso. :)
Só não aprovo a ofensa fácil.",0
"@dntwit 
Saloios = tacanhos, ignaros, parolos
Que ofensa racista contra o povo a norte de Lisboa! Mas quem pode, pode... faltar ao respeito.",1
"@anacarolinars zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série",1
"porra!! é difícil refutar o que falei com fatos, lógica e verdades? https://t.co/xceKmqNOCr",0
"com que os 'refugiados' entrassem, automaticamente ele já não estaria cumprindo o seu maior dever que é proteger o país",0
#FelizDiaDaMulher essa história merece ser revista. https://t.co/8a4k7BEiXz,0
"@BolsonaroSP as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk",0
@Eldergm_ @zecamaroto mas quem disse q ia desperdiçar? Falei sobre ir primeiro e não qual vc escolheria única apenas,0
@leticiabahia23 vc ta no meio termo entre o idiota útil e a massa de manobra da esquerda @InesBolsonaro @otmar03 @ajulysantos,0
tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio,1
só pensam em crise vão arranjar um emprego,1
"Oscares, Prémios Nobel e afins: só politiquice, interesses e influências. Vergonha! 
Seriedade e mérito? Pois...
#AcademyAwards #NobelPrize",0
@BebelSherab bom dia jumenta! Kkkkkk feliz dia da mulher burra. Claro q é exclusividade sua! Kkkkkkkk,1
"RT @Justiceiro_Sujo: Um péssimo dia para a mídia/imprensa que não noticiaram nada, simplesmente manipularam, torceram e retorceram cada fat _",0
já aviso que não abro mão de um comitê que aborde o tema: refugiados,0
"RT @ajulysantos: Se você não acha isso lindo, se você não acha isso arte vc é muito fascista... https://t.co/VhkdJqsvsm",1
Agora é só umas gordas feias pra caralho,1
"Feliz dia do 'essa é puta', 'essa é vadia' 'essa é feia' 'essa é gorda', huuuuum essa é gostosa. Feliz dia do... https://t.co/WhU5Qar7lg",1
RT @Renato_SVP: @g1 Por que vcs não dizem aos leitores que a revista citada é ULTRAESQUERDISTA???,0
A luta continua #orgulhohetero !,1
Nao sei porque as pessoas assustam quando descobrem que  eu recebo refugiados em Casa... Acharam que eu era ativista de Internet?,1
"Atentados em França 
https://t.co/SHL73HPuId#France #PNR #RenovarPortugal https://t.co/ktsP2ExXBB",0
tão lésbica que jogava campo minado só pra pegar as mina,1
' @maitabom Doces ou travessuras? ' Os dois! Não necessariamente nessa órdem rs... ;),0
ainda bem que eu sou sapatão e não preciso disso,0
#PQMulher q discorda do feminismo é burra. A liberdade da mulher acaba aí com as manax https://t.co/WCrmRX3YOo,0
"BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM _ https://t.co/RmvX3uI6zi",1
"@GLStecanela Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!!
https://t.co/l0LAduFdXX",1
"Aí não é ''suspeito'', né seus VAGABUNDOS!?!! É 'comprovado'. 
Mas se for bandido ATIRANDO contra PM em carro ROUB _ https://t.co/aj3PkB9oBH",1
O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,0
"Ah, porque o nacionalismo deste gajo é económico e é tão económico quanto o do PCP. Com a diferença de o PCP não querer Angola de volta.",0
"RT @eeobala: Mulher esperta sabe ter um homem na palma da mão , mulher burra apenas acha que tem mais na vdd não tem nada",1
"Esse padre é de uma igreja aqui de perto
Na época meu pai falou que ia me por na catequese e era pra eu só voltar pra casa com uma Pajero",1
RT @Vasco_da_Gamba: O Campeonato da Estupidez Humana continua https://t.co/emTl0KDhIA,0
"AO90: crime e traição à nossa identidade.
O #PNR sempre foi contra. Há que desobedecer a tal estupidez! 
https://t.co/7wsyJFC1FL",1
...real aqui são todos os vazamentos ilegais de informações sigilosas e de outras informações. É uma total 'caça as _ https://t.co/uD1F6uvHiv,0
"RT @PastorMalafaia: FELIPE NETO é uma honra ser caluniado por um INESCRUPULOSO como você.Vou lhe dar a chance, na justiça, para você provar _",0
"queria lembrar que chamar a coleguinha de puta, feia, gorda, escrota e etc tbm é machismo",1
"HOMEM QUE USA SAIA E MAQUIAGEM: 
APROPRIAÇÃO CULTURAL FEMININA
MULHER QUE DEIXA O SUVACO PELUDO:
APROPRIAÇÃO CULTU _ https://t.co/wosNyx4JLo",1
@larryclosex @PastorMalafaia Ui ! que gay agressivo! faça com os outros o que voce EXIGE que nao se faça com voce ..muita purpurina no nariz,1
RT @dexmagazine: Presidente da África do Sul pede confisco de terras de pessoas brancas | https://t.co/QruyRMyl8Ahttps://t.co/DOAZeHnpA4,0
"me chamou pra jantar fora
logo eu
temer",0
eu sabia que as manifestações nao eram contra corrupção mas o que eu queria mesmo era tirar a dilma,1
@CapitalismoOP deve ter uma feminista peluda e bem gorda trabalhando no foicebook...,1
RT @GlacieFranca: @otmar03 O SBT virou o quê? A 'jornalista' Analice Nicolau disse que Bolsonaro falou: 'Você não merece ser estuprada porq _,0
"Esquerdista não liga pra moral, só liga pra dinheiro
Se calaram qdo soltaram o Bruno, só se incomodaram dele voltar a jogar e ganhar bem...",1
Vamos boicotar o Habibs por não fiscalizar a droga dos meninos que entram na loja pra intimidar os clientes! https://t.co/hYeE2ZLdwz,1
Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,1
@victorctiago Parece mais o FIDEL castro e o CHE matando o povo...mas ainda faltam MILHÕES de mortes pra se igualar,1
Teve um filme que a Gloria Pires fez papel de rapariga https://t.co/0ePnyr0mKm,0
"Tem Grafite que é bonito,é arte ..Agora os rabiscos, Pichações????Tem que apagar mesmo. https://t.co/hQsbuiiPQk",0
"RT @maathbz: quem da fiufiu pra isso serio
na moral nem passarinho
mais facil um bem-te-vi latir
pra não pegar mal assobiar https://t.co/Am _",0
"Se a gripe das aves,  já detectada no Algarve, chegar a Lisboa, a Eutanásia deixará de ser um problema para Cristas...",0
"Espero que não peçam ao Michael J Fox para bater palmas ao vencedor, senão nunca mais saímos daqui hoje
#Oscars",0
@Bccmfaria98 eu quero ler um dele sobre o Islão pq parecia mt interessante. N faço ideia qual seja o ultimo q lançou tho,0
RT @editorahumanas: Há 5 anos atrás eu esteava na internet no @naosalvo https://t.co/fzvPqqDPeh,0
Um novo dia é uma página em branco na sua vida. Escreva apenas o que vale a pena! Bom dia,0
"Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@netanyahu _ https://t.co/HvrmEdVsGk",0
"Ontem fui ver o Benfica. Foi uma grande noite, até ao momento em que tentei entrar em casa e a minha mulher decidiu imitar o Ederson...",1
"RT @girlslkgirls: sapatão raitella, tem como? tem https://t.co/cPHYOylEYz",1
"@KikoisHot @RuiHCruz Pelo sim, pelo não, já dei umas 10",0
"Chamem-me burra , eu n sabia q era dia da mulher até mo desejarem",1
@macedowesleey @Felipebastos022 só não pode ser gorda e feia,1
"RT @RachelSherazade: Lugar de mulher é no tanque!
#ironlady #damadeferro #MargarethTatcher #inspiração https://t.co/6eMV2z1InZ",1
#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2,1
"O orçaminto do “NIM” 
https://t.co/kB9nAb8BBJ#OE2017 #RenovarPortugal",0
"ALÔ FEMINISTAS
ATÉ #JesusEstáVoltando
E O SEU PAI NÃO",1
"RT @fabioiwa: Quem aplaude a decisão da justiça que condenou Levy Fidelix por homofobia, não entende nada sobre ditadura e muito menos sobr _",1
"Espero que tenham gostado da nomeação do Juíz Neil Gorsuch para a Corte Suprema. Ele é um homem bom e brilhante, respeitado por todos.",0
parabens hugo chavez pela sua morte,1
"RT @GABRIELPlNHEIRO: Tá certo, afinal a criança não é feita sozinha A mulher E O HOMEM fazem https://t.co/cr93toanYQ",0
E vc aí franguinha dessossada que só reclama da vida! Para de chorar porra.,0
RT @vanguardapop: Chora petralhada! #BolsonaroPresidente @DepBolsonaro https://t.co/QveoFpwo7n,1
"cara, usar a ironia e risada é fácil! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/T1WHW7GGK5",0
"RT @gentemagra1: não tenho preconceito, até tenho amigas gordas, adoro sair com elas chamo mais a atenção rsrsrsrs",1
RT @joicehasselmann: Isso é GRAVÍSSIMO! Divulguem!!!! https://t.co/hXyqZW4u1q,0
@JornalOGlobo hahahha eita os corruptos estão mijando com medo de Bolsonaro!!!,0
"@franmoraes2 PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs",1
RT @implicante_org: Sinal de que estão com medo de Bolsonaro: a imprensa já trabalha pautas ridículas contra ele | https://t.co/TJUCT1EMJ1 _,0
'Ritxar Bacete afirma que não há mudança porque os homens não estão interessados em igualdade' https://t.co/Ot6O8rAJlx via @elpais_brasil,0
como vai o sábado? recheado de capitalismo?,0
RT @BolsonaroSP: PSDB votou contra a 'privatização' da CEDAE. Isso não te contam né. Será mesmo que era um caso de privatizadores x estatiz _,0
"1) No Brasil tem muito assassinato não porque tem muita arma, mas porque tem muito bandido.
#Desarmamento",1
"Em meio a escândalos de corrupção e nepotismo, o presidente de Angola anunciou que não tentará reeleição em 2017.... https://t.co/MnLXSQS3vg",1
"o imbecil usa uma ironia e figura de linguagem para responder, mas não consegue refutar nada do que falei!!!! https://t.co/ah86XoYVJg",1
"passando aqui pela zona oeste e pensando como esses pobres conseguem se enfiar no brt q nem sardinha
prefiro meu 4x4",0
Pra quem tá com pena de traficante de drogas... principalmente as mulheres e feministas . https://t.co/bQxoroxq1b,0
como é bom achar dinheiro no bolso (dos otros),1
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo",1
"Me divertindo muito enquanto hospedo o Primeiro Ministro Shinzo Abe nos Estados Unidos!
https://t.co/7yfRnjbAqU _ https://t.co/YwL0C0Y3hU",0
ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8,1
"O politicamente correto é algo completamente doentio, cogita até homem menstruar. https://t.co/OiUg6vHh4c",1
RT @OdeCarvalho: 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _,0
"RT @rpsantos1970: Esta é a nossa realidade...
#PEXIT #Eurogroup #Portugal https://t.co/UwxKW5bSjS",0
RT @o_antagonista: Os políticos que Moro conseguiu condenar https://t.co/1UiUjk2moShttps://t.co/8pTLqYbpTS,0
"É só não roubar, não estuprar, não cometer latrocínio que não vai pra lá. É simples. Que se matem mesmo, sem dó nem _ https://t.co/52tP3GGnOx",1
Mas sinto-me tão feia.. tão gorda... tão nada comparado com todas as outras gajas. São tão lindas e dps existo eu.,1
"RT @BolsonaroSP: BOM SINAL: PADRE PETISTA, JÚLIO LANCELOTTI, DEMONSTRA DESESPERO E DESCONHECIMENTO SOBRE BOLSONARO. https://t.co/8qD5BoXTTE",0
ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,1
"Estamos a crescer. Assim continuaremos. cada vez mais!
#PNR https://t.co/acRL7L2GbU",0
RT @Thalytaangelici: Por que sapatão sofre tanto,1
mas puta que pariu que ódio de mulher machista e burra,1
@lavelas o Sporting vai descer de divisão?,0
"@Direita_blog Pena que as feminazis de todo o mundo sejam covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos países do islão.",1
"@hpalves
E eu que pensava que era por causa da imigração...",0
@FeiticeiraDrink Já percebeu que só militante feia e gorda  fala mal de homem ?,1
RT @aguedescartoon: Reinaldo Azevedo foi a favor da lava-jato até a queda do PT. Depois disso passou a atacar Moro (já o chamou de ditador! _,0
existem negros nazistas sim,1
"Já achava a ' Bela e a Fera' ,ridícula mesmo. Disney sai do armário:
 ‘_A Bela e a Fera’_ terá romance gay... https://t.co/muCEEmLqxq",1
16 novos djs na área galere #FinalBBB13,0
"Aumento nos combustíveis: 3 passos à frente, 1 passo atrás, 3 passos à frente...
Assim não há progresso económico.
https://t.co/V7RTmzYA7c",0
"Aparentemente, as 592 páginas do livro de Cavaco Silva contêm mais enxofre do que os armazéns da Sapec, em Setúbal...",1
"CHAMPINHON DO CHARLI BRAU JR. QUE SE ESTOUROU OS MIOLOS?
#JoaquinResponde https://t.co/P2wZN18jwQ",0
RT @AlexRoussef171: Povo comendo lixo - esta é a prosperidade comunista bolivariana. Luladrão e sua ORCRIM tem que apodrecer na cadeia. htt _,1
Definição de bom balneário https://t.co/Nh5OlibSkT,0
Deixa eu verificar a opinião dos Movimentos negro e feminismo antes de chamar minha namorada IRONICAMENTE de algo que EU SOU.,1
@JornalOGlobo o que essa palhaça de cara pintada ta fazendo capa! Elas não representam a mulher brasileira!  Vaza F _ https://t.co/wStSCAQjHl,0
"SÓ LEMBRANDO: HOMEM DE SAIA E MAQUIAGEM COMEMORANDO O #diainternacionaldamulher É APROPRIAÇÃO CULTURAL.
NÃO VAMOS ADMITIR ISSO.",1
Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh,0
"Um filho vem atrapalhar? Criam a Lei do #Aborto
Um idoso atrapalha? Criam a Lei da #Eutanásia
Eis as soluções do materialismo individualista",1
Passando aqui para avisar que comunistas vão arder no inferno.,1
"RT @hoemxnizer: @biainthehouzze n falo com fufas, adeus",1
"Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !",1
"esse tal de golpe aí é que nem o racismo
tá nos olhos de quem vê",1
@lornwtf @estadohiramico @cassiomorais a realidade costuma arder nos olhos de quem se esquiva,0
"@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho, mas eu era sapatão demais para prestar atenção hahahah",0
"Essa hora só tem puta e viado online, exceto eu",1
"RT @pdevechi: Pq as aspas, seus bundas? https://t.co/EXTeDb5CCO",1
"A mãe do nóia disse que quer justiça
Fácil, prende ela",1
"Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... https://t.co/pM4ufRIFce",1
Esta sua boca propaga só nazismo ou também chupa o meu pau??,1
A Comissão Europeia afirmou que não hesitará em aplicar sanções contra os países que se recusam a receber... https://t.co/8h6HFv3dIj,0
"Burra é a mulher que aceita ser amante, pois valoriza um traidor, ajuda a destruir uma família e nunca terá moral de ser a única.",1
"RT @bing_fla: @Justiceiro_Sujo Se chamasse de 'minha branquinha', iam falar que não bastava namorar branca, tinha que se orgulhar ainda.",1
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,1
"Jamais vou entender este fenômeno chamado, #Carnaval. Um povo sofrido, roubado, explorado, _ https://t.co/67y8AOIcig",0
freixo vai legalizar a maconha gente nao deixem isso acontece #LugarDeMaconheiroÉNaCadeia,0
"E os nazistas não eram os únicos, não. Tivemos personagens preconceituosos no Brasil. Pessoas públicas que delataram judeus refugiados...",0
"@editorahumanas velho, querem censurar o melhor conteúdo humor político da direita?? Vai se foder OAB-SP",1
por que eu não posso chamar ele de PRETO se ele me chama de BRANQUELO AZEDO,1
"@editorahumanas os movimentos estão cada dia mais retardados mentais, não aguento mais editora",1
Você jovem que gosta de RESTART! Você ainda vai ter vergonha de si mesmo.,1
"@mariacamargo_ @karlariane só tenho o primeiro, júlia, mora em santos, 15 anos, fã de 1d. difícil.",0
E na @CNN NOTÍCIAS FALSAS Bernie Sanders foi tirado do ar ao descrevê-los com o termo notícias falsas. Alegaram dif _ https://t.co/sKXd4lU8jo,0
"@ptana_ @anajuliacostaf1 gorda feia 
xodade",1
Se Angola não for considerado melhor destino europeu em 2018 eu desisto da vida,1
"@lim44ndre sim, coloquei na ordem de serem mais pesados mesmo",0
Acho que agora ela se perdeu de vez..Kkkkkkkkk que dó.... https://t.co/gt6t4iRyYv,0
RT @Mrs_Molli: Não concordo https://t.co/BHcivmLAmk,0
Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida,1
"Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações... _ https://t.co/r3eeCZ5d8S",1
"E agora, o @sosracismo não diz nada?
Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe.
https://t.co/Ho18zPv2f4",0
"To me sentindo uma burra perto dessa mulher
#MasterChefBR",0
"@pan0ntim o cara é mil grau total, vou morrer",0
"Daqui a pouco começa o @jornaldarecord com a série sobre o roubo do BNDES pelo PT.
Você não vê isso no @jornalnacional ...",0
Raiane sapatão fld dá mh bunda KKKKKKKKK,1
RT @radbrancaemagra: EU NÃO SOU RACISTA EU JÁ DEI UNS BJ NUM NEGUINHO,1
"Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores",0
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,0
"@Publico 
Haja administrações com juízo! Finalmente as coisas parecem estar a mudar.
@realDonaldTrump",0
"Hoje é noite de novidades por aqui.
Muitas novidades.
Apareçam a partir das 21h00",0
"Obrigado Porto!
Hoje seguimos para Aveiro.
Teatro Gretua, 22h00.
#OverdoseDeTourette
#OnTheRoad
#RacharLenhaPreta https://t.co/mTul25WiaV",0
@lucasmzanella vale a pena ler o artigo antes de falar merda.,1
"Para @reinaldoazevedo , o simples fato de apoiar @jairbolsonaro é ser 'direita xucra'.
Conversar o quê com um cara desses?? Babaca total.",1
"aos mariquinhas que passam o dia twittando, eu voltei.",1
e eu q respondi meu primo como se fosse meu aniversario? 'feliz dia da mulher clarinha' 'brigadaa tudo em dobro' (????) kk cuidado c a burra,1
Mulher é um parque de diversões. A começar pelo humor: uma montanha-russa.,1
"Se isto continua assim, qualquer dia o Sporting já não consegue emprestar jogadores a clubes da Primeira Liga",1
"Devem estar invertidos esses dados. Aqui arma é proibido, lá q é liberado e só tem louco. https://t.co/C8BzVbCix1",0
@amandassini opinião tb dá cadeia cuidado aí fiota,0
@CapitalismoOP tem travesti que parece mais com mulher do que as feministas... pq as feministas parecem macho mal acabados...,1
Junta esse gráfico com a proposta de reforma da previdência e tirem suas conclusões. https://t.co/LOMHLndjHX,0
Não vejo a hora da gorda feia da Roberta rala,1
Passo 1 - Denuncie a pagina do Silas no Facebook. 2- Mande uma msg pro @PastorMalafaia avisando-o. 3- use a hashtag #TrolandocomHumorNegro,1
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,1
"“Apropriação de culturas árabes: não é moda, é pacto narcísico” by @metaforica_gabi https://t.co/HL8dkqPrym",0
Flamengo x Lanús no Equador. Boa ideia! https://t.co/a8FQ3vCPTk,0
"O plano de recapitalização da CGD vai custar seis mil milhões de euros 
https://t.co/doG8riVuMG",0
RT @renatamotta: Quando o ônibus lotado faz a curva  https://t.co/oKK3tvABLX,0
sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.,1
Essa sociedade machista opressora https://t.co/25ZOYePq5z,1
@httppocrl @nevermindbfh vocês são fufas fofas EHHEHEHE,1
"estou cansada das palavras: homofobia, racismo, gordofobia, feministas!!!! como eu queria voltar pros anos 90, eu ouvia bem menos.......",1
"Amigo, acredite, vc pode cortar seu pau fora em defesa do feminismo, que nem assim seu discurso de feministo vai te garantir uma foda hoje..",1
Vc é do ISIS? Vc vai entrar de canoa nos EUA? Não? Então larga de ser bicha medrosa do Trump,1
"RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale",1
"@Pimentinha_17 Então, reflita no teu comentntário, friend. E não esotu justificando ou defendendo pq é famosa. Faria com qq Pssoa! Abç",0
"RT @edmilsonpapo10: Suplicy implorou por uma reunião com Dilma, mas nunca foi atendido...
Marcelo Odebrecht teve mais de 100 reuniões com D _",0
"Não é só porque tá na moda, que é bonito, mulheres. #cuidem",1
RT @implicante_org: Paraná Pesquisas: intenção de votos em Bolsonaro poderia ser ainda maior. Entenda. https://t.co/oZ6WsC37nYhttps://t.co _,0
"RT @imjustkiff: as fufas usam sempre o msm argumento
'como mais cona que tu'",1
Uma atitude reprovável de @aapbatista da bancada do @psocialista https://t.co/HG5RiUuDMH,1
@derotikas só não reclamei porque semana passada fiz o Velho doar um galo e 3 galinhas da angola kkkkk,0
@CapitalismoOP pois é... deu em mim tb,0
"@_Ioen PARABÉNS IRMÃO, SAÚDE E #PAZ. AMÉM.",0
"RT @pauloap: O único que vai sair inelegível dessa porra é o Bolsonaro, que não tem nenhum crime nas costas, vai vendo https://t.co/V0iAIeq _",1
"@voluptama não será antes, petinga?",0
Esta matéria explica todo conteúdo dessa 'BIBLIA INFANTIL' que ridicularizam personagens e acontecimentos dá... https://t.co/MoMbrpJwFB,0
"Fufas de merda, atiram-se a tudo o que mexe.",1
"Sapatão fala 'AAAAAAAAAA' de alegria, de aleluia kkkkkkkk https://t.co/Wgr9drJ2YK",0
@dassblog @xismaisxis @zlando jihad é a base do islão,1
"CALOTÊIRA, PAGUE A CONTA!
#ClaudiaLeitteNoCaldeirão https://t.co/VWtpfhN3Vm",1
"O Dono desse twitter é autista, só pode kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/QGoqrnYMR4",1
"A bazófia de Jesus é tão grande que, para não assumir os seus erros, até abafa o Palhinha!...",1
"não tem pinto, tem orgulho !",1
ATENÇÃO: Todos os preços inacreditavelmente pela metade do dobro. #BlackFriday #Brasil,0
"@fcancio 
Pesadelo? Naaaa... Um sonho que vai tomando contornos de realidade.",0
"Que mulher burra do cacete 
Vsf alana",1
"Terrorista marroquino recebia apoio financeiro do Estado e viveu num centro social 
https://t.co/Vpev4geiiS",0
PRENDAM ESSA PSICOPATA!!! https://t.co/NaAFWT0GjC,0
