text,offensive
nao importa de qual partido e a bandidagem e sistemica Enquanto ficarmos discutindo pardidarismo e comporativismo o combate a corrupcao sempre sera velado Forro privilegiado em pais com alto nivel de corrupcao e uma afronta a etica e a moral,0
o que  assinaturas a maioria de laranjas o resto nao sabe nem por que assinou,0
Depois que a Russia montar uma base na Venezuela o problema vai passar para eles,0
Teve uma hora e nao conseguiu a resposta Claro ela nao existe,0
Teve uma hora para responder e nao achou nada Claro  nao existe ditadura eficiente,0
MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA,0
kkkkk aqui so tem ze mane que ta na guerra fria ate hoje,0
marcos nao precisa ser guerra fria FRIA e onde essse degoverruPTo nos jogou  VERMESLHOS FORA,1
A historia nos ensina A se precaver do futuro A prova A Venezuela ainda estao fazendo vitimas para impor a ideologia genocida,0
Apos quatro horas nao conseguiram encontrar um exemplo sequer de ditadura em paises desenvolvidos porque sera,0
realmente  mais o brasil  tem que muda essa situacao  se nao   nunca saira desse  mar de lama  ,0
Marcos no Brasil nao houve ditadura militar houve governo militar pois entre as varias medidas para reerguer o pais e o povo posso te citar criacao do fgtsembrafilme embraer bnh   hidreletricas eleicoes diretas para governador e deputados Ta bom pra voce,0
A China possui uma ditadura e e uma das maiores economias do mundo Marcos,0
O Brasil tambem e uma das maiores economias do mundo e nem por isto e desenvolvido,0
enfia o kit no teu cut,1
globo e sergio moro fizeram boca de urna nessas eleicoes,0
voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria ,0
dl nem sei o que e melhor Nigeria ou venezeruela,0
mauro e demente kkkkkkka guerra fria ja acabou faz tempo,1
o teucuquente porem continua dando adoidado,1
Mauro ze ruelaa falta de argumento e tao grande quanto a propina que ta recebendo para apoiar bandidos,1
O que esta OPOSICAO esta conseguindo e atrair para si e para os proximos e o odio dos eleitores ,0
Ainda bem Murilo Temos de terminar a faxina e limpar o pais da esquerda lha Urgente,0
Sao mesmo agitadores e so o que sabem fazer ha a tempo ainda sabem tambem roubar,0
Concordo plenamente e so o que sabem fazer Quando tentaram governar deu no que deu,0
Oposicao a um governo que governa APENAS para aELITE ,0
marcos e eu que achava que politica era  uma ferramenta de transformacao quato engano,0
esse partido chamado P T e esse P Sol sao uma doenca pra nossa nacao um enfermo,0
Coisas de gentinha estao sempre fedendo a mortadela podre e nao tomam banho,1
Esse povo nao esta nem ai pro Brasil so querem ser contra,0
Os idiotas remanescentes o resto insistem em querer continuar a prejudicar a patria ,1
em  acabara o forro privilegiado dai quero ver ministro do STF livrar a cara deste povo,0
Raca de filhos duma pta Por que nao vao obstruir aquele gordinho ditador da coreia do Norte,1
Sao todos malditos Espero que morram logo e sofrendo,1
A esquerda segue a passos largos rumo a quase extincao Continuem assim,0
Tudo que os petralhas tocaram faliu Inclusive a paciencia do povo,1
esses  energumenos  serao expurgados na proxima eleicao ,1
E a direita quer o monopolio do cinismo fingindo que sao probos quando sao tao ou mais ladroes,1
PESQUISE E PARTICIPE Consulta Publica  PEC ,0
ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL,0
Continuam espalhando as mesmas mentiras de sempre,0
Voltaram so a fazer o que senpre fizerem Sao os defensores do povo lamentavel ,0
quebraram o pais e ainda tentam boicotar quem quer trabalhar,0
BOICOTARAM um governo eleito por  anos SAO GOLPISTAS e nao querem oposicao ahahahh fazme rir,0
Eu desempregado e esses esquerdopatas enchendo a mesa de caixinhas com bosta dentro,1
PESQUISE E PARTICIPE Consulta Publica  PEC ,0
ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL,0
Diz pra esse povo parar de ficar dando chilique e tomar vergonha  na cara Que palhacada e essa,1
Esperem que esse  grupo do mal  nas proximas eleicoes vao  chegar ao fim,0
Rodrigo nao bagunce as ideias Uma coisa e uma coisa e outra coisa e outra coisa ,0
Vamos lutar muito pelos nossos direitos conquistados com tantas lutas ,0
TA animadinho porque rapaz APOSENTADORIA DESCONTADA EM  VAI PEGAR SEU VOVO TAMBEM AHAHAHAH,0
Essa corrupta terrorista apresenta uma ameaca ao honesto povo Uruguaio,1
uma mulher que destruiu a Petrobras destruiu a economia e enriqueceu as nossas custas,0
A BARATA CASCUDA VIAJOU DE PRIMEIRA CLASSE COM NOSSO DINHEIRO ,1
Pelo menos a esquerda uruguaia Nao roubou o mojica ainda ta de fusca,0
Esta vendo a possibilidade de asilo politico ja que em breve recebera ordem de prisao,0
Isso mesmo Nao tinha pensado nisso mas e uma hipotese plausivel,0
Deve estar verificando a possibilidade de asilo para o Lu,0
O asilo e pra ela mesmo ela nao esta nem ai para excompanheiro de palanque,0
Mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma,0
Essa anta incompetenta  ainda esta solta,1
ta solta e nos ja invadimos fortaleza daqui a pouco sua novelina sai fora do ar,0
Esse mortadela ja bebeu tanta cachaca q nao esta falando coisa com coisa ,1
Temer ta bem pra caramba ne  Trouxinha,1
marcos voce nasceu assim ou bateu a cabeca quando era crianca ,1
fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet ,0
sem mortadela a esquerdinha fica revoltadinha chega a dar do ,1
O Pentateuto que nome estranho acredite Sua capacidade de discernir ainda pode ser resgatada,0
E tao retardada que foi comemorar o dia das bruxas no Uruguai em novembro,1
Quantas horas de vassoura de Porto Alegre ate Montevideo,1
pena qual linha esta na reportagem que devo ter pulado essa,0
sou obrigado sei sim so nao quero nao sou perfeito esqueco as vezes rs ,0
Isso que esta na mao dela nessa foto por acaso e um baseado ,0
Deve ser Ela nao iria desrespeitar o Fidel fumando um charuto no Uruguai,0
Se os Uruguaios for na conversa dela vai acabar de falir tambem,0
Ela ganhou um Oreo do  Tabare e num milenar ritual esquerdista esta oferecendo ao vento ,0
Infelizmente tudo q nao presta nesse pais da ibope essa anta e prova viva disso,1
Pena que ainda existam vermelhos espalhados no pais quer dizer no mundo,0
Sera que ela se hospedou na mansao do  dedos em punta Del este,1
Sabe onde esta o dedo que falta Socado na sua mae kkkkkk,1
Vai ser dificil a minha ha anos esta no ceu a sua ta na zona,1
Nao acredito A barata cascuda deve ter alugado um hotel  estrelas inteiro,1
Se essa coisa ficar mais uma semana  la o Uruguai entra em recessao,1
Ja estamos tendo este cuidado o peso vai pesar sobre o real dela,0
NAO ESTAO NAO SENAO RECRUTARIAM A TUA MAE SEU VERME,1
To sentido que tem defensores de bandido por perto FUI,0
UM ES CRO TO DESSES E VERME MESMO,1
sabe o que ela tem mais que nos Ela tem mais e QSF,1
E foi defenestrada pelo mesmo povo que nao aceita insulto ,0
Junto com temer  idiota Sao as escolhas dos petralhas,1
Lamentavel mais eu garanto que em  meu voto e do Luiz Inacio Messias da Silva,0
E que nao volte de la Damos de presente pros uruguaios,0
o Brasil ta quebrado e temer esta emprestando  bilhoes ao FMI,0
ReNew nino vc leu a peca   ou e mais um esquerdopata maionete vai com as outras ,1
muito bom depois de doar bilhoes de U na vizinhanca agora foi colher dividendos,0
Comunista defendendo a  Democraciakkkkk esses vermelhinhos sao uma piada,1
Estao perdidinhos Nem anotaram a placa do caminhao que atropelou a petebada em outubro,0
Essa velha deve ter grana la O pedecana ganhou casa la de um empresario do RGS,1
Foi recebida com  muito  capim e agua  fresca   ,1
Aproveita e deixa essa capivara por ai,1
OS LARAPIOS ESTAO SE REAGRUPANDO TEM QUE PRENDER LOGO OS CHEFES NAO SEI PORQUE A DEMORA,1
Pq o Morosita recebe ordens externas A ordem nao chegou ainda,1
Pq o Morosita recebe ordens externas A ordem nao chegou ainda,1
DEMOCRACIA BANDIDA CUMUNISTA ASSALTANTE DE BANCO ,1
Que fique por la essa ANTA,1
Porque que essa VAGAzBUNDA FILzHA DA PUzTA nao vai DAzR O CzU PRO CAPzETA,1
O Uruguai mais uma vez ira receber a escoria do Brasil,0
aqu nao tem lugar para carne de pescoco o povo gosta so de picanha na parrilla,0
Comunista fazendo ato por democracia Democracia vermelha,0
Nao e que a veia ta segurando um cigarrinho de maconha mesmo ,0
NAO E MACONHA    E CANABIS  SEJA MAIS ELEGANTE  NESTE CAITE,0
a batata dela ta assando e ja fazendo plano de fuga,0
Ela foi la para a limpesa semanal na casa onde o mula vai ficar escondido,1
Espero que essa infeliz fique por la e so volte quando for convocada pela receita federal,1
A anta foi pro Uruguay  pra elaborar seu plano de fuga junto aos seus comparsas e aliados,1
Estamos exportando mortadela Essa fica de graca  ,0
Isso nao e forca e falta de senso de ridiculo mesmo,0
ja e a terceira vez que comento aqui Por que sera que meus comentarios sao censurados,0
Porque este robozinho fica buscando o q nao deve pra censurar o q precisa ele nao elimina,0
Depois dessa visita o Tabare Vasquez nao ganha eleicao nem para sindico de predio,0
Fica ai Janete traste inutil Destruiu o brasil vaca,1
Tabare Vazquez vc deveria escolher melhor suas amizades ,0
Para nao levantar suspeita foi pedir exilio para o dono do triplex ,0
foi lindo ver essa incompetente  cair igual Jaca madura ,0
Reuniao de ex guerrilheiros Sabe la o que fizeram ,0
o temer e o melhor que ta tendo ne com ele nosso pais e a sexta maior potencia do mundo ne,0
Tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do Brasil,1
Quem tem motivos pra fugir sao aqueles que aparecem constantemente nas listas da lava jato,0
Seus baitola vem fazer na mao vou dar um Murro certeiro nessa tua cara feia da porrrra,1
Ta louca Davi To afim de fazer nada na tua mao nao,0
Essa velha ta armando plano de fuga pra ela e para o pedecana Ta na cara So a PF nao ve,1
Ve se nao volta nunca mais e mora na fazenda do molusco,1
Dali ele foi pro Panama para acabar de esconder o butim,0
REUNIAO DE COMUNISTAS E CORRUPTOS,1
Esses atos uruguaios com a presenca dela e  importante tanto quanto o preco da banana em Monaco,0
OS PETRALHAS ESTAO ARRUMANDO ESCONDERIJO,0
Ajudou afundar o pais E nao tem vergonha na cara Acha tudo normal,0
Ai que ela fique por la definitivo e leve o molusco tb,1
La ela foi recebida por Tabare Aqui onde vai e recebida por alguns Tabareus,0
 O grande erro foi ter entregue aquela ponta de terra no extremo sul do Brasil,0
Cruz credo dessa bosta,1
Tabarez digame com quem andas e te direi quem es,0
ato pela democracia ta bom me engana que eu gosto,0
Porque nao morre desgraca,1
Isso dai e formacao de quadrilha A defesa da democracia so risos,0
Ta fazendo a cama para e para o Moluscovai que,1
Essa  muie nem drome nem da cuie nem brinca em fiuvicoCuidado,0
a zika mosquita estocadora de vento tambem esta de mudanca pro Uruguai vai ser vizinha do molusco,1
Depois de tanto roubar nada melhor do que passear,0
Ficou mal ela ser recebida pelo presidente do Uruguai Fora de padrao,0
Essa terrorista nao vai presa por ter roubado e atrasado um pais Que morra logo demonio,1
O que a velha tem na mao   ops desculpa   tem no casco  ,1
Depois de legalizar a maconha agora o uruguai legaliza outra droga Um pais a beira do precipicio ,1
Quando falamos a verdade nao publicam Ainda falam em liberdade de expressao,0
Olha ai Sergio moro ela dando vacilo kkk pega ela pow,0
Putskkkkkde grande relevancia e importanciakkkkkkk,0
Provavelmente esta planejando a rota de fuga para o pais vizinho,0
morre desgracada,1
Sera que ela discursou por la Dizem que ela fala espanhol sem sotaque,0
Esse Tabare e o tipico bolivariano light se e que isso existe,0
Saida pela tangente ou tambem comprando casa,0
NAO SABIA QUE O URUGUAI GOSTAVA DE TANTA PORCARIA JUNTO,0
gracas a idiota Levandowhisky,1
Queria ver ela indo pro Paraguai tomar outro calote kkkkkkkkkkkk,0
Foi dar uma olhadinha na conta dela e aproveitando vai ficar na casa do  dedos em punta,1
Vagabunda,1
Vao sentir falta da dentadura e do pao com mortadela,0
Bruno nao e Kou e assimVa tomar no seu Gu,1
Ja fez programa hoje ,1
Vira ai que eu vou apontar o dedo no seu,1
pensem numa MORTADELA maconheira chata ,1
e vc deve ser  mais uma assistida pelo bolsa esmola ,0
Vc tem algum retardo ou e burrice mesmo Maria,1
Essa Maria Benta provou do peba na pimenta de seu Malaquias ,1
maria vai lavar uma louca que voce ganha mais ,1
Toma vergonha na cara seu boiola maconheiro infectado,1
Quase sempre um boyola reconhece outro boyola e o caso do rubinho,1
O cara vai chupar uma piroca  vai,1
quanta gente raivosa que horror,0
Entao va para la e aproveite case com um homem de la,0
GAYZINHOS DE BARBA SAO OS QUE MAIS ENTRISTECEM OS PAIS,1
Ganhou duas vezes dos coxinhas Golpistas Entendo essa raiva,1
Ganhou pq nordestino nao sabe votar,1
OBSERVO QUE ESTAO COMPARECENDO MUITO MAIS DESCONTENTES COM O GOLPE MUITO BOM,0
Entrou pelo voto Saiu pelo voto Cade o golpe So se for na primeira afirmacao ne,0
Ganhou com BILHOES roubados da Petrobras BNDES e Furnas,1
Vinicius Moraes posso te chamar de Naldo  Eh mais adequado kkkkkk,0
Marcio nao sou seu irmao nao Nao tenho irmao baitola,1
Ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk,1
E so ver o numero de dislike de seu coment inutil e ver que nao tem tanta moral assimPalhaco ,1
Quena o Tirso esta sentindo muita falta do charuto de mertadela tadinho aceita que doi menos,1
Aonde a vaca vai o boi vai atrasTa apaixonado,1
Tirso tem gente que come pela boca voce certamente come por tras,1
Carambaachei que ela ja tinha morrido e o Tirso tambem,0
Democracia feito a venezuela que os petebas queriam Que tal arrumar um emprego,0
Roubalheira Entao governo oriundo de roubalheira e ladrao tambem Eleicoes ja,0
A leveza de um paralelepipedo e a honestidade de um NOVE DEDOS,0
Sera que o MAV consegue ler e falar paralelepipedo,0
Tenho total condicao de dar minha opiniao enquanto liberdade de expressao me valer Enfim ,0
Rosanabandida esquerdista e fedorenta,1
Osvaldo Miranda nao concordo Mas respeito seu comentario,0
rosana a sua revolta e devido a falta de mortadela ,0
nao e ofensa e curiosidade mesmo  sabe tipo estudo dos animais ,0
O golpe dela Rosana pra se reileita se chama bolsa familia,0
ele esta de escarnio estava acreditando nele ate ele falar em beleza e elegancia,0
 Por isto ele usa o pseudonimo  de SURREAL bidu ,0
aha ta bom vou acreditar mentirinha nao acredito nao ,0
Collor nao e digno nem para limpar os sapatos  desta  DIVA,0
coitadinha quer dizer que a pobrezinha foi vitima de um golpe faz um favor e a leva pra casa,0
Nosso alvo e Nacional e nao municipalaonde todos se DOBRARAO,0
ELA DESFILARA SUA ELEGANCIA BELEZAPELAS RUAS E AVENIDAS DO BRASILNAO SE PREOCUPEM,0
esse ai gosta de um charuto de mortadela no meio das pernas,1
minha esperanca e que vc fosse um troll mas da para ver que vc e ignorante mesmo,1
Agora eu vi a capacidade do ser humano de ser TROXA,1
Ilegitimo Foi vc que votou no Temer Eu votei Aecio Quem colocou seu presidento no poder foi vc,0
Joao Claudio lamento Minha resposta nao foi publicada ,0
O  Sr  Temer foi posto la por vcs que votaram nela,0
Estrategia VERMELGA ACEFALA terceirizar a culpa xingar e denegrirKKKK TCHAU QUERIDOS,1
Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos,0
Rosangela voce nao tem nivel nem para comentar um assunto deste E uma coitada,1
Coitada e o minimo a definila      Eu a chamaria de PODRE   ,1
Ela e autoridade maxima do Judiciario nao e ministra da saude Vao se informar seus zes ruelas,1
burro,1
nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital ,0
Ela e da area juridica Hospitais sao da alcada do Ministerio da Saude simples assim,0
Rogerio entao ela tambem nao e secretaria da Seguranca publica seu  ignorante ,1
OS PRESIDIOS ESTAO OTIMOS O PROBLEMA SAO AS ESCOLAS E HOSPITAIS,0
ainda mais se for hospedar um politico  boa Rubens,0
Por que essa revolta Anderson Sua familia esta presa,0
Mortadelas nunca entendem nadaKKK,1
Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato,0
Quem negativa sao os presidiarios Lucasestao equipados dentro dos presidios,0
Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples ,1
Galera do PSOL e comunistas em geral apertem o vermelho mesmo,0
A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ,1
Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao ,1
Ate que enfim um comentario que preste O censor da grobo cochilou,0
Bandido defendendo bandido Estranho esse papo,0
Ricardo a sua desculpinha e de va  ga  bun  do Uma coisa nao anula a outra,1
Eles tem conforto ate demais Sofrimento tem as familias que eles destruiram,0
So ha justica para os pobres um pais onde os ricos ficam impune,0
O Roberto adora a palavra acefalo De tanto ouvir ele incorporou ao vocabulario pobre e inculto,1
Seria mais interessante ela visitar os hospitais do sus,0
Se ela concluiu o ato e porque ele concordouai nao e estupro kkkkkkkkkkkkkkkk,0
Estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs,1
presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias,0
Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram ,0
Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca,0
Quando sera a visita aos HOSPITAIS  PUBLICO do DF,0
deveria haver uma lei obrigando todos politicos a usar so hospitais publicose que todos os hospitais particulares fosse proibidos de atendelos so assim eles olhava para a situacao da saude publica que esta uma VACALHACAO ,0
Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos,0
Porque nao vai visitar as familias das vitimas desses criminosos ,0
e os parentes dos que foram mortos por eles,0
Santa hipocrisia Batman manda ela visitar hospitais publicos para ver se estao superlotados,0
Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     ,0
Nao quer ficar em uma cela superlotada Nao roube Trabalhe honestamente garanto que isso nao vai ser problema,0
Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares,0
Querendo se aparecer porq nao vai visitar as vitimas desses estrumes  Lamentavel ,1
Entao ministra mais um motivo para instalar a pena de morte,0
Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros,0
sera  que  a   ministra Carmen Lucia presidente do Supremo Tribunal Federal   esta  procurando  vagas  para  os  politicos  ladroes  Bandidooooooooooooooos   no  presidios   que  esta  visitando   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
Essa ministra trabalha a menos de  km dos hospitais de BASE e HRAN sera que pretende visitar os,0
Sempre a admirei agora mais ainda      Bela atitude  ,0
Precisavamos de mais Presidentes assim,0
Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer,0
Ela deveria levar o Renan Calheiros junto com ele mas ele ficaria la mesmo,0
Por que a excelentissima ministra nao visita a familia das vitimas  ,0
Deixa de ser ignorante Quem precisa de mudanca e o preso nao a vitima,0
tem que colocar pena de morte ai vai diminuir bastante,0
Sera que houve uma faxina para a visita da Ministra ,0
Por que nao se reuniu com os parentes das vitimas,0
Trabalhar ninguem quer senao estaria vazio,0
Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta,0
VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES,0
Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  ,0
Tem que visitar nossas ESCOLAS e HOSPITAIS ,0
Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas,0
vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar,0
Ave Dra Carmen Lucia os que estao prestes a morrer lhe saudam ,0
Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado,0
Daqui pra frente vai piorar porque nao havendo emprego   vai aumentar os furtos e roubos ,0
Aproveita que esta ai e ja implanta pena de morte para esses lixos  Bndido bom E bndido mrto,0
Uma visita aos familiares vitimados por essa escoria sera louvavel,0
Tenho pena so das vitimas deles Quem se comporta nao vai preso,0
Inversao de valores ao inves dessa velha visitar hospitais asilos orfanatos visita presidios vai tomar no ,1
E quando vai visitar os hospitais e tumulos das vitimas desses marginais,0
Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso,0
duvido que essa ministra peca reducao de seu salario para tres mil reais,0
Fazer o que por culpa suas se tivesse leis severas estavam vazios,0
Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem,0
Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego,0
pra mim ta vazio a ministra que vai cuidar dos politicos safados que eles protegem ,0
Que tal  cada indulto dado um juiz leva um preso para casa,0
Deveria  julgar as acoes envolvendo Jose Serra Os  milhoes ninguem fala Cade a Veja,0
Vai querer aparecer mais que o Moro isso vai gerar uma ciumeira,0
eta Dra Carmem Lucia a senhora esta se saindo uma grande marqueteira,0
Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima,0
Deveria ser aplicada a etica de Aristoteles no sistema prisional  A justa medida,0
os presidios lotados e milhoes querendo entrar neles isso e um paradoxo ,0
O MOLUSCO VAI ACHAR A CADEIA SUPERLOTADA E PRA NAO DAR NA PINTA ELA COMECOU A VISITAR OUTRAS ANTES,1
ESSA MULHER FAZ CADA COISA,0
Depois que recebeu o premio agrado da Globo ta se achando,0
manda matar tudo e  esvazie as celas e vire heroina nacional,0
So falta essa Judia carcamana ficar com do Leve pra sua casa no lago sul,1
O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele,0
Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas,0
A corja que apoia o golpe so fala merda,1
Essa idiota nao tem o que fazer,1
Sempre digo que mulher feia costuma dar problemaNao ha quase excecao algumaTem umas que quando chegam a Presidencia da Republica dao tanto problema que vc nao acredita,1
Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens,0
Essa velha deveria passear menos e agir mais Ate agora so conversa,0
Para vai Saulo mim esses presos que estao la sao os mais perigosos do brasil,0
Neimar pela esquerda Gabriel Jesus pelo meio e Marinho pela direita que ataque ,0
Marinho kkkkkkk so por que jogou bem ontem e ja merece selecao,0
Com PaulinhaFernandinha em campo o Messi vai deitar,0
Pra quem nao sabe e aquele mesmo hotel que a Ana Hickimann estava,0
O Brasil deve vencer mas vai ser um jogo dificil,0
x no minino mano o Bauza vai vim todo na retranca,0
Enquanto isto o Senado gasta  mil na decoracao de um gabinete,0
SE TITE NAO SE TOCAR MESSI VAI DEITAR NO PAULINHOBRASIL X,0
Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo,0
Vai que Neymar faz um gol contra para agradar o Messy,0
RLX  neymar ja ta bem treinado pelo barca  so chegar e vesti o uniiforme ,0
O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE ,0
O que o Carlinhos Brown ta fazendo aivai cantar as babaquices dele,0
o neymar faria alguma falta na selecao ou a sua ausencia seria melhor  ,0
Parece aquelas perguntas ridiculas da globo no meio do jogo,0
Felipe massa ja vai se aposentar O que sera dessa selecao ,0
Bauza retranqueiro vai botar pra cacar o neymar podem tirar print,0
Marinho e um jogador que desequilibra qualquer jogo,0
Tomara que a Argentina goleie estes frescos,0
O Sao Paulo ja foi rebaixado ,0
VAMOS MASSA ATLETICANA LOTAR O MINEIRAO PARA APOIAR A ARGENTINA DE LUCAS PRATTO,0
VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO,0
O Pratto ai lado de Messi  vai deitar e rolar em cima da nossa selecao falida,0
kkkkkkkk falida igual seu comentario idiota,1
Mas ele so pipoca quando a coisa aperta sempre foi assim,0
Pipoca nada e um excelente zagueiro o  a  nao foi culpa dele,0
vamos voltar  anos atras e ver o que ele fez no  x ,0
corinthians o melhor aluno do enem enemlibertadores enempaulista enembrasileirao enemcopa do brasil,0
Ele virou goleiro,0
quem nasceu para ser  a  jamais sera Junior Baiano ,0
Ta jogando bem mais na selecao nao tem mais chance   Thiago Silva marquinhos Miranda sao melhores  ,0
Jogar no PSG e decrescimo na carreira,0
na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele,0
Em compensacao de vez em quando leva ,0
Globo iniciando o lobby para o seu retorno para a Selecao,0
David Luiz agora e goleiro pra ter recorde pessoal de menos vazado,0
E aqui toma  em um jogo so o cara e muito ruim,0
ele possui outro recorde tomar  gols em um jogo,0
Cahill ainda tem pesadelos com Emerson Sheik e Paolo Guerrero,0
Ele so vai igualar o record pessoal quando ficar SETE jogos sem levar gols,0
Joga muito,0
Esses fans e torcedores do CR e Real Madrid sao uma piada Raca nojenta ,0
Melhor do mundo,0
Apelando nao compara com qualquer um ele joga Facil,0
Melhor do mundo e o Messi aceitem este fato Ronaldetes,0
essa modinha de rivalidade os  sao excelentes jogadores pronto,0
Daniel Lima Nao e rivalidade e a verdadeMessi esta acima de todos no futebol atual,0
e kkkkkkkkkkkkkkkkkkkkkkkkkk Pepe tbm ganhou e fez mais que CR man ,0
na moral e ser muito louco dizer que CR e melhor que Messi por favor velho,0
Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada ,0
Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce,0
Isaque nao se faca de tonto Chore menos sua Lionete,0
Mano na boa como eu sabia A Ronaldete nao tem argumentos,0
Mano na boa na boa mesmoManona boana boa manoManooooooooo ,0
CR ja ganhou a Copa America Nao Julio Baptista SIM  kkkkk  to aqui so pra zuar mesmo kkkk,0
So uma pergunta O que seria do Real Madri e Barcelona sem os estrangeiros ,0
Seriam grandes clubes afinal sempre tiveram jogadores nacionais que fizeram historia,0
So te corrigindo O que seria a Europa sem estrangeiros,0
Os  do Rio os  de Sao Paulo  do Rio Grande do Sul e  de Minas Gerais   grandes ,0
pele nunca vai ser melhor q esse cara,0
kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto,0
Falta muito pra chegar ao maior artilheiro de todos a grande genio da area Romario,0
No videogame igual aos fas alienados dele kkkkkkkkkkkkkk,0
o cara foi foda,0
enquanto isso o Palmeiras continua sem mundial,0
Em discurso Cristiano declarou Para de me secar NETO,0
So o oculos dele deve da pra comprar um apartamento ,0
Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio,0
 gols em  jogos oficiais media de  Melhor do mundo,0
Deve ganhar o premio FIFA foi o melhor da temporada,0
Ficam um monte de mocinhas brigando por Messi e CR Virem homens,0
vai ter que pedir dicas pro Ze para pder jogar ate os ,0
ROMARIOgtRONALDOgtZIDANEgtMESSIgtRONALDINHOgtCR,0
Vao ter que renovar o contrato do Sergio Ramos ate  tbm,0
Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos,0
Ja nao ta jogando mais nada hj em diaimagina em ,0
Se nao ta jogando nada hoje imagina em   Vai ta no nivel do Alecgol  ,0
QUE LINDINHO ESSE MOCO COM ESSE OCULOS,0
Sera que teremos tambem mais cinco anos de propaganda com o Clear men kkkkk,0
sai armario na mesma velocidade em que baixa a qualidade de seu futebol,0
Contrato de  anos Esses clubes sao loucos  anos no maximo,0
Real Madrid ta doido mesmo o cara nem empurrar a bola de baixo da trave consegue mais,0
