text,offensive
deveria haver uma lei obrigando todos politicos a usar so hospitais publicose que todos os hospitais particulares fosse proibidos de atendelos so assim eles olhava para a situacao da saude publica que esta uma VACALHACAO ,0
Teve uma hora para responder e nao achou nada Claro  nao existe ditadura eficiente,0
Traz ele de volta e deixa ele escolher o tecnico ,0
Ricardo tem cara de cavalo mas e uma potranca,1
Fazer o que por culpa suas se tivesse leis severas estavam vazios,0
E quando essa imoralidade vai ter fim Ate quando trabalhadores vao ter que sustentar parasitas,0
os presidios lotados e milhoes querendo entrar neles isso e um paradoxo ,0
ele esta de escarnio estava acreditando nele ate ele falar em beleza e elegancia,0
Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca,0
Essa e boa com alguns politicos  peco se possivel informe os bons politicos kkkkk,0
 SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE ,0
QUEREMOS UM TIME PRA GANHAR O TITULO E NAO PRA FICAR NO MEIO DA  TABELA NOVAMENTE ,0
Venda casada ,0
essa esquerda que esta ai nao tem condicoes com linderberg gleisi fatima bezzeratotalmente insanos,0
Sr Sergio moro crie uma comissao de magistrados corajosos p apurar crimes sem medo,0
desde que ele contribua e a gente levante a taca ta de boa o flamengo so vai pagar quando ele comecar a jogar mesmo,0
Fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
e rogerio todos tem mais essa anta nao coloca pra jogar,0
Infelizmente tudo q nao presta nesse pais da ibope essa anta e prova viva disso,1
esse ai e matador,0
Alexandre Acioni vai estudar pra saber o que e comunista Essas medidas do Temer sao pior que comunismo voce e mais um pobre metido a besta que fica repetindo mazelas igual a um papagaio de repeticao,1
Voce nao pode estar falando serio,0
O encantador de burros pegou mais dois,1
Eu quero ver os batedores de panela e piscadores de luz de varanda Quero ver bem a cara deles,0
excelente jogador  sera titular ao lado do Jo,0
Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos,0
Entupiu de gols as redes do Cocoxa o mais rebaixado CoritiBIBAS CoritiBICHASCocouto   Porqueira,1
Ta fazendo a cama para e para o Moluscovai que,1
Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao ,0
Eu voto em quem ele indicar,0
ELE VAI JOGAR DE GRACA KKKKK SEU RETARDADODAQUI A SEIS MESES ELE VAI FICAR MAIS RICOE VCS SEM TITULOS SEM VITORIA E O CHEIRINHO DE JOELHO PODRE AUMENTARA CUSTO BENEFICIO ZEROENTENDEU SID NOIAKKKKKKKKTA COM DIARREIA MENTALKKKKK,1
Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho,1
pois e quando estavam la nao fizeram nada de bom alem de distribuir dinheiro disfarcado de bolsa familia e outras coisas nesse sentido Educacao  Otima Saude Otima  isso ja  melhor do que distribuir dinheiro ,0
Tem que cortar a carne das regalias dos politicos em Brasilia vamos fazer este sacrificio Temer,0
Heranca do governo anterior,0
Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada ,0
Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA,0
O que a velha tem na mao   ops desculpa   tem no casco  ,1
Diminua seu salario tbm presidente Coloque um teto no salario de todos os politicos Estabeleca que o aumento dos seus salarios acompanhem o aumento do salario minimo ,0
Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao ,1
Mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma,0
nossa tudo o que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva,1
outro asno que nao sabe nada esse artur,1
ALIENADA ,1
ALIENADOS ,1
Sr presidente o Brasil esta ao seu lado que venham as reformas chega de mimimi e vamos trabalhar,0
E muita denuncia e pouca acao,0
sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk ,1
Ele vai  sentir o peru entrar,1
Uma enorme e bem recheada pizza,0
Ajudou afundar o pais E nao tem vergonha na cara Acha tudo normal,0
Esta vendo a possibilidade de asilo politico ja que em breve recebera ordem de prisao,0
Sera que teremos tambem mais cinco anos de propaganda com o Clear men kkkkk,0
A corrupcao e o cupim que corroi a democracia e as instituicoes  ,0
Credo a Globo esta instigando a violencia,0
Quem tem o famoso transglobe da Philcoso vai servir pra ouvir radio do Paraguai,0
Se o seu dinheiro for fruto de corrupcao vc devera ser preso sim ,0
Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ,1
ELA DESFILARA SUA ELEGANCIA BELEZAPELAS RUAS E AVENIDAS DO BRASILNAO SE PREOCUPEM,0
CR ja ganhou a Copa America Nao Julio Baptista SIM  kkkkk  to aqui so pra zuar mesmo kkkk,0
 Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo ,0
Maria detected Vai BeijarumsacoW,1
Esse ai senta na boneca,1
A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ,1
Depois dessa visita o Tabare Vasquez nao ganha eleicao nem para sindico de predio,0
Marcio nao sou seu irmao nao Nao tenho irmao baitola,1
O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ,0
Deve ser Ela nao iria desrespeitar o Fidel fumando um charuto no Uruguai,0
Uma visita aos familiares vitimados por essa escoria sera louvavel,0
Esse mortadela ja bebeu tanta cachaca q nao esta falando coisa com coisa ,1
Em discurso Cristiano declarou Para de me secar NETO,0
Carambaachei que ela ja tinha morrido e o Tirso tambem,0
Estao perdidinhos Nem anotaram a placa do caminhao que atropelou a petebada em outubro,0
A corja que apoia o golpe so fala merda,1
Piada super engracada Ja pensou em fazer um teste pro Zorra Total ,0
Ja ta chato essa historia do Walter td ano e isso,0
Cruz credo dessa bosta,1
Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio,0
nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital ,0
Prendam logo o chefe mor da corrupcao,0
Andre noiado ver se diminue o fumo Ta dificil,1
Vai pro tanque sras Sonia,1
quebraram o pais e ainda tentam boicotar quem quer trabalhar,0
Estes politicos ai de Brasilia praticamente nenhum tem ficha limpa sao os maiores ladroes do Brasil,0
Isso mesmo Nao tinha pensado nisso mas e uma hipotese plausivel,0
Corrupcao e mais corrupcao Em todas as areas no Brasil Sabe o que acontece com corruptos NADA,0
Marinho e um jogador que desequilibra qualquer jogo,0
e da lojinha da tua mae aquela prostituta,1
Comunista fazendo ato por democracia Democracia vermelha,0
Raca de filhos duma pta Por que nao vao obstruir aquele gordinho ditador da coreia do Norte,1
O que esta OPOSICAO esta conseguindo e atrair para si e para os proximos e o odio dos eleitores ,0
Bianca Essas Ronaldetes me dao nojo raca nojenta,1
As Florzinhas ficaram chateadas KKKKKKKKKKKKKKKKKKKKKKKK,1
Ganhou com BILHOES roubados da Petrobras BNDES e Furnas,1
Enquanto issoO Palmerda bi rebaixado continua sem mundial Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
Nao da nem pra comparar fato,0
Ruy vc acreditava no Japa da Federal tb ne Jumento,1
e com o a nus faz outra coisa,1
Vc tem algum retardo ou e burrice mesmo Maria,1
Deveria ser aplicada a etica de Aristoteles no sistema prisional  A justa medida,0
Nao foram derrotados nas urnas FORAM VARRIDOS E eles sabem disso hehehehe,0
Putskkkkkde grande relevancia e importanciakkkkkkk,0
Eles torcem quanto pior melhor,0
NOIZINHAS do MENGAO temos um URUBU que se chama NKU para os jogos neste ano contra os BOFES dos outros times devemos levar NKU ou deixar NKU Por favor o que devemos fazer SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida,1
Prefere usar o Damiao do que o Vizeu Sem comentarios,0
os cariocas tem o que merecem um pessoal que so sabem toma banho de sol e pratica a violencia e nao deu outra de onde se tira e nao coloca um dia acaba,1
time de me r da,1
corta na carne nada temer aqui no rj o pacote de maldade deixa juizes politicos e sanguessugas que ganham mais de  mil por mes de fora dos cortes so ferra com pobre e aposentado sabem o que vai acontecer o povo vai acordar e dessa vez nao vai ter desculpa forca e muita pancada nos pilantras sanguessugas,1
Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras,0
e kkkkkkkkkkkkkkkkkkkkkkkkkk Pepe tbm ganhou e fez mais que CR man ,0
Ate que enfim um comentario que preste O censor da grobo cochilou,0
Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples ,1
Eduardo comedor de alfalfa rs,1
Queremos ele morto,1
e quando vao pegar nosso dinheiro de volta com os sanguessugas,0
Bom jogador Daria um bom reserva para o Fernandinho no Fla,0
De tanto falarem em cheirinho perderam o olfato Rsrs,0
O Senado um das instituicoes mas caras e inuteis do pais votando o corte de gastos dos outros os deles naoBando de ladravazes do erario,0
Outro seu Bertin lexotankkkVixemas vc ainda e mortadela meu filho,0
Essa velha ta armando plano de fuga pra ela e para o pedecana Ta na cara So a PF nao ve,1
Se vier  sera  um bom reforco,0
Melhor do mundo e o Messi aceitem este fato Ronaldetes,0
Mano na boa como eu sabia A Ronaldete nao tem argumentos,0
E verdade mas apesar de acha que essas pesquisas sao furadas,0
pra mim ta vazio a ministra que vai cuidar dos politicos safados que eles protegem ,0
Voltaram so a fazer o que senpre fizerem Sao os defensores do povo lamentavel ,0
A historia nos ensina A se precaver do futuro A prova A Venezuela ainda estao fazendo vitimas para impor a ideologia genocida,0
E que nao volte de la Damos de presente pros uruguaios,0
Sao todos malditos Espero que morram logo e sofrendo,1
desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio ,0
a batata dela ta assando e ja fazendo plano de fuga,0
Meigos eles sao mas cheiroso nao Fedem a Urubu,1
E a mesma denuncia burrao,1
  GABRIEL  VOCE  DEVE  SER  UM  GRANDE  COVARDE    SE  VOCE  PEIDAR  VOCE  SE  CAGA  TODO          ,1
Todos ou voce duvidava dessa medida tao rapida do MPF,0
Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae,1
FARRA DO BOI  LOGO LOGO VAI TER MAIS UM PEDINDO ANISTIASABE QUEM E NE  FAZ ME RIR,0
Corta a propria Carne Teve churrasco no Planalto e nem nos chamaram Esta e a unica Carne que eles cortam Na mamata deles com certeza nada,0
So te corrigindo O que seria a Europa sem estrangeiros,0
Porque e menguinho so vcs que pensam e falam que e grande,0
Debil mental ,1
Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao,0
E as palestras do analfabeto  Quantas foram proferidas apos a Lava Jato,0
onde tu viu isso,0
Leio a noticia com tristeza A transmissao em AM e a unica possibilidade de ouvir radio nos lugares mais longinquos deste nosso Brasilsao A transmissao em FM e por demais limitada e baixo alcance devido as frequencias de radio transmissao Se as duas modalidades sao autorizadas e legais nao precisa o Sr Presidente se dar a esse trabalho Mas ao contrario deveria estimular a radio transmissao em AM para os locais onde as populacoes necessitam de acesso as transmissoes de radio ate para inclusao social e inclusao Nacional E uma pena,0
rosana a sua revolta e devido a falta de mortadela ,0
Desde que assumiu so falafalamas resolucao nenhuma,0
Politicos jamais aprovam leis que prejudicam eles direta ou indiretamente esta PEC e um desdobro pela crise que o Brasil esta devido as dezenas e centenas de bilhoes de reais desviados todos os anos pelo Brasil muito dinheiro meu amigo que faz  a diferenca,0
NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   ,0
Mulambos subornadores paguem a Serie B,1
ai louca ta nervosinha,1
Relmente o Boca Mole e da mesma linhagem dos Neves,1
Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado,1
Lugar de mulher e na pia fogao e cama,1
Quando ele sera preso ,0
Sao mesmo agitadores e so o que sabem fazer ha a tempo ainda sabem tambem roubar,0
Quem negativa sao os presidiarios Lucasestao equipados dentro dos presidios,0
Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos,1
MICHELLE temmer SAFADAO TRAIRA,1
Vira ai que eu vou apontar o dedo no seu,1
Cabra frouxo,0
ainda precisa de centroavante e lateral esquerdo,0
Aposto que ainda vai ser o presidente da camara,0
UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO,0
Mas ele nao e  do futebol paraguaio,0
Brincadeira e vc acreditar realmente nisto,0
o cara foi foda,0
Cortar na propria carne e reduzir o no de Deputados Federais e Senadores e seus gabinetes com aa consequente reducao de mordomias,0
Sera que o MAV consegue ler e falar paralelepipedo,0
Deviam perguntar a ele sobre os cartoes corporativos  que em  meses gastaram  milhoes muitos mais do que o outro governo em  meses  deveriam zeras estes cartoes ,0
Essa terrorista nao vai presa por ter roubado e atrasado um pais Que morra logo demonio,1
ze vai cuidar do titulo   jogos  mexendo mal ,0
Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso,0
Alguem falou em helicoptero,0
e tome dinheiro pra industria da seca,0
Esta enganado ,0
e vc deve ser  mais uma assistida pelo bolsa esmola ,0
Eternos alienados e analfabetos PeTralhas,1
Os idiotas remanescentes o resto insistem em querer continuar a prejudicar a patria ,1
Mauro ze ruelaa falta de argumento e tao grande quanto a propina que ta recebendo para apoiar bandidos,1
Nao e possivel que deputados tenham tantos cargos comissionados ao seu dispor E esse tipo de coisa que precisa ser cortado,0
Esse asno ainda tem meu nome ta de sacanagem,1
burro,1
Olha nisso tenho que concordar com o Joao melhor pagar um SM para um estudante do que para um presidiario,0
Aceita que a boquinha acabou doi menos  Vermelho so o ketchup,0
calma tudo e questao de tempo lembra do Cunha,0
Adinaldo Bibinha,1
Eis que a sorte bate a porta ,0
Nao vai dar em nada,0
O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
gracas a idiota Levandowhisky,1
o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja,0
Rafael dois finalistas da Libertadores do ano passado Um deles titular da selecao Equatoriana o outro futuro camisa  da selecao Ambos ja sondados por clubes da Europa Quem vai dar certo mesmo e o Conquinha com  anos e todo bichado kkkkkkkk,0
Ta jogando bem mais na selecao nao tem mais chance   Thiago Silva marquinhos Miranda sao melhores  ,0
Deixa de ser ignorante Quem precisa de mudanca e o preso nao a vitima,0
Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks ,0
No fim vamos ficar com os que ja estao ai,0
Se fosse os petralhas estariam criando mais bolsas ate virarmos uma Venezuela ,0
Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto ,1
Eu passei na tua mulher e deixei minha g o z a d a,1
Vai tomar seu remedio velho gaga KKKK SV,1
essa noticia nao interessa a globo,0
E os tucanos  reis das delacoes ,0
Nao reconheco esse governo ilegitimo e golpista Fora Temer e companhia,0
Eu quero ver o Abel brucututreinando esse time de bonequinhasnao vai da certo ,1
O pais e rico mas com tanta roubalheira atraves dos seculos acaba quebrando de vez E essas medidas e para arrochar mais ainda o trabalhador E nao se enganem nao e so um partido que rouba,0
Errou Sou gaucho e tenho marido,1
Quem tem motivos pra fugir sao aqueles que aparecem constantemente nas listas da lava jato,0
Isso dai e formacao de quadrilha A defesa da democracia so risos,0
E vc e um idiotao,1
NAO ACHO NADA DEMAIS NESSE CUEVA SO FAZ GOL DE PENALTY,0
Muita denuncia e pouca acao ,0
JOao Ostral um idiota assumido Que beleza ,1
O Brasil esta em crise Precisamos adotar cortes de gastos na populacao e aumentos de salarios para juizes edeputados E tao simples de entender isso ,0
na moral e ser muito louco dizer que CR e melhor que Messi por favor velho,0
Futebol argentino e uma piada  So pancadaria e confusao           ,0
Vai la lamber as bolas dele,1
Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     ,0
BOICOTARAM um governo eleito por  anos SAO GOLPISTAS e nao querem oposicao ahahahh fazme rir,0
HAHAHAHAAHAHAHAHAHAHAH GAZELA DETECTADA,1
Inversao de valores ao inves dessa velha visitar hospitais asilos orfanatos visita presidios vai tomar no ,1
Preparemse todos Corte para concursos publicos poderao colocar seus apadrinhados com altos salarios sem concurso sem verbas para saude educacao e seguranca publica  aguardem aumento de assaltos Para reduzir gastos bastaria fazer cortes nos altos salarios de cargos comissionados sem concurso e beneficios dos gestores,0
Em pontos corridos nao tem apagao de refletor pra esfriar o adversario rajkazblanks ,0
Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer,0
estragando a paisagem,1
E uma pena que Riascos nao e Argentinota marcado na historia por dois momentos marcanteskkkkk,0
Ficou mal ela ser recebida pelo presidente do Uruguai Fora de padrao,0
tu isso tu aquilo o gauchada boiola kkkk,1
Nem todo mundo mora em cidades meu Acorda,0
Virou bagunca ,0
Nilsa Amaral eu sei A do  TEMER tem MORTE MAIS PROLONGADA  ANOS ,0
A historia desse cara com o moleque que subiu no octagon pra receber o cinturao e muito louca O cara pode ate ser sangue no olho mas o que ele fez pra ajudar o moleque nao e qualquer um que faz,0
E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO,0
E as familias dos soldados e dos civis mortos pelas bombas dos terroristas so recebem xingamentos Esse pais so defende e da premios a bandidos,0
esse ai gosta de um charuto de mortadela no meio das pernas,1
Joao Pereira seu anencefalo Seus comentarios sempre me enojam ,1
NUNCA  JAMAIS SERA ,0
Sempre digo que mulher feia costuma dar problemaNao ha quase excecao algumaTem umas que quando chegam a Presidencia da Republica dao tanto problema que vc nao acredita,1
Povao O governo quer cortar direitos previdenciarios e cortar gastos com educacao e saude Tudo isso para manter os privilegios dos poderosos Nao podemos aceitar Vamos protestar Vamos de Lulo  e Lulala ,0
maria vai lavar uma louca que voce ganha mais ,1
to dizendo que a globo fez e o sergio moro fez boca de urnaeles estao apagando as mensagens,0
SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA,0
cala a boca truta xincheiro,1
So abestalhados fazem essa prova imunda rsrsPor isso que voces sempre serao os nossos escravos ,1
fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet ,0
DEMOCRACIA BANDIDA CUMUNISTA ASSALTANTE DE BANCO ,1
Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  ,0
Para nao levantar suspeita foi pedir exilio para o dono do triplex ,0
Curitiba esta mais esperta que voces pensam,0
Collor nao e digno nem para limpar os sapatos  desta  DIVA,0
Ve se nao volta nunca mais e mora na fazenda do molusco,1
Essa corrupta terrorista apresenta uma ameaca ao honesto povo Uruguaio,1
pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara,0
Martin Sales deixa de ser idiot  agora ninguem pode discordar do temer que e mortadela so nesse pais mesmo que pobre metido a besta defende a direita,1
Vai ser dificil a minha ha anos esta no ceu a sua ta na zona,1
Denuncia  denuncia  denuncia  cadeia quando  ,0
Derrotada nas urnas Gostaria de saber mais,0
Se os Uruguaios for na conversa dela vai acabar de falir tambem,0
Seria mais interessante ela visitar os hospitais do sus,0
O cara joga muito mas transa com o bum bum ,1
ALEM DE TUDO E DEBOCHADO ESSA COISA  BOCA DE GELEIA,1
marcos e eu que achava que politica era  uma ferramenta de transformacao quato engano,0
Essa mina tem cara de cavalo ,1
Especialistas afirmam que a PEC nao e boa e a principal razao e porque ela nao ataca o problema real do rombo no nosso orcamento PAGAMENTO DE JUROS DE UMA DIVIDA QUE NAO E AUDITADA Foge da logica pagar juros de uma divida que mesmo com arrecadacao maior so cresce,0
OS LARAPIOS ESTAO SE REAGRUPANDO TEM QUE PRENDER LOGO OS CHEFES NAO SEI PORQUE A DEMORA,1
Deve ganhar o premio FIFA foi o melhor da temporada,0
O Brasil deve vencer mas vai ser um jogo dificil,0
Esse juizeco do Moro e  um canalha,1
quem esta com o dinheiro na mao e sabe o que vai precisar fazer para suprir as necessidades seja de sua casa de sua empresa de seu estado municipio e pais e o unico que sabe aonde tem que economizar o que tem que corta pra nao ver o seu negocio afunda o restante sao os julgadores que nao sabem o que esta acontecendo,0
E isso  ai Rafael aqui esta  cheio de analfabeto querendo dar pitaco,1
Cala essa boca jumento,1
Quando sera a visita aos HOSPITAIS  PUBLICO do DF,0
Tinha que ser baianoputz que povinho,1
Olha ai um esquerdopata cmedor de alfafa me negativou  ,1
marcos nao precisa ser guerra fria FRIA e onde essse degoverruPTo nos jogou  VERMESLHOS FORA,1
La ela foi recebida por Tabare Aqui onde vai e recebida por alguns Tabareus,0
Quem que era mesmo o Homem mais honesto do Brasil,0
dl nem sei o que e melhor Nigeria ou venezeruela,0
vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar,0
Finalmente o Senador entendeu Parabens,0
O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk,1
esse partido chamado P T e esse P Sol sao uma doenca pra nossa nacao um enfermo,0
Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk,0
Preparem se esse  PEC  for aprovado  o Brasil sera uma  nova Etiopia ,0
Cortando a propria picanha no churrasco de domingo Deve ter faltado o churrasqueiro,0
Sabe o que eu acho engracado os nossos governantes  nao pensam em cortar regalias e beneficios desnecessarios que os favorecem porque sera ne e mais do que claro ate mesmo para quem nao quer enxergar eles sao estao la para defender seus proprios interesses  e os dos empresario o no casso eles tambem ou comecamos a tomar uma atitude para mudar de uma vez por todas essa roubalheira nesse pais o a tendencia e so piorar para o povo porque dinheiro para investimentos nao tem mais para aumentos de salario e regalias nao falta,0
Todos sabemos e que por causa da pesquisa de ontem no qual ele poderia ser presidente em ,0
realmente  mais o brasil  tem que muda essa situacao  se nao   nunca saira desse  mar de lama  ,0
Ja fez programa hoje ,1
Quando mais a esquerda mentir sera melhor para o Brasil assim nao vao eleger ninguem em ,0
Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis,0
Tabarez digame com quem andas e te direi quem es,0
Ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk ,1
O golpe dela Rosana pra se reileita se chama bolsa familia,0
Olha os caras fazendo algo de util e de interesse publico,0
Denunciado hoje de novo ok mas preso quando ,0
Sonia o cartao corporativo do seu presidente ja bateu a casa dos R  milhoes em  meses,0
TEMOS QUE IR PRAS RUAS MOSTRAR QUE NAO ACEITAREMOS ,0
Bebeu creolina malucoVa estudar politica,1
verdade vamos ser compreensivos ,0
Sr presidente o Brasil esta ao seu lado que venham as reformas chega de mimimi e vamos trabalhar,0
nao entendi a colocacao podre  onde  pais  nao e no pais,0
Vou festejar a prisao desse vermebarbudo mais que o Ano Novo,1
SRN Sou a R A B U D A do Negao,1
Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro,0
Aa que isso  as tricoletes estao descontroladas,1
Felipe massa ja vai se aposentar O que sera dessa selecao ,0
Dali ele foi pro Panama para acabar de esconder o butim,0
Na carne de quem carapalida,0
Arregao,0
Essa e uma reforma urgente A proxima e previdencia PEC e fichinha perto do que SE DEVE fazer ,0
O  Sr  Temer foi posto la por vcs que votaram nela,0
O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano,1
PRIMEIRO VAI APRENDER A ESCREVER IGNORANTE,1
UM ES CRO TO DESSES E VERME MESMO,1
Mas ai o MBL mobiliza o povo e vai pras ruas  ironia,0
Pior que acho que nao so a boca que e mole Mais feio que este so o Cervero,1
No Nordeste acontece de tudo ,0
duvido que essa ministra peca reducao de seu salario para tres mil reais,0
Libera rapido antes que os turcos desistam,0
o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  ,0
Apelando nao compara com qualquer um ele joga Facil,0
LIXO DO CRL,1
alo sua vai botar ovos suas fracast ,1
E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA,0
Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo,0
Idiotao E quem e o sabidao,0
Pesquisa comprada,0
Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins,1
MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA,0
 gols em  jogos oficiais media de  Melhor do mundo,0
Ganhou pq nordestino nao sabe votar,1
o grande vencedor das  urnas foram os votos brancos nulos o recado foi dado a todos os partidos inclusive os de  direita  viram coxinhada ,0
ESTA CHEGANDO SUA HORA BODE VELHO ASQUEROSO,1
Melhor do mundo,0
To ligado Por isso os gastos dos cartoes corporativos e a utilizacao dos avioes da FAB  subiram esse corta na carne mesmo ,0
Mano na boa na boa mesmoManona boana boa manoManooooooooo ,0
Perfeito Marcio Lembrando que muitos politicos sao donossocios de empresas de plano de saude escolasfaculdadesuniversidades particulares preciso desenhar,0
Nao vi corte algum DEIXAR DE GASTAR nao e cortar,0
Que tornozeleira eletronica,0
cortarsea  a propria carne   a propria carne DOS OUTROS nao a deles ,0
Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos,0
nem sou mas esse cara e um velho asqueroso,1
Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem,0
Dois mundias com uma libertadores ,0
aha ta bom vou acreditar mentirinha nao acredito nao ,0
Nossa que coisa relevante a mulher dele e voluntaria,0
Entendam que a causa principal de tudo o que esta acontecendo na politica e com reflexos negativos na economia e obra do populismo que quando em seus  anos de desgovernanca so tinha um e somente um plano de governo Se perpetuar no poder a qualquer custo,0
Sera que agora ganha copa do Brasil ,0
roubou ate a neve brancamacaca,1
Mas porque ao inves de tirar mais da populacao mais pobre tambem nao crie os impostos sobre grandes fortunas exonere os cargos partariados de comissao corte os salarios e regalias dos deputados senadores dos secretarios e do Presidente da Republica diminua o salarios autos dos magistrados ai sim eu comeco a acreditar mais neste governo e no Brasil melhor,0
Cortar na propria carne e acabar com o financiamento de partidos politicos,0
Srs JUIZES PREDEM LOGO ESTE BANDIDO ,0
Cahill ainda tem pesadelos com Emerson Sheik e Paolo Guerrero,0
Ai que ela fique por la definitivo e leve o molusco tb,1
Saude educacao emprego e seguranca nao existe mais neste pais lamentavel,0
RUBRONECAS,1
Dinheiro a gente pega com quem tem Nao com quem ta quebrado,0
Se e contra o Brasil nao sei mas contra essa PEC maligna e draconiana eu sou e serei sempre,0
o tecnico e bom o time que e ruim ,0
Esse e o meu presidente que venham as reformas e vamos trabalhar chega de mimimi ,0
Paulo vai to mar no c uu,1
rindo da sua cara com  de desconto na aposentadoria e o seu troco por apoiar golpista ahahahah,0
teu c,1
Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse,1
Passei por aqui so pra deixar meu FORA TEMER,0
Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk,1
o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   ,0
