text,offensive
E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO,0
Venda casada ,0
Faltou uma opcao Ele virou homem,0
ALEM DE TUDO E DEBOCHADO ESSA COISA  BOCA DE GELEIA,1
Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV,0
Saude educacao emprego e seguranca nao existe mais neste pais lamentavel,0
hahahahahahahahaa hahahahahaha E uma piada esse cara ,0
E verdade mas apesar de acha que essas pesquisas sao furadas,0
nossa traz mais uma ai pra nos beber gostei da  do Parmerda neleskkkkkkkkk,1
E quando vai visitar os hospitais e tumulos das vitimas desses marginais,0
Esperem que esse  grupo do mal  nas proximas eleicoes vao  chegar ao fim,0
Limitar por   ou  anos o salario de politico e a mesma coisa que nada Isso nem faz cocegas para eles pois mesmo que ganhassem o triplo do que ganham nao teriam  por cento do patrimonio e luxo que ostentam,0
Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio,0
os presidios lotados e milhoes querendo entrar neles isso e um paradoxo ,0
Para ele que tem varias aposentadorias nem vai sentir o corte   kkkkkkkkkkkk,0
GUILHERME SEU IDIOTA,1
A PEC corta a carne do povo porque a dos politicos estao intactas os salarios deles aumentam regalias continuam desvios de dinheiro tambem continuam enquanto a lava jato nao detectar eles e por ai vai bem vindo ao Brasil e politicos farinha do mesmo saco onde todas as eleicoes o povo procuram eles para vender o voto e os politicos nao fazer o voto ficar optativo pois prejudicaria eles no que tange a se elegerem comprando votos e manipulando o povo sempre burro sem educacao saude e tudo que temos direito,0
Bruno nao e Kou e assimVa tomar no seu Gu,1
Tinha que ser baianoputz que povinho,1
Nao e afoito nao Contra o Cruz foi muito paciente atraindoo para trocacao franca So deu blitz contra os adversarios anteriores contra quem tinha grande confianca nao sem motivo de que botaria para dormir,0
Mulambos  nao passam da primeira fase da liberta  Quem viver vera  Vao ficar so no cheirin De novo Frameigo o clube mais cheiroso do Brasil  Kkkkk,1
Parabens Pres temos que tomar mediadas duras e culpa do PTe,0
Ele virou goleiro,0
Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis,0
Reuniao de ex guerrilheiros Sabe la o que fizeram ,0
Que otima noticia para a massa atleticana,0
Senado pagara R  mil por reforma no gabinete de Romero Juca PMDBRR,0
Seca no Amapa so pode ser brincadeira,0
Boca de cloaca,1
Melhor que Todo Feio mas no presidio vao dar outro apelido pra ele Ruim de Bokket,1
Tanto coxinhas quanto mortadelas SAO PAMONHAS,1
Vao sentir falta da dentadura e do pao com mortadela,0
Diminua seu salario tbm presidente Coloque um teto no salario de todos os politicos Estabeleca que o aumento dos seus salarios acompanhem o aumento do salario minimo ,0
Fica ai Janete traste inutil Destruiu o brasil vaca,1
Teve uma hora e nao conseguiu a resposta Claro ela nao existe,0
Todos os paises que sairam dessa crise economica sairam com alto investimento em educacao e tecnologia Ja no Brasil a receita e o contrario O resultado ja sabemos a volta da Republica da Banana a classe media voltando para a pobreza e a pobreza voltando a semiescravidao,0
PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO,0
tem que investigar quem te deu aula de portugues,0
Temer  me explique o que e sentir na propria carne ja que nao vao ser cortados nada de suas verbas,0
Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim,1
Temer ta bem pra caramba ne  Trouxinha,1
So ve um lado da historia voce Se eu to com a vida ganha ganhando quase  milhoes por mes durante  anos por culpa do Fluminense pq ele nao era nada antes disso Eu sinceramente jogava ate  de graca Essa era a obrigacao dele A melhor forma de retribui essa vida boa que ele ganhou gracas ao Fluminense O que e  mil perto de tudo que ja ganhou  Isso se chama ganancia mercenario nao e idolo,0
Acho que ta faltando provas,0
Esse BOFE do Joao Paulo alem de ser LINDO deve ter um PAUlo MARAVILHOSO Noizinhas do MENGAO amamos SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida,1
Banco cheio de problemas governador ,0
Cheiro de coco aqui,1
era de se esperarnao adianta perguntareles nao vao falar dos  milhoes do srra,0
Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem,0
Trabalhar ninguem quer senao estaria vazio,0
Estrategia VERMELGA ACEFALA terceirizar a culpa xingar e denegrirKKKK TCHAU QUERIDOS,1
Coitada e o minimo a definila      Eu a chamaria de PODRE   ,1
Vai retocar a maquiagem tricolete O frufru nao come ninguem ele e comido ,1
to dizendo que a globo fez e o sergio moro fez boca de urnaeles estao apagando as mensagens,0
Ja nao ta jogando mais nada hj em diaimagina em ,0
Real Madrid ta doido mesmo o cara nem empurrar a bola de baixo da trave consegue mais,0
Que tipo de idiota abestado e voce ,1
A bandidagem continua se escondendo,0
Esse pais esta podreque nojo,0
ninguem se importa com vc nem sua mae seu nada,1
NAO E MACONHA    E CANABIS  SEJA MAIS ELEGANTE  NESTE CAITE,0
QUE LINDINHO ESSE MOCO COM ESSE OCULOS,0
em  acabara o forro privilegiado dai quero ver ministro do STF livrar a cara deste povo,0
Falou o recalcado que nao deu conta de passar em um concurso ele ate que tentou mais nao deu ne,1
Junta todos os pontas do Fla que nao da um Cueva,0
pra que ele iria fazer isso kkk pra que um politico iria ser contra politicos receberem muito,0
Com PaulinhaFernandinha em campo o Messi vai deitar,0
Paulo Henrique eu nao sou de esquerda Nao se trata de ideologia partidaria As pessoas precisam procurar fontes seguras e antagonicas sobre o assunto antes de usar uma logica de      sem olhar para o problema de forma macro,0
O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO,0
Todos com o nordeste sempre os bandidos estao todos no sudeste,1
BOICOTARAM um governo eleito por  anos SAO GOLPISTAS e nao querem oposicao ahahahh fazme rir,0
Vai tomar seu remedio velho gaga KKKK SV,1
Vai querer aparecer mais que o Moro isso vai gerar uma ciumeira,0
na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele,0
Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca,0
 Por isto ele usa o pseudonimo  de SURREAL bidu ,0
Cara que bota preco em ideal nao e idealistaE mercenario,0
Infelizmente tudo q nao presta nesse pais da ibope essa anta e prova viva disso,1
Deviam perguntar a ele sobre os cartoes corporativos  que em  meses gastaram  milhoes muitos mais do que o outro governo em  meses  deveriam zeras estes cartoes ,0
Ate agora so cortou o acem porque o file mignon continua nadando de bracada,0
Que diferenca faz ,0
Todo mortadela e vitima de sua propria ignorancia,1
roubou ate a neve brancamacaca,1
Boca de sapo,1
BOA GOSTEIKKKKKKKKKKKKKKKK,0
Cola velcro perdeu o meu respeito,1
a bixaria da mortadela ta no desespero,0
Isso e comum com times pequenos,0
O que a velha tem na mao   ops desculpa   tem no casco  ,1
Verdade e triste mais e verdade ,0
Srs JUIZES PREDEM LOGO ESTE BANDIDO ,0
Virou bagunca ,0
O encantador de burros pegou mais dois,1
Alguem falou em helicoptero,0
Eles tem conforto ate demais Sofrimento tem as familias que eles destruiram,0
Sem a Pec o dinheiro tera que sair de algum lugar  ou seja novos imposto e aumento dos ja existentes O problema da educacao  saude e seguranca e a corrupcao se isso resolver vai sobrar dinheiro para essas areas ,0
Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks ,1
Aonde a vaca vai o boi vai atrasTa apaixonado,1
 titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria,0
A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente,1
idiota,1
Olha ai Sergio moro ela dando vacilo kkk pega ela pow,0
aprende a escrever cavalo ,1
Entrei so pra ler os comentarios dos peritos,0
estragando a paisagem,1
Essa terrorista nao vai presa por ter roubado e atrasado um pais Que morra logo demonio,1
NAO SABIA QUE O URUGUAI GOSTAVA DE TANTA PORCARIA JUNTO,0
Vai lavar panela sua vaca,1
Queremos ele morto,1
Usando o calculo diferencial e integral se voce tem  anos de contribuicao e comecou aos  anos hoje tem  anos pela reforma vai cair no pedagio de  ate  faltam  anos talvez voce trabalhe mais uns  anosse tivesse menos de  anos cairia na reforma completa,0
Em pontos corridos nao tem disputa de penalty rajkazblanks ,0
ainda precisa de centroavante e lateral esquerdo,0
quando Deus diz nao nao adianta lutar contra,0
FORA TEMER  ABAIXO A REDEGLOBODECORRUPCAO ,0
Prefiro ver o Lula morto,1
e kkkkkkkkkkkkkkkkkkkkkkkkkk Pepe tbm ganhou e fez mais que CR man ,0
Os netos que devem ter vergonha dele,0
ah vai se fu de voce,1
O Uruguai mais uma vez ira receber a escoria do Brasil,0
VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO,0
kkk voces sao uns comedias,0
o grande vencedor das  urnas foram os votos brancos nulos o recado foi dado a todos os partidos inclusive os de  direita  viram coxinhada ,0
E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk,1
Essa mina tem cara de cavalo ,1
Verdade mas a maioria so olha pra tabela Entendem nada de futebol,0
Da  xozota da mae ,1
manda matar tudo e  esvazie as celas e vire heroina nacional,0
P I R A N H A,1
Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ,1
Parece mesmo com um sapo boi,1
Esses petebas sao piores que asnos puxadores de carroca,1
Globo iniciando o lobby para o seu retorno para a Selecao,0
Esta enganado ,0
Cahill ainda tem pesadelos com Emerson Sheik e Paolo Guerrero,0
AVANTE  MEDIDAS o Brasil clama por elas pra cima dos corruptos Cadeia neles,0
era o cheiro da bucelta da sua mae,1
Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk,1
Pior cego e o burro,0
Cite amigo esquerdopata UMA LINHA ONDE DEFENDO QUEM QUER QUE SEJA UMA SO,0
vai ter que pedir dicas pro Ze para pder jogar ate os ,0
Prefere usar o Damiao do que o Vizeu Sem comentarios,0
O Brasil tambem e uma das maiores economias do mundo e nem por isto e desenvolvido,0
SENTE O CHEIRINHO PEIDO DE PORCO NAS SUAS CARAS KKKKK,1
Essa velha ta armando plano de fuga pra ela e para o pedecana Ta na cara So a PF nao ve,1
Nao entendi essa comparacao o Tyson nunca foi um exemplo pra nada muito menos no ambito psicologico,0
David Luiz agora e goleiro pra ter recorde pessoal de menos vazado,0
ESTA CHEGANDO SUA HORA BODE VELHO ASQUEROSO,1
Corta na propria carne do povao enganado pelo sistema  es goto de televisao,0
O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em ,1
so queria dizer que   po de arroz e maquiagem    sem mais  ha e antes que eu me esqueca paguem as series b  ,0
ato pela democracia ta bom me engana que eu gosto,0
As rosquinhas das tricoletes estao ardendo por causa do Conca Pode   ,1
 O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana,0
Na verdade  mesmo ja passou da hora ,0
Ainda temos que aguentar uma ironia dessa,0
Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram ,0
Corta a propria Carne Teve churrasco no Planalto e nem nos chamaram Esta e a unica Carne que eles cortam Na mamata deles com certeza nada,0
Eu desempregado e esses esquerdopatas enchendo a mesa de caixinhas com bosta dentro,1
Cortar a propria carne   Estou vendo so  o ze povinho se ferrar Cortar na carne e diminuir o inchaco da maquina publica  e diminuir o ganho dos politicos ,0
Depois de tanto roubar nada melhor do que passear,0
THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA,0
mais voce viu que ja esta sendo cobrado os impostos de pessoas que aplicam seus dinheiro em outros paises e quanto  corta salario aumenta imposto isso ai nao resolveria o problema e sim agravaria cada vez mais agora corta gasto desnecessario isso sim e valido,0
Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos,0
Boisonso voce esta errando no uso das virgulas,1
Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples ,1
com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos,0
o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja,0
Vou festejar a prisao desse vermebarbudo mais que o Ano Novo,1
Por que nao implantar o imposto sobre grandes fortunas Por que NUNCA se audita a divida que de forma ilogica so aumenta apesar do aumento da arrecadacao,0
Sabe o que e foro privilegiado seu bosta  Burro,1
Estao perdidinhos Nem anotaram a placa do caminhao que atropelou a petebada em outubro,0
REUNIAO DE COMUNISTAS E CORRUPTOS,1
Dinheiro a gente pega com quem tem Nao com quem ta quebrado,0
e rogerio todos tem mais essa anta nao coloca pra jogar,0
Morra ,1
Agora eu vi a capacidade do ser humano de ser TROXA,1
marcos e eu que achava que politica era  uma ferramenta de transformacao quato engano,0
Carlinha Antinha a servico dos petebas Ridicula,1
Aproveita que esta ai e ja implanta pena de morte para esses lixos  Bndido bom E bndido mrto,0
Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins,1
Depois de legalizar a maconha agora o uruguai legaliza outra droga Um pais a beira do precipicio ,1
Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  ,0
Reforma estrutural no seu rbbono meu nao,1
Desordem e Regresso ,0
Viva a lava jato que venha as delacoes politicos corruptos cana ,0
Quem apoia ladrao,0
quando foi isso,0
Da ate pena esse time so passa vergonha ,0
enquanto isso o Palmeiras continua sem mundial,0
ai louca ta nervosinha,1
Saude e Educacao nao e gasto e investimento o que tem que acabar e a farra publica com esse dinheiro acabar com foro privilegiado fim de regalias e punicao grave a crime de corrupcaoPior cego e o que nao quer enxergar isso nao e e nem sera bom para a saude do Brasil ,0
rindo da sua cara com  de desconto na aposentadoria e o seu troco por apoiar golpista ahahahah,0
Karen vai lavar a louca q ta suja,1
MELHOR SERIA C U DEPOIS DE DIARREIA,1
Em resumo deve ser um idiota,1
AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS,0
So ha justica para os pobres um pais onde os ricos ficam impune,0
G CANALHAS E OS COMENTARIOSENFIA LA,1
Cai na Real vascainos segundo da segunda  Kkkkkkkkk,0
Passei por aqui so pra deixar meu FORA TEMER,0
Vai lavar louca dona,1
Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA,0
Vai pro tanque sras Sonia,1
Para quem nao entende existe sim a transmissao de radio AM aindaem cidades pequenas nos locais mais afastados das capitais  onde fm nao chega nem com chiadosa AM chega ruim mas cheganos  cantoes deste Brasilzao  so AM chega e com muita palha de aco nas anteninhasagora esse povo pode ficar sem este entretenimentopois tv analogica sempre foi luxo a TV digital sera utopiaagora sem AMserao isolados  ate de informacoestudo que eles queriam quem sabe,0
Ele foi sincero Corram atras,0
Sapo Demonio seria mais apropriado,1
So pela metade Voce esta sendo bem otimista,0
A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ,1
Acordem Trouxinhas A casa esta caindo,0
Nao quer ficar em uma cela superlotada Nao roube Trabalhe honestamente garanto que isso nao vai ser problema,0
Preparemse todos Corte para concursos publicos poderao colocar seus apadrinhados com altos salarios sem concurso sem verbas para saude educacao e seguranca publica  aguardem aumento de assaltos Para reduzir gastos bastaria fazer cortes nos altos salarios de cargos comissionados sem concurso e beneficios dos gestores,0
Esse e meu presidente,0
ele possui outro recorde tomar  gols em um jogo,0
Vamos lutar muito pelos nossos direitos conquistados com tantas lutas ,0
Forca na peruca Galo RACA ROBINHO RACA PRATTO RACA CAZARES Vamos jogar com amor a camisa ,0
Claro que nao Votacao no G quem ai e a favor da PEC dar um verdinho e quem for contra o vermelho Vamos ver se realmente impopular,0
Marinho e um jogador que desequilibra qualquer jogo,0
desde que ele contribua e a gente levante a taca ta de boa o flamengo so vai pagar quando ele comecar a jogar mesmo,0
Daniel Lima Nao e rivalidade e a verdadeMessi esta acima de todos no futebol atual,0
E a roubalheira continua Esses sao profissionais,0
Pq o Morosita recebe ordens externas A ordem nao chegou ainda,1
Tem tonto que acredita nessa palhacada vai cortar apenas do pobre que necessitada de saude e educacao do governo esta pra ser aprovado a terceirizacao esse mes  e vao aprovar o caixa  para que as Delacoes da  Odebrecht poderem ser realizadas e nao punirem os imundos,0
coitadinha quer dizer que a pobrezinha foi vitima de um golpe faz um favor e a leva pra casa,0
pois aquela novinha para receber alguem  sabe qual e o salario dela aivamos mandar cortar ela,0
Povao O governo quer cortar direitos previdenciarios e cortar gastos com educacao e saude Tudo isso para manter os privilegios dos poderosos Nao podemos aceitar Vamos protestar Vamos de Lulo  e Lulala ,0
Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk,1
E preciso reduzir e muito O custo Brasilia   Reducao de privilegiosreducao numero de deputados e senadoresreduzir numero de instancias recursais no judiciario    ,0
O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ,0
muito processo pouca gente em cana,0
Isso ai e a materia ou so o titulo Kd o resto,0
Cortar na carne do povo isso sim Pq os autos salarios e as mordomias nao entram no limite de pec da maldadefora temer,0
Sivil  Vai estudar seu ignorante,1
ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   ,0
 temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos,0
 gols em  jogos oficiais media de  Melhor do mundo,0
Arregao,0
e vc deve ser  mais uma assistida pelo bolsa esmola ,0
A anta foi pro Uruguay  pra elaborar seu plano de fuga junto aos seus comparsas e aliados,1
A BARATA CASCUDA VIAJOU DE PRIMEIRA CLASSE COM NOSSO DINHEIRO ,1
Pior que acho que nao so a boca que e mole Mais feio que este so o Cervero,1
Esse Tabare e o tipico bolivariano light se e que isso existe,0
o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   ,0
MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK,1
Alexandre Acioni vai estudar pra saber o que e comunista Essas medidas do Temer sao pior que comunismo voce e mais um pobre metido a besta que fica repetindo mazelas igual a um papagaio de repeticao,1
Walter devia lutar SUMO PODERIA SE DAR BEM,1
no momento nao esta nem entre os  melhores  mas joga facil,0
 so falta acabar com a farra dos cartoes corporativos,0
pensem numa MORTADELA maconheira chata ,1
a soberba ela nao acaba kkkkkkkkkkkkk,0
Lugar de mulher e na pia fogao e cama,1
gerar impopularidade com quem com os eleitores ou com os parlamentares ,0
Essa idiota nao tem o que fazer,1
Alem de burro e analfabeto,1
kkkkkkkk falida igual seu comentario idiota,1
esse e o caminho do crescimento,0
 Entao e da lojinha da anta,1
Ate que enfim um comentario que preste O censor da grobo cochilou,0
Foi com anistia que o governo militar deixou o Brasil na pior,0
MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA,1
Vai roubar a neve tambem,1
MIERDAS,1
Ele e ficha suja e esta inelegivel nao sabia,0
Nao joga nada  ainda esnoba o Brasil  Espanhol  de merd,1
NUNCA  JAMAIS SERA ,0
esses petralhas malditos,1
Pena que ainda existam vermelhos espalhados no pais quer dizer no mundo,0
Nao acredito A barata cascuda deve ter alugado um hotel  estrelas inteiro,1
Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO,0
JOGADOR DE TIME PEQUENO,0
Relmente o Boca Mole e da mesma linhagem dos Neves,1
Eu que nao entendi seu Edsonda para explicar a duvida melhor,0
Uma enorme e bem recheada pizza,0
Sonha boneca,1
Eis que a sorte bate a porta ,0
Adinaldo kkkkkkkkkkkk De novo defe cando mortadela,1
Esse nao roubouao menos nesta gestao,0
Quando esse cara comeca a falar eu mudo de canal,0
Paulo extirpado vai seu C U,1
quebraram o pais e ainda tentam boicotar quem quer trabalhar,0
flaM E R D AflaF E Z E SEXCREMengo,1
pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara,0
Ahahahahaha Voce devera trabalhar em dobro ou em triplo ele nao ,0
TODO SEM NOCAOSEM ARGUMENTO ADESTRADOJOGA CULPA EM QUEM NEM SABE,0
calma tudo e questao de tempo lembra do Cunha,0
Neimar pela esquerda Gabriel Jesus pelo meio e Marinho pela direita que ataque ,0
Vermelho nojento deveria levar um tiro na cara bandido ,1
Marcos no Brasil nao houve ditadura militar houve governo militar pois entre as varias medidas para reerguer o pais e o povo posso te citar criacao do fgtsembrafilme embraer bnh   hidreletricas eleicoes diretas para governador e deputados Ta bom pra voce,0
daqui a pouco vem um falar de titulo na selecao,0
Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae,1
votaremos em quem quisermos o voto e livre se vc nao gosta problema o seu,0
Fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
OBSERVO QUE ESTAO COMPARECENDO MUITO MAIS DESCONTENTES COM O GOLPE MUITO BOM,0
Nosso alvo e Nacional e nao municipalaonde todos se DOBRARAO,0
A corrupcao e o cupim que corroi a democracia e as instituicoes  ,0
Resultado de  anos de patria educadora Educando ladroes e corruptos,0
onde tu viu isso,0
Emocionada pela morte ou pela posse,0
isso e falta de dinheiro em um clube falido,0
Eu acho que voce esta na pagina errada,0
Santa hipocrisia Batman manda ela visitar hospitais publicos para ver se estao superlotados,0
Enquanto issoO Palmerda bi rebaixado continua sem mundial Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
Estes politicos ai de Brasilia praticamente nenhum tem ficha limpa sao os maiores ladroes do Brasil,0
UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO,0
Esse dinheiro ira fazer brotar agua do solo ,0
outro asno que nao sabe nada esse artur,1
quem nasceu para ser  a  jamais sera Junior Baiano ,0
Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros,0
Porque e menguinho so vcs que pensam e falam que e grande,0
O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele,0
Lizzie come bosta,1
fim da isencao de impostos para todas as igrejaschega desta bagunca,0
Futebol argentino e uma piada  So pancadaria e confusao           ,0
Ta fazendo a cama para e para o Moluscovai que,1
Depois que a Russia montar uma base na Venezuela o problema vai passar para eles,0
Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao ,0
Nao reconheco esse governo ilegitimo e golpista Fora Temer e companhia,0
E ainda reclamam que so ha corrupcao no Brasil ,0
PEC  DA  VIDAAAA    VIDA LIVRE  DE  MAMATA   ESQUERDALHAAAAAA  kkkkkkkkkk,1
Mauro ze ruelaa falta de argumento e tao grande quanto a propina que ta recebendo para apoiar bandidos,1
Inveja de uma bosta dessa que vai voltar pro lugar dele segundona,1
QUera saber pq o povo paga pelo erros dos politicos  Pq nao cortam os proprios salario  as verbas de gabinete e mandam embora aquele monte de auxiliares dos parlamentares que so servira sugar dinheiro publico  Acabem com a roubalheira q o Brasil avanca,0
Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo,0
Aa que isso  as tricoletes estao descontroladas,1
Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens,0
Pq eles precisam trabalhar ,0
Sr presidente o Brasil esta ao seu lado que venham as reformas chega de mimimi e vamos trabalhar,0
O Sao Paulo ja foi rebaixado ,0
Quem que era mesmo o Homem mais honesto do Brasil,0
coloco vc otario ou su amae,1
Nao a pizza anunciada de anistia do caixa  Sim a divulgacao da lista da Odebrecht,0
MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA,0
LIXO DO CRL,1
Estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs,1
E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA,0
Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto ,1
Vich todo evento ta caindo luta do card principal  Ta na hora do Dana comecar a ter substitutos pra esse tipo d situacao q faz tempo q ja deixou de ser inusitada  ,0
Meigos eles sao mas cheiroso nao Fedem a Urubu,1
Corrupcao e mais corrupcao Em todas as areas no Brasil Sabe o que acontece com corruptos NADA,0
Bom jogador Daria um bom reserva para o Fernandinho no Fla,0
Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks ,0
no fim tudo dara certo  Rumo a gloria,0
Ruy vc acreditava no Japa da Federal tb ne Jumento,1
time bosta cai gigante nunca kkkk,1
estao tentando desviar o foco ,0
So falta essa Judia carcamana ficar com do Leve pra sua casa no lago sul,1
So conversa mole desde que golpeou o poder nao e Temer,0
So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo,0
ja temos umseu abestado,1
Jogar no PSG e decrescimo na carreira,0
Cara    de    Pau         ,0
Piada super engracada Ja pensou em fazer um teste pro Zorra Total ,0
falou tudo,0
To ligado Por isso os gastos dos cartoes corporativos e a utilizacao dos avioes da FAB  subiram esse corta na carne mesmo ,0
Ganhou duas vezes dos coxinhas Golpistas Entendo essa raiva,1
NAO ESTAO NAO SENAO RECRUTARIAM A TUA MAE SEU VERME,1
O problema e os caras tirarem dinheiro da previdencia dos trabalhadores da iniciativa privada para pagar beneficios para servidor publico civilmilitar,0
Intao se vc nao ganhar nd e pk e ruim msm,0
Irmao Honorato sempre falando verdades e agindo com a razao ao inves da emocao diferente dos tupims Te amo seu lindo,0
Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado,1
vai se tratar doente,1
Doeu o buraco do coxa,1
Indiciam e denunciam mas nao prendem,0
CADE O GALVAO PRA NARRAR AGORA   FALIIIIUUUUUUU FALIIIUUUUUUU FALIIUUUUUUU  ,0
O  Sr  Temer foi posto la por vcs que votaram nela,0
ele nao e presidente  e golpista,0
Que carne  Ele nao recebe salario minimo ja e aposentado nao precisa do SUS e muito menos de educacao publica a unica carne que ele esta cortando e da pobre quando politicos e ricos serao atingindos ,0
Concordo plenamente e so o que sabem fazer Quando tentaram governar deu no que deu,0
Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk,0
MARIAS NO CIO SOU LOUCO POR MARIAS,1
E so colocam ele pra pegar as novas safras ai e q a surra e pior ainda essa luta nao passa nem do o round podia colocar ele contra os semiaposentados pra ver se tinha alguma chance,0
E os tucanos  reis das delacoes ,0
So te corrigindo O que seria a Europa sem estrangeiros,0
ADVOGADO DE BANDIDO E BANDIDO IGUAL E TEM QUE SER EXTERMINADO,1
Contrato de  anos Esses clubes sao loucos  anos no maximo,0
maria vai lavar uma louca que voce ganha mais ,1
Voce e um doente,1
Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora ,0
fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet ,0
Libera rapido antes que os turcos desistam,0
Unico corte verdadeiramente na carne e acabando com o excesso de beneficios e diminuindo o salario dos politicos Ahh claro diminuir a quantidade deles tambem e bem vindo,0
Enquanto isso Seus Ministros fazem farra com dinheiro publico,0
lazarentuuuuu,0
Estourou o placar quanto e isso,0
Prendam logo o chefe mor da corrupcao,0
ESSA MULHER FAZ CADA COISA,0
E a grana pra salvar a oi vai sair de onde,0
Ja nao basta um Senador cagar para uma decisao do STF agora um advogado batendo de frente com um Juiz kkkkk Brasil um pais de inversao de valores,1
voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria ,0
