txt,has_anger
">>62947meua migo, terminei um relacionamento há pouco mais de um mês. se eu te falar o alívio que é, você pensaria duas vezes antes de ficar nessa afobação pra namorar.antes mesmo de eu namorar pela primeira vez eu tinha essa mesma vontade de arrumar uma companheira pra estar do meu lado sempre que eu precisasse. e eu consegui. o problema é que isso custa muita coisa, por mais perfeita que a garota seja pra você. eu não tinha do que reclamar: a garota era virgem, não me dava dor de cabeça pra porra nenhuma, era super respeitosa quanto às minhas vontades. o problema é que chega uma que você se conecta tanto à pessoa que vocês parecem uma só. podem me chamar de descolado ou o que for pelo o que vou falar a seguir, eu quero que se foda, eu só quero ajudar vocês, mas vamos lá: você não sabe o arrependimento que é começar estar na casa da garota vendo um filme no telecine pipoca com seus amigos te chamando pra sair, que estavam todos esperando por você. você não sabe o que é querer ficar em casa com a sua família num almoço comum com seus pais mas não pode porque dormiu sábado a noite pra tentar uma transa com mas o máximo que conseguiu foi uma punhetinha porque ela estava ""cansada demais"" ou ""sem vontade"" e se você falar que quer ir pra casa porque simplesmente quer ficar em casa pois passou a porra do final de semana todo com ela mas ela não entende e começa a achar que você não quer mais ficar com ela e começa uma puta discussão.você não sabe mesmo. você não sabe o que é se privar da sua individualidade por outra pessoa. por mais perfeita que essa pessoa seja.não tenha pressa pra isso, quando for pra ser, vai ser. e foda-se se você acha que é clichê, depois de tudo o que eu passei é a única dica que eu posso dar pra vocês todos que estão aqui nessa afobação pra arrumar uma namoradinha. vai ter sexo? sim. vai ter uma boa companhia? sim. mas tudo tem seu preço.",1
">>63070pense nisso, enquanto você tem uma crise de identidade a piranha da sua ex está rebolando na pica do chad na ""indecisão"" dela. simplesmente aceite que independente das frescuras de ""muh conexão"" e ""não esqueci"" ela já não dá fodas suficientes para tomar uma decisão que supostamente é obvia para os dois.",1
🤤🤤🤤,0
">>56650obrigado, anão. sobre a garota que eu estou converdando, sinceramente não sei o que esperar. eu já expliquei a situação no manual da pitanga mas não tive respostas satisfatórias, se puder ajudar, vou dar o resumo da ópera. conheci ela numa festa, conversamos pra caralho mas não nós pegamos, dia seguinte abro o cancro e tem notificação de amizade dela, aceito e chamo-a no chat. começamos a conversar e ela pede meu wpp, continuamos falando lá até que ela me chama pra sair. saímos, mas não ficamos, lá ela diz que não gosta de ficar com quem não conhece e que quer ter um relacionamento. até aí ok, continuamos conversando e chamo ela pra sair no final de semana seguinte, íamos ao cinema, mas, de última hora ela fura alegando que teve uma crise de ansiedade, a pressão abaixou e disse ""me perdoa e não desiste de mim"". seguimos, no próximo final de semana chamo ela pra sair de novo, disse que ia ver se dava, falo que já tem tempo que não nós vemos e ela diz ""não sabia que isso ia virar um hábito kkk"", falo que se ela não quer sair tudo bem e ela diz que não disse isso. não mando mais nada e espero ela puxar assunto, ela puxa e voltamos a conversar, no dia seguinte eu jogo as cartas na mesa, falo que tenho interesse nela e queria saber se ela tem em mim ou pelo menos terá no futuro. ela diz que não tem cabeça pra isso agora, mas não sabe no futuro.é isso, estarmos aí. tava pensando em chamar ela pra sair de novo esse final de semana, eu sinceramente não ligo mais se ela falar não ou sim, só quero me livrar disso logo se for não.",1
">>28707você parece manjar. acha que o brexit vai rolar, anão? eu não consigo confiar em depósito de porra.",1
"atualização - #choicerbhiphopartist

1. normani - 9.8k
2. nicki minaj - 5.6k
3. cardi b - 1k

votem barbz, falta pouco para passarmos o primeiro lugar! 

my #teenchoice for #choicerbhiphopartist is @nickiminaj",0
">>58601opa. não sou o quotado.>nossa, eu já ia falar com você! sim, vamos sair de novo!caralho, anão! ela tá na sua mesmo!na próxima vez, já chegue beijando na boca. já a cumprimente com um beijo na boca, ou a cumprimente com beijo no rosto e, após alguns minutos, vai direto para a boca.as coisas funcionam desse jeito com casais que estão ficando, e vocês já estão ficando. ela espera por isso. é isso que ela acha que você vai fazer.sobre a eventual foda, costuma ter camisinha em motel, mas por via das dúvidas fique com uma no bolso.ao foder, faça a posição ""papai e mamãe"" (veja desenhos ou fotos no google). é a mais fácil e mais comum. se ela quiser algo diferente, deixe-a conduzir o ato. você pode dizer que nunca fez a posição que ela está sugerindo (isso é relativamente comum; sou casado há três anos e nunca comi minha mulher sentado com ela no colo).sobre a autoestima, anão, talvez você deva procurar tratamento psiquiátrico e/ou psicológico. eu me trato com psiquiatra e sou muito feliz. :3",1
">>62335>se você fosse completamente incapaz de aprender com informações novas, nunca teria deixado de acreditar em papai noel, nunca teria aprendido que um objeto pode ter mais de dois nomes, nunca teria descartado explicações simples quando obteve explicações mais complexas, nunca seria capaz de entender um ponto de vista divergente do seu. quando você entende algo, ao invés de só aceitar, não é possível insistir nos erros.ok, mas eu já tenho trinta anos e nojo de relacionamentos. se uma merdalher vier com papinho vou receber com violência.só falei um ponto que ocorre: normalmente são os pais que ensinam que deve-se insistir, a razão desconheço.",1
@princesinha1644 maravilhosa 😍😍,0
">>62464 e >>62467 aqui.>>62468>você é apaixonadinho por ela (mesmo que não reconheça)sim, eu sou. eu só estou falando da atitude de bosta dela, pelo menos me fale a verdade e não fique com a porra desses joguinhos de vagabunda.>>62469>o que tem nessa foto? não entendi nada.me mandou uma foto dela indo pra rave, o que me engatilhou foi a legenda de deboche. filha da puta desgraçada.>ela iria voltar a falar com você ocasionalmente.eu tenho certeza que ela ainda vai, provavelmente amanhã ela vai querer me ver, porém não sei o que eu faço.also, eu preciso das vermelhinhas!",1
"uma voz 

my #teenchoice for #choicemovievillain is #johnnydepp as #grindelwald",0
"minha mãe descobriu o ao3 e agora a bicha nem olha mais na minha cara, eu criei um monstro",0
melhor forma esse sono da tarde 😛😅,0
@aniinhacampoz @moacirsalvatore kkkkkkkk dms,0
ahuuuu mais um 100 pra coleção,0
minha internet ta uma bosta tururu,0
coitada ela só tem 4 anos kkkkkkkkktava surtado nesse dia,0
"aqui nós vamos. bumpando esta porra. não sugue, opdo/b/.",1
"gente preciso ter assistido o toy story 3 para entender e aproveitar o quatro mesmo? se eu assisti, faz muuito tempo",0
os maiores aliados dos judeus são as depósitos de porra.imaginem se as depósitos de porra não tivessem ganhado independência.imaginou?>teríamos o dobro de empregos>menos miscigenação>menos famílias destruídas por traições>menos filhos criados sem o pai>menos homicídios e crimes>menos homens depressivos por terem sido rejeitados por depósitos de porra>menos suicídiossó quem ganhou com isso foram os judeus. >mais oferta de mão de obra>preço da mão de obra barateia>taxa de natalidade aumentando vertiginosamente>maior consumo>?????>lucroaté engels falava disso. a depósito de porra como figura política era de suma importância para a revolução marxista. e hoje vemos que elas são realmente a peça chave para engajar qualquer merdinha. são literalmente animais.,1
@ioriguchi eu acabei ficando com pena da menina depois tentando se desculpar e falando que não tinha nada demais kddkkdkkkkkk,0
"demasiados rótulos, somos o que somos e o mais importante é sermos humanos! ",0
@papawldo confirmo,0
"@gudelgad_ @dudadellorusso kkkkk meu pai, acho que não tinha chego nessa hora ainda , mas broz já deu",0
flamengo gerando crise no santos hahahaha,0
o zero vem hein,0
">>61615e você vai ficar com a palavra delas? mulheres sempre irão humilhar homens, é a natureza delas.",1
"mulheres valorizam homens ricos, másculos, violentos, cafajestes, líderes.homens valorizam mulheres dóceis, caseiras, maternas, puras.quem nega isso, nega a natureza humana e mamífera.",1
"normal sentir dor no testículo quando malha perna? eu suspeito que seja orquite, mas no meu caso é só um incômodo, não é dor a ponto de procurar um médico. só acontece depois que malho perna. exceto uma vez que fapei depois de malhar perna e sentir uma pontada quando tava fazendo edging. meua migo… fiquei com o ovo direito doendo por uns 5 dias. no primeiro dia não pude nem dormir de um lado.",1
"uma da tarde, tenho a sensação de que esse dia vai ser uma bela bosta",0
"não entramos nem no lado da educação, e sim na doutrinação desses ""homens"", que a cada dia que passa se tornam frescos e mudam totalmente quem são para agradar essas merdas.",1
"acabei de ter uma epifania. o meu problema não é ser batata, afeminado, estranho ou grosso. meu problema é ficar achando que vão me achar batata, afeminado, rude ou estranho, e por isso fico agindo feito um verdadeiro imbecil extremamente inseguro, encolhido e pedindo desculpas, e por isso as pessoas me vêem como um bosta e não me respeitam (ou ficam com dó se são pessoas muito legais). minha crença de que confiança é algo cego e burro é inválida porque, afinal, a confiança importa apenas entre mim e o gado, e não pra o julgamento moral meu ou de um ser superior, logo, não há nada de errado em fingir confiança e alfisse. não preciso ficar me preocupando com o que os outros vão pensar ou se estou parecendo uma pessoa legal, pois, a confiança e a integridade de alguém que age por si mesmo, isso sozinho é suficiente pra fazer as pessoas te respeitarem e te acharem legal.",1
">>27062>as ongs são fundamentais para ajudar quem precisa e combater a desigualdade social,as coisas estando como estão me perguntado como é possível vir um sujeito falar coisas dessas não ironicamente. as ongs tão aí pra promover degeneração: parada gay, putaria, traveco, etc etc.não fazem porra nenhuma pra resolver questões como desigualdade, isso é discurso pra soar bonito, até porque a questão da desigualdade no brasil é muito profunda e lida com questões que eles se recusam a discutir, como raça. ou ao menos se recusam a discutir honestamente, só sabem debater se for pra falar de cota ou promover miscigenação.",1
>>27194>falando mal do nacional-socialismo>rejeitando críticas ao neoliberalismo>valorizando os euavocê que é um corno de merda. o anão mais repugnante que me respondeu nessa thread.,1
"essa coisa de ""nova ordem mundial"" e elite globalista é a mesma coisa que os grifinoristas querem dizer quando falam sobre a plutocracia global e seus capachos como o mbl. essa própria elite se emergiu dentro do império americano. todos os golpes militares na américa latina favoreceram essa elite. um ano depois do golpe de 64, surge a globo (até o nome da emissora é interessante), ela praticamente anestesiou o povo brasileiro.  a grande mídia não é ""comunista"", ela é anti-nacional. a globo por exemplo só crítica o gibeiranaro em questões como aborto e viadagem, mas concordam com o entreguismo do governo. o próprio instituto do paulo guedes tem relações com a rede globo e o soros. a real é que essa nova democracia é uma farsa. os candidatos que não tem nenhum rolo com o interesse corporativo ficam com 15 segundos de tempo como o enéas. já pt, pt azul pmdb tem um feudo de televisão. a justificativa é que quanto mais representantes no congresso maior será o tempo, mas e quando compraram 4 dos 5 deputados eleitos pelo prona? essa democracia é uma farsa.",1
"vi um anão falando de um aplicativo chamado jaumo, como essa porra funciona? qual o modus operandi? dou like e espero match?",1
@marlenelotu2 @ladyraquel42 @viajanteblue @dorinha65691792 @vanlorem @nicevelosoya @mantoliva @poetaisraellima @yaratorres2012 @ednamor41571156 @atgzulu @tonton_menezes @elianamirandad3 @arlindoferreir4 @28th09 @melo_zeno @nzmendes1 @reis66314486 @ngs3 boa tarde querida 😘🌹❤️ 🦋,0
"caralho, parem de postar essas merdas em parênquima paliçádico aleatórios. porra, eu perdi.",1
isso é coisa de anti-sêmen edgy invejoso de judeus anão. judeus so cresceram e ficaram ricos pois foram os primeiros capitalistas da historia,1
a coisa mais perfeita do mundo todo pqp,0
"hoje rollo publicou um artigo com uma frase realmente impactante e vou traduzir ela para vocês:""depósitos odeiam betas. aliás, elas os odeiam tanto que preferem trabalhar em empregos deprimentes para se sustentarem do que se vincular à um provedor beta que quer transar com elas e deixá-las grávidas com seus genes betas de merda.""carreguem isso para a vida.",1
era só meu nome na bio de alguém,0
"@danielly_jesus infelizmente ele ta absorvendo coisas que não é pra fazer. sei que é muito dificil, sendo que ta botando em risco a vida dele. eu ja tinha percebido que a saude dele tava indo pro ralo.",0
">>61253ele está certo num ponto, de que o padrão das brasileiras é menor do que das depósitos lá fora, eu já confirmei isso com minhas fotos em teste de foguinho mundo afora.mas ser feio aqui já te faz ser incel, a diferença é que você não precisa ser tão bonito quanto lá fora pra pegar muiézinha decente.",1
comprei tadalafila de 20mg. hoje irei em uma festa. vou rachar esse comprimido em duas partes para assim tomar somente 10mg. tem algum problema em misturar com álcool? a porra da festa é open bar. continuo tomando duas horas antes?,1
mc poze e preso e polícia faz ele cantar pro ceifador ,0
@jooportes3 votttt já sei kakakakaka,0
"os jovens de hoje em dia nao querem feriado prolongado pra sair, curtir e namorar
eles querem feriado prolongado assim pra descansar as costas e ver série",0
achei que ele não ia ://,0
1ª noite do são joão do maranhão: muitos milhares de pessoas celebrando a vida e a cultura brasileira com alceu valença. viva o brasil 🇧🇷! ,0
">>63690>>63691talvez eu tenha me expressado errado. eu não tenho fobia de depósitos, eu consigo conversar olhando nos olhos,  cumprimentar, enfim, ""agir normalmente"", mas o problema é que eu não sei flertar, e toda vez que eu me interesso por uma eu fico torcendo para que ela que interesse por mim, ao invés de secar ela/falar com ela, entendem? desculpa aí pela confusão.",1
mano  kkkkkkkkk,0
meu pai vindo me perguntar sobre os meus crush kkkkkkkk,0
"eu olho pro /pol/ daqui e eu vejo o mesmo /pol/ do , mesmas ideias, mesmas opiniõ, estamos reproduzindo a mesma mentalidade colonizada de sempre, chupando a rola imperialista dos países de , ninguém estuda nessa porra.",1
"quem começa um relacionamento com depósito que não é virgem é corno e numale.imagine aí, você andando com sua pitanga de mãos dadas na rua e um playboy comentar com um amigo do lado que já passou a rola nela?e seus amigos, que possivelmente já comeram e viram todo o corpo nu de sua depósito de porra, mas escondem isso de você a todo custo?e sua depósito, que quando encontra algum amigo seu que ela já deu a buceta, faz aquela troca de olhares que você desconfia mas não faz nem ideia do que se passa?e sua depósito, que quando está andando com você na rua e vê alguém que ela já deu a buceta, começa a lembrar do pau dele que é maior que o seu?e aquele ex-namorado dela, que comia ela de todas as formas possíveis, que ela diz que é um amigo ou primo?depósito de porra que não é virgem é para consumo, aprendam isso.",1
flex pamor3,0
"op.complementando. tudo é interesse, ninguém está nem aí para ninguém, só para o que os outros tem a oferecer. sou muito solitário, mas prefiro ser assim do que me introsar com gente interesseira. ser humano é uma merda e deveria morrer.não tenho nada para oferecer às vadias, mas quando tiver só vou meter e sair fora.",1
">>52738>>53250>terminei um relacionamento a uns 3 meses, e não achei mais ninguém, beleza, eu já esperava que fosse assim>53274>isso soa patético mas pra alguém que nunca teve um amor recíproco, eu acabei confundindo as coisas. ela me dizia várias coisas, fazia questão de passar horas conversando via skype, mas isso passou e ela me esqueceué por isso que eu não namoro. tenho uma garota interessante afim de mim. ela é bonitinha fisicamente e tem um bom papo. namoraria com ela, mas eu sei que sou fraco e uma hora ela perderia a admiração por mim. eu não quero alguém para me apoiar emocionalmente. relações boas não são assim. não consigo entender como as pessoas se submetem a viver numa relação mais ou menos. é indigno e humilhante. eu não suportaria a ideia de que a mulher está comigo porque não tem uma opção melhor ou que outro homem a pudesse fazer mais feliz. eu só aceitaria uma relação onde a mulher estivesse plena comigo e nem percebesse a existência de qualquer outro sujeito; e nem eu a de outra mulher. e isso não é romantismo ingênuo. não é sobre almas gêmeas. há várias mulheres capazes de me cativar e que eu - se estivesse de bem comigo mesmo - seria capaz de cativar. é sobre isso: cativar. quando você cativa uma pessoa, ela se encanta por você. cativar é tocar na alma. ela vai se apaixonar e admirar muito você. e nisso, você a preencherá naquilo que é mais importante, fazendo defeitos mais superficiais serem releváveis. uma vez que você cativa a mulher, os outros homens irão desaparecer aos seus olhos. a felicidade dela irá consistir em te fazer feliz; e você a ela. o problema é que a grande maioria das pessoas aceitam relações baratas. e nesse tipo de relação mais superficial, existe o ciúme, pois a pessoa sente que, como não cativou a parceira, corre o risco de alguém que cative. todas as inseguranças e problemas de relações medíocres vêm desse tipo de indivíduos carentes. por isso que não vou namorar com ninguém enquanto me considerar fraco. se eu não sentir que estou fazendo a pessoa plena, não compensa. e ideia de sua namorada achar um sujeito mais interessante que você é ultrajante. humilhante alguém se submeter a uma relação com um sentimento desse.os dois grandes termômetros de uma relação são admiração e tesão. se um desses for fraco, a coisa não vai dar certo. e é melhor nem começar.",1
acho que não teria a mesma calmaria que esse cara teve,0
">>28104a questão é que essa separação não é viável economicamente e não favoreceria nenhuma cidade do estado, exceto rio e niterói, provável futura nova capital. não há dinheiro no gerj pra investir e, quando há, falta interesse. por outro lado, a cidade do rio pular fora depois de socarem bilhões e bilhões em desenvolvimento, jogando a dívida pras demais 91 cidades é foda.",1
"14 - teoria dos pratos i - abundância e escassez: >>47965excelente, anão. tudo de acordo com o keikaku.>>47979essa parte do livro é bem focada no prático, e nessa mudança de mentalidade necessária pra ter esse sucesso. o engraçado é você ir lendo e percebendo como essa merda faz sentido, e todos os exemplos que você tinha, por exemplo, na adolescência. sinceramente, acho que todo homem devia ler essa merda, até os que já foram naturalmente redpillados pelas circunstâncias.",1
>>27108>tendo o conquistado por guerraisso não ilegítima posse alguma apenas por conta disso.,1
senadora kátia abreu é uma hipócrita  #forakatiaabreu ,0
comendo p segurar minha língua,0
foi um merda tanto para os integralistas quanto para os imigrantes alemães e italianos do sul.,1
">>61836>implicando ainda existem muitas depósitos de porra que são dignas de casamento, e se você considerar cidades minúsculas em países de primeiro mundo, mais ainda. o judeu não é tão poderoso assim, e uma vez que você é a maior influência dela, pode passar mais vermelhinhas.",1
"benjamin h. freedman era um ex-sionista, uma notória figura quando se trata de revisar a história. seus relatos da primeira guerra mundial, segunda guerra mundial, sionismo e as origens do dito 'povo judeu' é interessantíssima, seu discurso é precioso para todo aquele que quer aprender o caminho para a verdade e a justiça. o discurso foi em washington em 1961, no willard hotel.",1
incrível como política brasileira parece política italiana,0
"@camzpanca @whos_isah meu pai amado socorro, quero poder dizer o mesmo dps",0
"não tá sacando bem, não tá devolvendo bem. vai perder, porque hoje quer perder. se esforçando muito pra perder.",0
ribeiro: “julho vai ser um mês pesado; mas estamos nos preparando para isso” #gefla,0
"tão estranho a sensação de precisar ter certa pessoa no teu dia a dia, nem se for por um instantinho, se não ele nem parece completo",0
"como perder esses pneus e barriga? quando coloco uma camiseta somente essa parte fica horrível, o restante do meu corpo fica até legal. um amigo recomendou cortar os carboidratos por uma semana, isso funciona? tenho 1,75cm e estou pesando 80,4kg.",1
gol de camarões no último minuto mantém o brasil sem saber pra onde viaja amanhã. e eu também 😂😂😂 ,0
">>45689que cirurgia,  porra? tenho 20 anos. acha que vou em um hospital pedir para tratarem a minha fimose?",1
cada coisa,0
"to assistindo democracia em vertigem e ver uma mulher branca dizer que lula ""aprovou cotas racistas contra os brancos do país"" é o fim da picadaaaa meu irmão",0
">>59541não, esse pardo é feio mesmo.",1
"a visita que aparece sem ser convidada putz
quero ir fingir que to dormindo no meu quarto mas meu ventilador pifou",0
tá descendo black label c meu chefão 💪🏼,0
sla só queria um karaokê,0
"boaventura: ""ninguém do sistema judiciário internacional tem moro como exemplo."" @brasil247 
👉moro “é o contra-exemplo do que não se deve fazer”.",0
"não consigo ficar sóbrio. eu me olho, olho o mundo ""real"" e não consigo de jeito nenhum gostar dele. há algo no universo psicodélico/chapado de qualquer coisa que te tira dessa dimensão, desse mundo, eu sou apaixonado pelo ""outro mundo"" e já não sinto gosto algum de viver nesse. eu perdi tudo, minha fé, minha inteligência, amigos, prazer em fazer qualquer coisa, na verdade eu já entrei nesse mundo por não ter prazer em qualquer coisa. eu não consigo me masturbar tem dois meses, eu não vejo sentido, não consigo assistir pornografia e nem pensar, eu meio que canso de tentar e vou fazer outra coisa. alguém já passou por isso, algum anão poderia relatar como posso sair dessa? acho que as drogas mudarão minha percepção de felicidade, prazer e sanidade, acredito que gostar mais do outro mundo é doentio não que o mundo real não seja doentio.eu não sou um noia comum, eu não gosto de fumar com as pessoas, eu não gosto de ficar rindo igual abobado, eu gosto de perder a consciência, de ter paranóia, ficar no meio de um matagal as 3h da manhã fumando num cachimbo. a insanidade me fascina.entro muito pouco no chan, entro uma vez por semana, sendo que antes passava o dia inteiro aqui. o que tá acontecendo comigo? o que tá acontecendo, irmãos….",1
"[durante o sexo]

ela:bate-me

eu:*espeto-lhe um soco no nariz*

ela:[a sangrar]wtf

comentador:oh! what a ko

ela:como é que ele entrou aqui

*põem-me o cinto de campeão*

eu:[a chorar]obrigado quem sempre me apoiou

*espectadores aplaudem*

ela:oh safoda estou tão orgulhosa bae",0
">>61628velho, eu tive umas três namoradas sérias e umas duas que não deram certo. todas na faixa dos 20 e foi essa merda aí. lendo relatos, vi que a coisa se repete com todo mundo. até vadia que me rejeitou, quando conseguiu namorado mudou até de cor.se mulher é isso, então só o que presta são de 14 anos por terem excelência na única coisa que prestam, não acha? se a mulher precisa chegar aos 45 para ter uma mente de 25, então são retardadas mesmo.",1
"dêem fav e respondo a uma destas perguntas, apetece-me ahaha ",0
"não conhecia o senador fabiano contarato (rede-es), virei fã. uma gota de racionalidade e bom senso neste oceano de tolices que virou o debate político. ",0
@tailjnha eu já te amo sempre,0
vou ir ver a nega veia jogar um fut hoje esperando que ela faça no mínimo uns 4 gols pra mim,0
+two em preto e branco🖒 ,0
"como parar de se remoer por uma chance perdida?eu consegui um encontro com a depósito que eu era fim. ela estava muito disposta a sair comigo. parecia que estava tudo encaminhado. mas na hora ela começou a ficar na defensiva e diria que até me tratou com desdém. no final das contas, acabei não fazendo nada. betei feio. isso foi no ano passado, mas toda vez que paro pra pensar dá até vontade de chorar. me sinto um lixo. até pensei em desistir de depósitos.",1
baby te ligo cada vez que tuiteas 🤤,0
">>28839vai a merda, bicha do caralho. a única posição social que mulher tem que alcançar é aquela que viados como você deixam vago e permite que uma vagabunda inútil tome parte por falta de ação particular e xerecard.mulher alguma possui capacidade de tomar ofício algum de um homem.",1
nao dei valor e agora perdi,0
"até agora tem sido uma decepção esse cara. esses filhos dele só fazem merda, o tempo todo. impressionante como só cagam fora do penico. por que não calam a boca, e se afastam do pai, porra! ele governa pelo tuiter, parece que ainda está em campanha eleitoral pelas postagens polêmicas e inúteis que faz. até agora está imobilizado no congresso. um monte de propostas de lei, propostas de emendas constitucionais estão paradas lá. ainda fica de briguinha com o segundo homem mais poderoso do pais, justamente o homem que ele precisa para fazer as coisas andarem. não por causa do cara em si, mas porque é assim que funciona. sem o presidente do congresso o barco não ""anda"".puta merda! é um negócio trivial em política. pare de ficar brigando com o cara porque isso claramente não está dando certo. me impressiona que um cara com vinte anos de política não tenha aprendido isso.não estou pensando direito, pois acordei agora por isso não articulei bem as ideias.",1
">>29764eu comecei o ano otimista, mas agora parece que nada vai mudar. não sei se estou sendo exagerado, mas parece que o atual governo, apesar das boas intenções e de uma ótima capacidade técnica do guedes e moro, é incapaz de lutar contra o centrão corrupto e interesseiro e o pt decadente.quem imaginou que o pt estava moribundo se enganou completamente, a estratégia deles foi sair do poder executivo e focar no legislativo. é uma ótima estratégia, pois como oposição no legislativo você dificilmente vai estar a mercê de ser criticado por erros de governo. governadores dos estados são frequentemente criticados por erro de administração pública, e até mesmo criticados por coisas que não estão sob o seu controle, mas deputados podem passar os quatro anos confortavelmente votando e atrapalhando as reformas.",1
">>57354ficou bem confuso o conceito de moldura, mas acredito que seja algo que li uma vez em algum fórum da real. o homem deve viver sua vida, trabalhar, se desenvolver, ter seus amigos, seus hobbies, ter uma vida completa e independente, e ao se relacionar com uma mulher, é ela que vai querer entrar no seu mundo e não o contrário. de fato, como mulher gosta de emoções, do novo, não faria sentido arranjar um cara que não faz nada de interessante, que não vai agregar nada para a mulher.alguém entendeu diferente?isso me fez pensar, tenho uma rotina de segunda a sexta bem definida, muito raramente faço algo diferente, é casa-academia-trabalho-casa, nos finais de semana que varia um pouco, talvez uma saída com amigos pra alguma sinuca com cerveja, mas também nada muito emocionante, tenho uma vida bem chata na real.isso explica também pessoas que se identificam facilmente em algum nicho sempre serem rodeados de mulheres, eskatistas, usuários de drogas, membros de torcidas organizadas, marombeiros, baladeiros, rockeiros; pois as mulheres querem adentrar nesse mundo, dependendo do interesse delas. eu obviamente não me identifico com nenhum grupo específico.",1
"galera rt pra salvar a vida do escobar 

venda de um macbook air por 2.000 (preço abaixo do mercado) pra bancar os custos do procedimento cirúrgico ",0
"@matheusviggo claro pq tu é mulher, senta lá mana.",0
queria estar no cia,0
seis @cncomusic #choicelatinsong #pretend #teenchoice,0
eu nao acredito que tem ativista dos direitos dos homens,0
>m-mas pelo menos o marido (feio) também está transando,1
nada naquela festa me fez rir mais q o menino flertando com jully kkkkkkkkkkkkkkkkkkkkkkkkkkk,0
@camzcabllo pra mim são as mais sinceras,0
tô ouvindo raça negra kkkkk o auge,0
">>28271acho que você não entendeu. a merdentina voltou ao fmi logo pelas peripécias liberais aplicadas pelo macri. peripécias essas que os sojagarotos do epl, mbl, e demais receptores de shekels israelitas ficaram entusiasmados para ver os resultados. bom, aí estão. não tem absolutamente nada de correto no post do op. ele, como bom desonesto ignorante, está refletindo a culpa do fracasso argentino no que imagina ser ""estado inchado"" (que no final é apenas outra buzzword para crianças palpitarem achando que sabem do que estão falando).",1
"decidi que vou ser pm, capacidade todo mundo tem. meus esforços serão recompensados, mas a realidade sempre me dá uma voadora de dois pés. é foda, só não posso desistir e tentar varias vezes se preciso.",1
"preciso de redpills da segunda guerra mundial sobre hitler, eu só vejo documentários sobre o holocausto e como hitler queria dominar o mundo, mas é impossível que isso tenha acontecido, os sionistas trabalharam bem essa questão, não condição de hitler ter desejado conquistar o mundo, a grã-bretanha é a verdadeira culpada pela primeira e pela segunda guerra mundial.",1
">>59199é um erro de principiante, eu diria, esse de acabar entrando num relacionamento e viver um em função do outro, e é um erro comum dos falhos daqui, que acabam entrando em namoros com mulheres que igualmente tem vida social reduzida. eu passei pelo mesmo, e identifiquei a mesma coisa: falta de individualidade, comodismo e ciúmes causaram um ressentimento enorme.te digo uma coisa apenas, e espero que entenda o significado dessas palavras: ela é tão responsável pelo relacionamento ter falhado quanto você. não mais, não menos. por mais que, no seu relato, pareça que ela é a culpada de tudo, e que você se sinta absurdamente culpado de ter traído ou não ter resolvido essa situação, vocês dois são igualmente culpados. vocês, com suas personalidades e visões de mundo atual, são incompatíveis e era impossível dar certo sem jogar fora a individualidade de ambos. espero que melhore, e não acabe dependendo tanto das muletas de drogas pra se sentir melhor, ou só esquecer de tudo. é tudo uma bosta, mas você ainda tem toda uma vida de possibilidades pela frente. relaxe.>>59209você está obcecado com uma ilusão, uma imagem que tem dessa garota, e acha que a realidade será a mesma coisa. essa obsessão provavelmente está enraizada numa carência que sente por uma pessoa em específico, que você projetou como sendo essa mulher. sim, você precisa de ajuda, recomendo de um profissional que te faça enxergar isso, ou colocando um arquivo de voz repetindo ad infinitum o que eu acabei de falar.>>59224quem não arrisca, não petisca. pois bem: ou você arrisca algo com ela e vê se existe algum interesse mútuo, ou fica gerando imagens dentro da sua cabeça de ""como proceder"", de ""como ela é"", e todo tipo de perda de tempo. ao mesmo tempo, existem muitos motivos pra não começar um relacionamento (de qualquer tipo) com certas pessoas.por exemplo, se o grupo é importante pra você, por n motivos, recomendo procurar outra mulher o quanto antes e esquecer dessa.>>59214>envergonha>fodendo /escoria/kek!",1
eu quero tomar no cu assim,0
"📽 #lights “transmite a mensagem de esperança de que podemos nos conectar com os outros por meio de sons e ver as luzes uns dos outros, sempre que fecham os olhos"".
@bts_twt 
 ",0
@diegoyaraujo como é bom estar de folga,0
"""eu fico feliz só de ver o jungkook sorrindo""

""sua existência já é um presente pra mim""

o amor que o hoseok tem pelo jungkook me destrói todinha.

@bts_twt

 ",0
repreende meu pai 🙏🏻,0
"@leaofcl @_fladaansiedade realmente, lá eles não derrubam treinadores fáceis igual aqui 🤦🏾‍♂️",0
engraçado que eu pego o celular com objetivo de algo e acabo parando no tt e esqueço oq vô fazer..,0
@xmarcelle é só uma indireta pra vc colocar o nome dele com ,0
">>30193pedofilia é abominável porque implica fazer ato sexual com alguém incapaz de entender o que é aquilo, e inclusive incapaz de realizar um ato sexual, já que o canal vaginal é muito estreito e não há ereção.contudo, a coisa muda na adolescência e há muita discussão sobre isso. há lugares onde  idade de consentimento é 18, outros onde é 13. e nada garante que, com 25 anos, você vai estar de fato consentindo algo ou não.",1
"dando um role

shawn via instagram stories ",0
me sentindo inteligente por já ter descoberto faz muito tempo ,0
"20 - cfp - cara frustrado padrão: , chamando os anões.",1
>>62161não ter medo de fazer o que der da telha e estar pronto para tocar o fornique-se é ser corno manso? o que você sugere para não ser corno manso na sua teoria de vida? ficar chorando em posição fetal?e por que a fornicação você está se referindo ao op em uma frase que não tem nada a ver com o que ele disse?,1
