"text","hatespeech_comb"
"@HTColorido eu tb, Aclimação #bemnofocodacomidajaponesa #adoro","0"
"@brightnessgaga algumas pessoas acham que racismo é só agressão. por isso não se consideram racistas.","0"
"RT @rpsantos1970: Escutas e Interrogatórios a José Sócrates na Operação Marquês https://t.co/powAsdfjwHhttps://t.co/bCDnAjA6zE","0"
"Por que a fome do mundo não ? Por que os refúgiados não são mais alvo de polêmica e ajuda ? Por que isso é importan _ https://t.co/gl2aRAv56X","1"
"@karlariane no perfil dela não tem, entende?","0"
"Tenho um grande respeito pelas mulheres e os vários papéis que elas representam são vitais para o desenvolv. da nos _ https://t.co/aliHDuzUcL","0"
"Esse nome quase não é esquerdopata!!!!  hahahahah https://t.co/seRMgQWJVx","1"
"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP","0"
"RT @GABRIELPlNHEIRO: Veja tem medo do PSDB perder lugar https://t.co/eqAnbcnXlj","0"
"tem mão de homem, ou seja, com calos.","1"
"Feliz Dia da Mulher!
#DiaDaMulher https://t.co/hHeS4bmMlC","0"
"@LuisaSoffner não tem os cromossomos XX não é mulher, não é preconceito, é biologia","1"
"Deveriam decaptar! Já qdo @LulapeloBrasil chama a militância sapatão de grelo duro, deveria ser beatificado. https://t.co/EJsaATZwus","1"
"Não vejo a hora da gorda feia da Roberta rala","1"
"'Deus criou a mulher de uma costela, de um osso torto. Se procurares endireitá-la, quebrará. Tenham pois paciência c elas.' #MulherDeVerdade","0"
"RT @alex_borges: Feminismo 2017:
1. Homens ocidentais, usem saia e batom!
2. Abram as fronteiras para os muçulmanos!
Ligue os pontos","1"
"idiota é pensar q no dia d mulher eu aquela mulher cujo vc a chamou atráves de MSN feia gorda urubu fígado cheia de celulite acreditar em vc","1"
"jener e gabriela surpresos quando disse que era sapatao
ata more","0"
"RT @Oledobrasil: Barcelona explica goleada: 'Vimos o PSG todo de branco e imaginamos que era o Santos' https://t.co/AOgathhJ6Ohttps://t.co _","0"
"@naando_Luiiz configurações > desativar minha conta","0"
"'Provocador de extrema direita.'
Já defender socialismo em pleno século XXI é equilibro e sensatez, jamais extremi _ https://t.co/a1kOipHeRU","0"
"Nem uma menos no STF https://t.co/IzSZVKiqrA via @cartacapital","0"
"sou branco sofro racismo","0"
"ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha https://t.co/Rl59UAYqqA","1"
"RT @flaviomorgen: As pessoas sabem o que significa o PIB de 2016? Que em 2 anos, o país está 7,36% mais pobre? Se soubessem, petista não sa _","0"
"A esquerdalha (protegida pelo sistema e pelos media), no seu melhor, a mostrar a tolerância que defende.
#Nantes _ https://t.co/tMqoRAsR5x","1"
"@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30","1"
"na moral mulher guando e burra não tem jeito","1"
"RT @jpintocoelho60: Orgulho em @AntonioGuterre na #ONU? Nunca! O confronto político do nosso tempo é entre o Nacionalismo e Globalismo.
htt _","0"
"@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma","1"
"Amanhã em Angola é feriado, porque é que aqui também não é?","0"
"RT @CarlosBolsonaro: Todos aliados armados e o cidadão de bem indefeso. E os canalhas falando em moralidade no desarmamento! Todos da mesma _","0"
"O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda  https://t.co/vimKAUj4pS","0"
"aqui no barzinho na barra com a elite opressora bjs boa noite","1"
"RT @martabiancaa: Trump de Carvalho.
Encontrei isto na net. Não sei quem foi o génio. https://t.co/KgmGgaCTBd","0"
"RT @Rondy_R_RJ: Só o Celso Daniel sabe o que é tortura. https://t.co/K6ubWP3HMY","0"
"bom dia só pra quem vai votar no crivella","1"
"RT @Chris_Branco: Para @JOAQUINVOLTOU com amor. https://t.co/L1VRSXkIYe","0"
"Oieeee, amoresss! Tô mtooo emocionadaaaa! MINHA SOBRINHA LINDAAA NASCEUUU! Parabéns Kilma e Lipe. Mano, te amo! Bem vinda, Karol! #renovacao","0"
"Me reuni com @RepCummings hoje na @WhiteHouse (Casa Branca). Ótima conversa!","0"
"Oi, vc é sapatão, só n sabe ainda.. mas é","1"
"RT @rpsantos1970: Interrupções voluntárias da gravidez (cultura de morte) 'legalmente' efectuadas nos hospitais, Portugal, 2001-2012 https: _","0"
"Geração palavras machucam
Já me cansei disso
Ñ posso falar nada q o cara ofendido para d falar comigo
VÊ SE VIRA HOMEM RAPA,DEIXA D FRESCURA","1"
"Isso aqui a @SpOAB não vê. Mas piadinhas que o @editorahumanas faz de gorda feminista eles se preocupam... https://t.co/sAqVlHh3fo","1"
"Protesto contra o boicote ao #PNR.
Todos somos poucos.
https://t.co/2d5qSxR5Lshttps://t.co/ll7fDeoSDa","0"
"@rcp01 Interessante observar,nesses últimos séculos as gerações seguintes não tiveram msma visão de INVASÃO d #ISLÃO em território europeu..","0"
"@homemdeverdade usa barba ou bigode, essa coisa de pelinha lisinha pra gente é bunda de mulher !","1"
"Tô com uma vontade (bem grande) de mandar a atual dá minha ex ir se fuder!!!
*O que ela quer ficar me encarando*","1"
"@procrlmano acho q tbm tens sono","0"
"SAIR DO ARMÁRIO #JoaquinResponde https://t.co/1N8yS4b1Ba","0"
"RT @hoemxnizer: @biainthehouzze n falo com fufas, adeus","1"
"RT @FolhadSP: Em homenagem a Revolução Russa; Bancada do Psol quer que relógios sejam atrasados em 1 Século https://t.co/Qdw0doK8WH","0"
"Quando expor sua ex no Facebook não é suficiente... https://t.co/jSgiHNjhxW","0"
"A esquerda está morrendo de um Câncer terminal https://t.co/qcH8FkSNKh","1"
"se alguém quiser piteu, está aqui um grupo de fufas para vocês","1"
"não sabe que cor é bege","0"
"Não vou mais arrumar treta no Twitter...
Eu juro....","0"
"'Vc é burra hein mulher' https://t.co/2SZKWUg74w","1"
"Razão e coragem contra a infâmia. O medo não passa por aqui!
#PNR #Nação #Identidade
@sosracismo @EsquerdaNet _ https://t.co/XXhZd7kS5U","0"
"#rilitros RT @amora_inlove @angelicamorango se eu tivesse na Liquid Love, iria participar da Promoção ME INFARTA MORANGO, kkkkkkk #passomal","0"
"Ora ora, temos um passado bem sujo aqui https://t.co/a6rIuQD3mx","0"
"Junte-se a nós no Salão Oval para o juramento do nosso novo Procurador Geral, @SenadorSessions! AO VIVO: _ https://t.co/zhJYCbrs5Y","0"
"Democráticos eles, hein? Deveriam mudar o nome do partido para 'dictator-crats'. https://t.co/tWpkIfVN7T","0"
"Palhaçada pura!
Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda.
@EsquerdaNet https://t.co/2UJupULUDS","0"
"RT @JOAQUINVOLTOU: TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. #PAZ _","0"
"'Queremos igualdade'
Mulher é homem se aposentarão com a mesma idade
'Isso é injusto!'","0"
"@ashblonde1091 @pestil3nce @rckmbch @Felipepesta o bom de xingar a falecida é que tô chamando de ruim feia e gorda ao mesmo tempo","1"
"vou ler a opinião de vcs... eu não achei nada demais a piada pras pessoas se revoltarem tanto... mas dependendo da opinião de vcs eu apago","0"
"Perfeito! Pena que sua @RedeGlobo faz isso O TEMPO TODO!! https://t.co/wiVM1BXcIU","0"
"homem nasce homem
mulher nasce mulher","1"
"Vocês podem denunciar aqui, gente: http://t.co/AAYwR4nOtv","0"
"ESSE IBRA É UM FINAZZI COM RABO DE CAVALO","0"
"A vitória sobre o habitual fatalismo
https://t.co/za1ZBTIUOz#Portugal #PNR","0"
"Vamos para rua contra a Ideologia de Gênero.Parabéns Peru. https://t.co/pWMrBPy9x5","0"
"RT @ghourmet: Este video foi a coisa mais idiota que vi em toda a minha vida, eu nem acredito que acham que o Islão é feminista LOL https:/ _","1"
"#TrolandocomHumorNegro está de volta com uma edição que ninguem pode perder. Quem quer trolar o pastor + ladrão do Brasil? @PastorMalafaia?","0"
"RT @g1: Mais de 500 mulheres são vítimas de agressão física a cada hora no Brasil, aponta Datafolha https://t.co/qUPBChjFpu #DiadaMulher #G _","0"
"@OAngelo82 @odedonafrida Ia puxar do emoji do cão triste. Não foi preciso","0"
",,,,, os negros que estudem eu estudei  ,,,,,,,,,","1"
"@RaquelRangel0 fala isso pro goleiro bruno","0"
"Eu cresci ouvindo:
'nossa, tu é mulher mesmo?'
'nunca vai ter filhos'
'nunca alguem vai te amar'
'vai ficar pra titia, viu?'
'tu é sapatão?'","0"
"RT @CarladaGloria: Normal, pq escondendo para as crianças q a homosexualidade existe, só irás estar a ensinar a tua criança a não respeitar _","0"
"pré adolescente?
tenho idade pra ser teu pai
só não sou pq uso camisinha https://t.co/GM9KKDoj8P","0"
"@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn","1"
"O Murilo  deixou as prova em branco, vou bater nele","0"
"@twipterto nao trabalho com nomes","0"
"Os 'média' são um pilar do sistema que combatemos. Deles só se podemos esperar mentira e/ou omissão.
#Fakenews _ https://t.co/Q6BaDIUZlG","0"
"RT Um @homemdeverdade! RT @porcopedia Pra vc que desmaia qdo tira sangue ... Chegou o Plano OdontoMacho: http://307.to/fnj /(via @LeNaZZo)","0"
"RT @falloneil: bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR","1"
"#Educação gratuita para todos e liberdade de escolha
https://t.co/sqvH4JUdkz#RenovarPortugal #PNR #Escolas https://t.co/webnk2Dbcx","0"
"A SorosMídia tenta de todas as maneiras fazer o ocidente 'engolir' os refugiados.
Aqui não neném..... https://t.co/RrgarkZU6S","0"
"@gabrielaltairc vc n entendeu que eu falei nao? refugiados nao vem pro brasil, é mt longe","0"
"batalha no dia da mulher e eu nem lembrei burra meixmo deve ter sido top","1"
"A lista de talentos de uma feminista, clique aqui para visualizar https://t.co/tI8fzQk7KX","1"
"@AngolanoViril Por algum motivo já pensei 'deve ser de Cabo Verde'
Porque Cabo Verde? Não sei.
A propósito, fui o _ https://t.co/6pTGjCdEX9","0"
"RT @JOAQUINVOLTOU: VOCÊS JÁ APRENDERAM A CANTAR A MARCHINHA SENSAÇÃO DO CARNAVAL 2017? https://t.co/NzHDmaVjen","0"
"#BolsonaroPresidenteDaCamara
Certeza que os jornais vão dar um jeito de falar mal dessa tag.","0"
"LOL Não têm vergonha. E seis milhões de bilhetes IDA de avião para os refugiados que já cá estão? https://t.co/JHAdv7DClo","1"
"Me acompanhe ao vivo às 9:00 P.M. #JointAddress https://t.co/uhc1g6GSwihttps://t.co/pidstM5qVv","0"
"@Mih_ArmstrongL tambem nunca vi o FEMINISMO contra o FUNK...tu ja viu ? ..ou não é a valeska popozuda o simbolo do _ https://t.co/exyi1I4HO3","0"
"@drduarte1974 @alexandregarcia aparentemente vc tem mta necessidade de vir falar isso pra mim e agora ja falou pode parar né","0"
"perguntei uma surda se ela gostava de ouvir musica meu deus como sou burro kkkkkkkkkkkkkk qm nao gosta de ouvir musica","1"
"mundo perfeito coxinha:
temer até 2018
eleições
bolsomito presidente","1"
"@ueviba pode ser feia
magra
bonita ou gorda eu como toda osh","1"
"'Deus é justo, mas a calça da Carol... MAMÃEEEE!'","0"
"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _ https://t.co/7Au5aNJJ7o","0"
"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso... https://t.co/CAK1EylQlR","0"
"Ver 1 mulher com 1 olho negro é das coisas que mais me revolta.
Nunca sei se é 1 ex do Carrilho ou 1 gótica a passar dificuldades económicas","1"
"RT @gentecrista: menina voce ta doida de apoiar a legalizacao do aborto??","0"
"Quem tem medo do PNR?
https://t.co/3GZ09ItsB3","0"
"mas o cunha não foi democraticamente eleito???? pq ele pode sair e a dilma nao?????","0"
"aaaaaaa eu quero falar no meu trabalho sobre refugiados mas não sei se vou conseguir","0"
"Esquerdopatas e blackblocs atacaram os manifestantes pró-Trump.
A merda da esquerda é igual em todo lugar. Só muda _ https://t.co/e4olZ6eZzs","1"
"RT @PastorMalafaia: NOTÍCIA DA EXAME > No Uruguai, a legalização da maconha ñ diminuiu o tráfico e o número de assassinatos aumentou.IMAGIN _","0"
"Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!","0"
"Reação da esquerda quando o fotografo invadiu a privacidade do @jairbolsonaro e do @BolsonaroSP  -  'OK' 'hahahha fascistas' e etc...","0"
"O que você faz pelas islâmicas que não podem nem falar? https://t.co/B1Y4XicjLc","0"
"A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem","0"
"@CAIO_BLIND rezando eles são lindos..o problema é quando tão explodindo torres, boates e embaixadas","1"
"RT @Egocentricpapi: Mulher que apanha de homem e ainda assim continua com ele é burra!!
Att: Não perguntei nada, é burra e acabou","1"
"Bora chuva de deslike? Esse lixo era assaltante, cantou uma música no camburão e ficou famoso. País lixo https://t.co/DADIDw6e60","1"
"RT @rennangaldino_: #HojeEuGostariaDe Resumindo https://t.co/4t3zjqnxD1","0"
"Vermelho verde no branco #red #green #mkvart #mkv #artcollector #buy #gallery #artoday #art https://t.co/1XBiws2vsK","0"
"@MsJuh_ @CapitalismoOP Cadeia??? Onde vc viu isso?","0"
"@mariacpbruno esse não era bandido, para a Felgueiras, era meigo.","1"
"Vou fazer uma comidinha pernambucana agora... quem quer?? ;)","0"
"No dia 10 de Junho de 2016 - Todos os caminhos vão dar ao Largo de Camões https://t.co/PWoSAsbq6k","0"
"Q viadagem de romantismo. Ele tava comendo ela de ladinho https://t.co/bBhrnSMJ6E","1"
"Fui à praia hj voltei neguinha rsrsrs","0"
"Portugal vai retirar a queixa contra Espanha se os espanhóis aceitarem armazenar em Almaraz os ativos tóxicos da Banca portuguesa.","0"
"meu deus quanta gente burra nesse mundo pqp, mulher que tem um pensamento desse vai passar a vida inteira lavando louça p macho","1"
"SAbem o que eu descobri??? Uma pessoa Acróstica! Adivinhem quem é??? hahahah","0"
"@fodemal se não sabe nadar amputa as pernas! Melhor um inválido do que um incompetente.","1"
"VENEZUELANOS FIZERAM UMA MUSICA PARA JAIR BOLSONARO https://t.co/1URVC1mAhh via @YouTube","0"
"Reunião com generais em Mar-a-Lago em Flórida. Muito interessante! https://t.co/pshsZjy6zm","0"
"@otmar03 huahauhaauhauha
uahuahauhaa
vamos a agenda feminista que faz tudo menos defender mulher https://t.co/CIEzI6W2Gi","1"
"eu sou a mulher mais burra do brasil","0"
"RT @JanainaDoBrasil: 13- Essa prática enraizada em nosso país faz com que os empresários sejam subservientes a quem está no poder. No lugar _","0"
"RT @ajulysantos: PSDB não quer perder o título de 'Direita Brasileira' para o Jair Bolsonaro, seria muita humilhação. https://t.co/W0wv2k5T _","0"
"Enquanto isso no senado.... https://t.co/l2SZVJ7le2","0"
"Em breve no Brasil...com a aprovação da PL do imigrante proposta pelo motorista do Mariguella, @Aloysio_Nunes Nunes https://t.co/tdZ5jZ3O7C","0"
"tá chegando galera https://t.co/M9X0o49qa2","0"
"Vou ver se tem curso pra aprender a ser burra porque olha, tá difícil aturar essa raça que tem medo de mulher que sabe pensar. sifudê.","1"
"RT @andrefran: Banir refugiados não é apenas cruel mas prejudicial economicamente. https://t.co/nviGRfgCjN","0"
"radio talent burra coloca macho p eneltecer mulher","0"
"RT @felipefepacivil: O bom de viajar só com a mochila, é pq é só uma mochila","0"
"Vcs se ofendem com tudo não sabe brincar devolve as Barbie","0"
"Vc é do ISIS? Vc vai entrar de canoa nos EUA? Não? Então larga de ser bicha medrosa do Trump","1"
"@leticiabahia23 A grande definição ideológica que não é mais vivida atualmente. Isso foi passado. So no Isla que falta isso. HJ éesquerdismo","1"
"Pessoal, passem pra essa guerreira --> @itsmabizao que não consegue terminar um debate!
Deu block no opositor! Não _ https://t.co/3PoCSGGE8O","1"
"@MateusPapini @AlexiaTonetti frescura no cu dessas nega do mov. negro","1"
"racismo está nos olhos de quem vê","0"
"RT @djrenatolobo: Paulista parada no sentido Consolação por protestos contra o Lula lá  https://t.co/5ID95CqQVl","0"
"o que posso usar para lavar tênis branco?","0"
"RT @CarlosBolsonaro: OSCAR 2017 e suas derivações: UMA GOTA DE LUCIDEZ NO MEIO DO OCEANO? https://t.co/IUp4hYTagh","0"
"Magra - gorda , com ou sem estrias , feia - bonita ... não importa porque vocês são perfeitas !
Feliz dia da mulher","0"
"primeiramente
BORA TEMER","0"
"UE ameaça com sanções países que não recebem refugiados  https://t.co/mUTUPy5Hod  #noticias","0"
"cara, pode me chamar do que quiser! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/7MAYryjrWU","0"
"RT @diImabr: @katylene @humornegroo É pra estimular a compra de carros elétricos no Brasil. Bjs","0"
"Homem que é homem não assiste a fazenda.","1"
"RT @VitoriaHenrice: 'Oi, nós somos sapatão' KKKKKKKKKKKKKKKKKK","1"
"eae seus vagabundo mamador de teta da dilma","1"
"Odeio sapatão por isso
Não desapega de ex nunka","1"
"O cara muda de turma de manhã, e à tarde já vira relator da Lava Jato. Tem treta não, imagina... https://t.co/3XnjgagaJ9","0"
"RT @Theocoxinha: Eu sou protetor de animais e  sou totalmente contra zoofilia! Sexo com animais é nojento e criminoso! não compartilhem ess _","1"
"homem morre: homicídio 
criança morre: homicídio
hetero morre: homicídio
gay morre: homofobia","1"
"Devia ter chegado mais cedo. Fiz o que pude malta https://t.co/KrS0h5F5F2","0"
"RT @RealOzziePena: @taiornn @JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE _","0"
"Com meu pai Whashington Lobo Franco.Amoooo. https://t.co/R2dpAnNO0N","0"
"Concordo em gênero, número e grau . https://t.co/0xh1lNBv8p","0"
"O Iran estava nos seus últimos suspiros, pronto prum colapso quando os EUA veio com um salva-vidas na forma de acordo c/ Iran: $150 bilhões","0"
"hahahahaha  não quase não tem  hahahahaha https://t.co/ETuW4nec1V","0"
"O estranho caso da TSU
https://t.co/tmh1XPS9Fv#Portugal #RenovarPortugal #PNR","0"
"Se você assistir Titanic ao contrário, verá a história de um submarino que resgata as pessoas do mar e as coloca em uma festa.","0"
"RT @TopOfertas_Casa: Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto #lcd _","0"
"Fico imaginando se o @omelete realmente acha que se mulheres negras q não 'chegaram lá' por sofrerem racismo são 'vitimistas'.","0"
"RT @ComendaSerra: Pena Capital (pena de morte) para políticos corruptos já!
Meu sistema é bruto! https://t.co/lfelPg5c12","1"
"@luperc4lia oi! eu pensei nisso mais cedo e criei um email. pode mandar no gentebranca1@gmail.com","0"
"RT @esquerdopatata: 'ai to pensando em VIRAR sapatão pq homem n presta' https://t.co/YOEsA2PcGA","0"
"RT @editorahumanas: Vai daí pelego! https://t.co/YSQkoolQSQ","0"
"eu to muito sapatao scrr","0"
"@Bolsonaopressor PT E PSDB =  MESMA BOSTA","1"
"Boas Festas
Juntos vamos RENOVAR PORTUGAL! 
#PNR #Portugal #FelizNatal https://t.co/EcsE8QgH2a","0"
"FHC amigo do Lula pra implantar comunismo no Brasil Foro de São Paulo pra virar Venezuela https://t.co/CuZJH50Gyq","0"
"Tem homem que pensa que mulher é máquina de refrigerante, que vc deposita apoio e recebe uma foda","1"
"'Para o Dia Internacional da Mulher, a P3K preparou um encontro cheio de significado, aprendizado e trocas.... https://t.co/FTo66sCJow","0"
"FICA TRANQUILO IRMÃO VÁRIAS DAS MINHAS TRANZAS JÁ ACABAM COM CHORO E ZOAÇÃO FAZ PARTE @JOAQUINRESPONDE https://t.co/yGwTy17tSJ","0"
"Adicionei um vídeo a uma playlist @YouTube https://t.co/7hLCvlxwOz 'Islão não é para mim'","1"
"o intelectual é um tipo k chega às mesmas conclusões do povo mas com uns anos de atraso
https://t.co/DMnpz8isTi","1"
"Aquelas pessoas que querem mudar o mundo mesmo não sabendo conjugar um verbo https://t.co/kkYwDcQ5PZ","1"
"Deixei o teste de matemática em branco Kkkk o melhor é ver a cara de deboche da professora","1"
"Mais de duas mil solicitações recebidas pela Polícia Militar do Rio foram pedidos de socorro sobre violência... https://t.co/03muDB6uAI","0"
"Culto da Família dia 19/03 as 19:00hrs. #Campinas.  Igreja do Nazareno de Sousas. https://t.co/1jOjP52EgA","0"
"RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB","0"
"RT @flaviomorgen: Se você falar 'Os EUA espionam', todo mundo denuncia. Se falar 'O Obama espiona', aí não, veja bem, veja só, não é assim, _","0"
"Se o castelo branco e a Lili canecas tivessem um filho https://t.co/1yu3daEEax","1"
"RT @vascaindio: Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente _","1"
"RT @pauloap: Jornal da Globo mostra protesto de 200 pessoas contra Trump mas esconde as MAIS DE 100 MIL a favor na noite de hoje
https://t. _","0"
"@_jujuba_lima SOu nada, faço o básico hahaha","0"
"'ativista dos direitos humanos'. https://t.co/78fHX2oTJw","0"
"No Iraque, 'Call of Duty' é conhecido como 'The Sims'","0"
"Acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando","0"
"Hoje o tópico vai ser... Islão!","0"
"sabia que esse cara era um tremendo de um pau no cu, dá pra ver pelos vídeos no youtube https://t.co/QjREu4L723","1"
"RT @perfectbody07: É muito difícil se amar depois do primeiro 'gorda', 'feia'.
Mais difícil é se olhar no espelho sabendo que você é...
#as _","1"
"@AleMagnnusb não é racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que não","1"
"Um novo dia é uma página em branco na sua vida. 
Escreva apenas o que vale a pena. 
Bom dia! https://t.co/7929FzzDuc","0"
"RT @rpsantos1970: A intolerância dos 'tolerantes' de Esquerda. 
#Muculmanos #Esquerda #Ilegais #Imigrantes #PNR https://t.co/ABqgtFEmBs","0"
"FRACO DEMAIS @ptbrasil 
FOLIA MESMO É NO BLOCO PORÃO DO DOPS 
#PAZ https://t.co/Y6FAc4FF9R","0"
"a culpa do brasil estar do jeito que tá é única e exclusivamente da dilma","0"
"RT @ofuxicogospel: Oque houve com o vídeo @PastorMalafaia ? https://t.co/34CuRyHTOd","0"
"lógico que defendo direito das mulheres não usarem burca/hijab porém elas tbm tem direito de usar então não adiana atacar a nike por vender","1"
"Hj toda a gente vai publicar fotos dos filhos com máscaras d Carnaval no FB.
Como é q 1 pedófilo trabalhava antes d existirem redes sociais?","1"
"@mafiasumers bati muita punheta pra esse vídeo, muito bom, recomendo","0"
"Precisamente! Com coragem, sem papas na língua!
#ForçaTrump https://t.co/CL5CsF6RBx","0"
"RT @TourMicao: as sapatao vao domina o mundo https://t.co/gWVPCBohC6","1"
"RT @minasnahistoria: Dolores:mulher de extrema importância p/ a luta indígena latino-americana. Pobre, índia, comunista, rebelde, foi apaga _","0"
"RT @JoselitoMuller3: Dilma adere à greve de sexo convocada por Gleisi Hoffmann https://t.co/wvAt2vN3zS","0"
"MINUTO A MINUTO CAMAROTE GLACIAL JOAQUIN TEIXEIRA:
16:04 SARGENTO FAHUR REVISTA FÁBIO ASSUNÇÃO
16:06 ALEXANDRE BORGES BRIGA COM PAPARAZZI","0"
"@misscaviar @folha cade o alexandre garcia agora pra dizer isso ...kkkk","0"
"Feminista é tudo mal comida","1"
"@leandrolechuga @otmar03 Vc é medico ? e politico ?","0"
"@estadohiramico stf vergonha mesmo https://t.co/QbLebf82Wc","0"
"Ricky Martin!!!!! Demorou tanto tempo assim pra assumir pq? Tava dando a bunda? É? Não se reprima caralho! Literalmente pra vc....","1"
"@UOL Lugar de ralação po!!!  Qual era a fantasia mesmo??? Burca (com todo respeito se não alguém vai querer me processar) é que não era!","1"
"@amora_inlove Hello, pois é, mas, estava interagindo... thudhu bom ?","0"
"Uma mulher que não concorda com o feminismo não tem outra definição a não ser burra.","1"
"Grupo faz manifestação contra  Dep @marcofeliciano  em poços de Caldas. #GenteDesocupada https://t.co/FvEQrJdZzL","0"
"Coisas que eu tenho que ler no dia da mulher
Excluído pq não tenho paciência pra uma pessoa tão burra https://t.co/rgoplvF1Xz","1"
"O Lula falou que o melhor que a Marisa fez foi ficar submissa a ele e não dar palpite. A platéia, repleta de femini _ https://t.co/25zXrS30ef","0"
"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _ https://t.co/j7y5THFNMK","0"
"1) No Brasil tem muito assassinato não porque tem muita arma, mas porque tem muito bandido.
#Desarmamento","1"
"@Pimentinha_17 Pouco que conheço daqui e do BBB me fizeram ter certeza de que a @angelicamorango jamais mentiria aqui... (@marlenebicalho)","0"
"Aliás, o universo da publicidade é repleto de bundões !!!!","0"
"RT @marcknho: @lobaoeletrico Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar.","0"
"Vai ter indenização para essas pessoas também, @STF_oficial ??!? TENHAM VERGONHA NA CARA!! https://t.co/TO441SnYJD","0"
"O tempo está tao bom, para ir com um grupo de amigos á praia sentar na areia apanhar sol e falar sobre as cenas","0"
"@gentebranca1 no perfil dele ainda contém machismo.","1"
"Top 3 filmes de moleque:
American Pie - O Reencontro
Superbad
Projeto X","0"
"Qual político covarde bundao eu vou começar a xingar nessas eleições ?","1"
"Mercado de ações em nova alta. Maior número de ganhos em décadas. Grande nível de confiança e otimismo mesmo antes _ https://t.co/xre6DVcMEa","0"
"O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR","0"
"O jornalismo é um poder censório, manipulador, tendencioso e tantas vezes mentiroso. Afinal em que mundo vive a _ https://t.co/nTh0VR1qlE","1"
"Qdo vc vê sua mulher conversando com uma outra q vc deu umas investidas por fora https://t.co/W5mdwcZYmP","0"
"@Lazarus605forte para esse é preferível o sulfato de cobre","0"
"@gabrisinhas @LeoLimaDuarte vc acha que o racismo é culpa dos negros agora?","0"
"PNR avança com candidatura à Câmara do Barreiro, com José Almeida e  @rpsantos1970 https://t.co/RJJBCZdK4d","0"
"a própria culpada pela exposição é a filha da Maria do Rosário que postava fotos com drogas e nudes em seu próprio instagram","1"
"A esquerdalha #comunista e #anarquista sempre foi, é, e será uma escumalha selvagem, carregada de ódio e violência _ https://t.co/AwYQKfgj35","0"
"RT @RachelSherazade: Lugar de mulher é no tanque!
#ironlady #damadeferro #MargarethTatcher #inspiração https://t.co/6eMV2z1InZ","1"
"08:41 #ações_preventivas local Castelo Branco, Centro, #Abelardo_Luz, descrição: atividade tecnica (vistorias)","0"
"O racismo só vai acabar, quando deixar de existir homem branco ou homem negro e passar a existir apenas HOMEM","0"
"Vai ser uma romaria ao Allgarve para Alldrugs! Texto de Patrícia Ferreira Manguinhas
https://t.co/iNEydB6VjG","0"
"RT @SentimentoGay_: 'Você é gay/sapatão mesmo?'
'Ué sim'
'Nossa não parece'
Como assim tá me chamando de hetero é isso mesmo??? Como pode m _","0"
"existem dois tipos de casais https://t.co/ozTrbrTyJY","0"
"Tinha errado o último tweet, então twittei de novo","0"
"Esse papo de Rússia é NOTÍCIA FALSA criada pelos dems e usada pela mídia pra mascarar a grande derrota nas eleições _ https://t.co/4BcoHdUf2Q","0"
"RT @prylliimaa: @cicibranco @UOLNoticias @UOL burra pq não concordo com vcs? Pensei q a mulher fosse livre. Ah, é...A liberdade acaba quand _","1"
